State,County,Sub/Urb,HH_Size,Tenure,HH_Income,Supp_Weight,Relationship,Weight,Age,Education,Marital,Person_Income,Year
34,35620,2,2,1,55976,267978,1,2846.49,76,39,1,34588,2006
34,35620,2,1,1,25150,267978,2,2846.49,80,39,4,25150,2006
34,35620,2,1,1,20138,294920,2,2851.14,66,39,4,20138,2006
34,35620,2,4,2,70000,189449,1,4368.62,23,39,1,0,2006
34,35620,2,2,1,95200,343078,1,4237.06,29,43,1,45100,2006
34,35620,2,3,1,85000,122285,1,2807.9,41,39,5,85000,2006
34,35620,2,1,1,14026,273211,2,3059.13,74,39,5,14026,2006
34,35620,2,3,1,32549,152241,1,2965.26,38,39,1,2252,2006
34,35620,2,2,2,16000,282704,1,2787.06,58,38,1,0,2006
34,35620,2,3,2,40032,151965,2,3005.33,43,43,6,19632,2006
34,35620,2,3,1,111060,312361,1,3028.51,35,42,1,46030,2006
34,35620,2,4,1,39038,155597,1,2754.24,56,39,1,39019,2006
34,35620,2,4,3,115039,282250,1,2748.98,56,39,1,541,2006
34,35620,2,5,1,86590,159886,1,3340.0,40,43,1,82020,2006
34,35620,2,4,1,51462,153191,1,0.0,41,39,1,1231,2006
34,35620,2,3,1,96000,164236,1,0.0,50,39,1,35000,2006
34,35620,2,4,1,126162,169919,1,0.0,43,44,1,3081,2006
34,35620,2,6,1,90844,160075,1,3194.64,80,38,4,18444,2006
34,35620,2,4,1,66998,161967,1,3084.55,58,44,1,916,2006
34,35620,2,4,1,197407,142492,1,3003.39,47,44,1,186100,2006
34,35620,2,4,1,158999,140265,1,2942.89,51,39,1,90333,2006
34,35620,2,3,1,75000,176214,1,3808.57,35,40,3,75000,2006
34,35620,2,3,1,80355,161726,1,3522.27,43,39,1,58355,2006
34,35620,2,4,1,30110,161726,1,3796.74,43,43,1,15060,2006
34,35620,2,2,2,37000,161591,1,3180.77,60,39,1,12000,2006
34,35620,2,3,1,9900,153284,1,3489.11,34,39,1,9900,2006
34,35620,2,3,1,84201,153316,1,2640.43,32,43,1,34801,2006
34,35620,2,2,2,56160,302984,1,3180.77,57,39,5,29120,2006
34,35620,2,4,1,111980,150730,1,2534.92,49,39,1,29026,2006
34,35620,2,5,1,199200,178834,1,3048.26,36,40,1,99100,2006
34,35620,2,1,1,56966,271522,2,2590.11,80,45,4,56966,2006
34,35620,2,1,1,23025,267978,2,2846.49,79,39,4,23025,2006
34,35620,2,8,1,503651,212092,1,3837.46,24,43,7,0,2006
34,35620,2,3,1,55000,378440,1,3326.44,29,42,1,55000,2006
34,35620,2,2,1,48110,378440,1,3326.44,29,42,1,16500,2006
34,35620,2,3,1,42141,181384,1,3239.42,42,39,1,0,2006
34,35620,2,1,1,12407,267978,2,2846.49,80,39,4,12407,2006
34,35620,1,2,1,99459,301676,2,3180.72,56,42,4,35004,2006
34,35620,1,2,2,58432,276704,1,2785.88,72,39,1,38490,2006
34,35620,1,1,2,23640,284469,2,3021.66,85,39,4,23640,2006
34,35620,2,3,2,31169,321813,1,2698.26,37,45,1,30105,2006
34,35620,2,2,2,34196,280679,1,2651.64,75,36,1,24918,2006
34,35620,2,4,1,119051,162585,1,3181.83,50,45,1,36584,2006
34,35620,2,3,2,100058,326037,2,2858.69,27,43,7,100058,2006
34,35620,2,1,2,38000,289435,2,2973.23,47,42,7,38000,2006
34,35620,2,2,1,210231,349976,1,2855.96,64,43,1,100231,2006
34,35620,2,3,1,99096,307879,1,2851.14,68,39,1,0,2006
34,35620,2,4,1,116155,155193,1,3001.84,59,40,1,38899,2006
34,35620,2,4,1,204846,171634,1,2807.9,44,43,1,204038,2006
34,35620,2,3,1,27586,160854,1,3156.22,78,39,1,13888,2006
34,35620,2,2,1,25832,301601,1,3156.22,76,34,1,17716,2006
34,35620,2,4,2,28200,246630,1,3344.38,35,34,1,28200,2006
34,35620,2,3,2,5651,114664,1,2807.61,32,39,5,5651,2006
34,35620,2,1,2,75000,296163,2,3231.72,35,39,7,75000,2006
34,35620,2,3,1,134430,160899,1,2660.11,63,40,1,56000,2006
34,35620,2,1,1,11000,160899,2,2660.11,62,39,4,11000,2006
34,35620,2,4,1,91347,158510,1,2611.4,48,43,1,31162,2006
34,35620,2,4,1,203300,291744,1,2754.24,55,44,1,144650,2006
34,35620,2,3,2,47840,131904,1,3556.34,34,39,5,31200,2006
34,35620,2,6,2,54897,282051,1,3437.88,28,42,7,35000,2006
34,35620,2,2,1,19788,136005,1,4004.97,57,43,1,18894,2006
34,35620,2,1,1,67500,266907,2,2824.97,48,43,5,67500,2006
34,35620,2,2,1,81702,284187,1,3115.9,55,39,1,29685,2006
34,35620,2,1,1,31312,286169,2,2624.38,71,44,4,31312,2006
34,35620,2,3,1,80931,181384,1,3239.42,41,43,1,30931,2006
34,35620,2,2,2,48000,335453,1,3747.43,34,43,1,23000,2006
34,35620,2,2,2,65868,149874,1,2912.19,52,39,1,60025,2006
34,35620,2,1,2,54101,229284,2,2807.9,40,40,6,54101,2006
34,35620,2,2,2,45042,317529,1,3200.36,55,43,1,0,2006
34,35620,1,4,2,19900,139341,1,3935.76,36,39,5,14000,2006
34,35620,1,1,2,62432,313034,2,3181.11,47,39,5,62432,2006
34,35620,1,4,1,74966,166951,1,2980.7,44,42,1,72808,2006
34,35620,2,4,2,19000,150979,1,2731.12,21,33,1,19000,2006
34,35620,2,1,2,17156,173894,2,2629.19,45,38,7,17156,2006
34,35620,2,3,2,20800,114664,1,3402.81,29,34,1,20800,2006
34,35620,2,1,1,42350,160899,2,2660.11,61,39,5,42350,2006
34,35620,2,3,2,72481,111738,2,2804.09,21,39,3,28481,2006
34,35620,2,4,2,81042,151929,1,2994.21,32,43,1,27042,2006
34,35620,2,2,2,10000,182508,1,2994.95,24,41,7,10000,2006
34,35620,2,6,1,190189,160899,2,2660.11,64,38,3,5700,2006
34,35620,2,3,1,15152,160899,1,2660.11,57,33,4,7376,2006
34,35620,2,3,1,15696,149817,1,3252.07,52,38,1,15691,2006
34,35620,2,2,2,24444,275404,2,2720.39,52,37,7,6444,2006
34,35620,2,4,1,120013,288831,1,3252.07,51,39,5,46000,2006
34,35620,2,5,1,66165,151965,1,2949.28,42,39,1,2800,2006
34,35620,2,4,1,101000,160177,1,3231.72,35,40,1,65000,2006
34,35620,2,1,1,20732,265720,2,2652.88,80,39,4,20732,2006
34,35620,2,1,1,412638,126460,2,3120.5,38,33,6,412638,2006
34,35620,2,3,1,81323,149193,1,2717.63,35,40,1,46323,2006
34,35620,2,1,2,30223,276868,2,2754.45,53,40,5,30223,2006
34,35620,2,5,1,41511,171681,1,0.0,33,43,1,12006,2006
34,35620,2,4,2,23048,122769,1,0.0,35,33,1,15024,2006
34,35620,2,4,2,55120,114839,1,0.0,24,39,1,29120,2006
34,35620,2,2,2,26232,152328,1,2195.67,51,40,5,26232,2006
34,35620,2,4,2,72000,142374,1,0.0,47,36,7,24000,2006
34,35620,2,2,2,99721,137092,2,0.0,50,43,5,70325,2006
34,35620,2,5,1,73000,125149,1,0.0,21,39,7,34000,2006
34,35620,2,4,2,5600,128426,1,0.0,34,39,7,5600,2006
34,35620,2,4,1,108000,134329,1,0.0,28,43,1,8000,2006
34,35620,2,4,1,18210,138974,1,2615.44,42,43,1,14910,2006
34,35620,2,6,1,128931,119467,1,2968.94,38,39,1,30000,2006
34,35620,2,2,2,21380,189371,1,0.0,58,40,7,21380,2006
34,35620,2,5,2,123226,182346,1,0.0,56,43,1,108426,2006
34,35620,2,3,2,85808,191435,1,0.0,45,40,1,52404,2006
34,35620,2,3,2,36440,155958,1,0.0,66,37,4,30000,2006
34,35620,2,4,1,52002,173766,1,0.0,41,39,1,26001,2006
34,35620,2,4,2,54761,187336,1,0.0,44,42,1,11162,2006
34,35620,2,4,1,96162,167099,1,2496.93,39,43,1,96081,2006
34,35620,2,1,1,30415,195125,2,3263.31,41,45,7,30415,2006
34,35620,2,1,2,22000,171346,2,4246.04,48,39,7,22000,2006
34,35620,2,2,1,52000,154035,1,3605.41,27,43,6,52000,2006
34,35620,2,4,1,91302,157543,1,3003.39,48,40,1,75162,2006
34,35620,2,4,1,63000,164152,1,3003.39,45,41,1,42000,2006
34,35620,2,3,1,131250,176287,1,3899.19,33,39,1,1250,2006
34,35620,2,4,1,57561,103897,1,3448.33,32,43,7,10047,2006
34,35620,2,2,1,69748,162392,1,3420.61,65,39,1,18410,2006
34,35620,2,4,1,76232,208985,1,4671.93,24,40,7,5000,2006
34,35620,2,4,1,90000,178727,1,3522.27,43,39,1,80000,2006
34,36140,4,2,1,102064,271146,2,2983.92,52,39,5,63730,2006
34,36140,4,3,1,30000,142350,1,3004.63,48,40,1,30000,2006
34,36140,4,1,1,0,271146,2,2893.11,52,39,6,0,2006
34,36140,4,4,1,199331,166951,1,3181.11,49,43,1,24226,2006
34,36140,4,2,1,50016,342311,1,3334.85,85,37,1,37127,2006
34,36140,4,2,1,83343,275404,2,2720.39,53,41,5,51343,2006
34,36140,4,2,1,3725,282704,1,3103.05,63,39,1,3725,2006
34,36140,4,3,2,59600,152241,1,2965.26,37,39,5,59600,2006
34,36140,4,1,1,21005,304847,2,3181.83,50,43,6,21005,2006
34,36140,4,2,1,62000,304847,1,3181.83,51,40,1,12000,2006
34,36140,4,4,1,115000,169119,1,3522.27,42,39,1,75000,2006
34,36140,4,3,1,75000,161726,1,3796.74,41,43,5,75000,2006
34,36140,4,3,1,115000,154969,1,2942.89,50,39,1,55000,2006
34,37980,2,4,1,176410,271146,1,2983.92,52,39,1,46000,2006
34,37980,2,4,1,142000,181384,1,2983.92,51,46,1,140000,2006
34,37980,2,1,1,14619,260663,2,2792.4,73,39,4,14619,2006
34,37980,2,4,1,18576,178834,1,0.0,35,44,1,9288,2006
34,37980,2,2,1,94848,307345,1,2999.82,64,44,7,87288,2006
34,37980,2,3,1,160100,284187,1,2805.38,61,40,1,100000,2006
34,37980,2,1,1,74897,286169,2,2624.38,70,45,4,74897,2006
34,37980,2,1,2,50290,233568,2,2780.88,26,43,7,50290,2006
34,37980,2,2,2,87044,307745,1,2973.23,45,39,1,74005,2006
34,37980,2,2,2,97145,314472,1,3645.18,25,43,1,65250,2006
34,37980,2,2,1,51000,291894,1,3254.67,45,39,5,36000,2006
34,37980,2,3,1,631835,282704,1,2787.06,55,39,1,42500,2006
34,37980,2,2,1,130000,280906,1,2837.56,49,39,1,65000,2006
34,37980,2,4,1,88020,280906,1,3252.07,52,42,1,54010,2006
34,37980,2,3,1,153532,227029,1,3408.23,53,46,1,86766,2006
34,37980,2,2,1,129552,288831,1,3252.07,50,44,6,107552,2006
34,37980,2,4,1,171750,151965,1,3252.07,53,40,1,150292,2006
34,37980,2,5,1,137344,275404,1,2720.39,51,43,1,34064,2006
34,37980,2,2,1,28790,265720,1,3071.7,80,40,1,11462,2006
34,37980,2,6,1,48026,151965,1,3005.33,40,41,1,48013,2006
34,37980,2,4,1,81570,280906,1,2837.56,45,39,5,20880,2006
34,37980,2,2,1,203650,198026,2,2629.19,46,43,7,121150,2006
34,37980,2,1,1,30000,152626,2,2749.66,61,31,6,30000,2006
34,37980,2,5,2,61894,174023,1,3218.39,40,38,6,25700,2006
34,37980,2,3,1,117160,159886,1,2921.72,41,43,7,35150,2006
34,37980,2,3,1,127300,287533,1,2730.84,48,39,1,46150,2006
34,37980,2,2,1,21726,283274,1,2731.24,78,39,1,14457,2006
34,37980,2,4,1,63920,159886,1,2921.72,43,43,5,63920,2006
34,37980,2,2,1,141000,291744,2,2818.91,53,40,7,90500,2006
34,37980,2,2,1,132876,283274,1,2756.04,73,43,1,62285,2006
34,37980,2,2,1,70000,291744,1,2754.24,57,40,1,62000,2006
34,37980,2,3,2,26513,235437,1,4867.92,42,42,1,11704,2006
34,37980,2,3,2,38300,201835,1,3653.06,29,39,7,32400,2006
34,37980,2,3,2,22400,158045,1,2983.92,50,39,7,22400,2006
34,37980,2,3,3,116066,271146,1,2983.92,50,44,1,67015,2006
34,37980,2,5,1,56203,164131,1,2973.23,46,39,1,31305,2006
34,37980,2,2,1,68700,186654,1,3553.13,64,39,1,8550,2006
34,37980,2,1,1,12000,299007,2,2894.45,61,43,5,12000,2006
34,37980,2,1,1,26067,304847,2,3181.83,52,39,5,26067,2006
34,37980,2,1,1,14138,326946,2,3141.53,85,39,4,14138,2006
34,37980,2,1,1,55144,285453,2,2965.26,35,44,5,55144,2006
34,37980,2,2,1,68688,258838,1,2596.06,62,40,1,10388,2006
34,37980,2,1,1,68883,185715,2,4718.02,30,45,7,68883,2006
34,37980,2,5,1,79000,157954,1,3231.72,35,39,7,40000,2006
34,37980,2,2,1,147000,285453,1,3231.72,37,43,1,76300,2006
34,37980,2,6,1,158325,151965,1,2949.28,40,43,1,120000,2006
34,37980,2,1,1,57083,284934,2,2949.28,41,39,4,57083,2006
34,37980,2,1,1,12938,288884,2,2928.01,67,39,4,12938,2006
34,37980,2,1,2,7608,284934,2,2949.28,43,39,5,7608,2006
34,37980,2,2,1,167185,347339,1,3036.68,61,44,1,165685,2006
34,37980,2,1,1,10238,295524,2,2835.6,80,39,4,10238,2006
34,37980,2,2,1,38976,295524,1,2835.6,80,39,1,6938,2006
34,37980,2,4,1,146040,155597,1,2754.45,51,44,1,131020,2006
34,37980,2,1,1,24108,276868,2,2754.45,54,39,7,24108,2006
34,37980,2,2,1,160168,282250,1,3036.68,60,43,1,80084,2006
34,37980,2,2,1,170800,282250,1,2754.24,56,44,1,151800,2006
34,37980,2,2,1,59804,287932,1,2997.71,66,43,1,48908,2006
34,37980,2,3,1,141600,160109,1,0.0,59,45,1,85800,2006
34,37980,2,4,1,86000,138974,1,2922.4,45,39,1,56750,2006
34,37980,2,3,2,87000,107288,2,0.0,22,39,7,53000,2006
34,37980,2,3,1,90000,175572,1,0.0,49,42,1,42000,2006
34,37980,2,5,1,79900,178414,1,0.0,47,39,5,43000,2006
34,37980,2,4,1,150644,135960,1,0.0,53,39,1,45011,2006
34,37980,2,4,1,149658,190536,1,0.0,34,39,1,55715,2006
34,37980,2,3,1,100420,195900,1,0.0,38,40,1,64760,2006
34,37980,2,3,1,70500,190146,1,0.0,33,40,1,30500,2006
34,37980,2,4,1,140530,159168,1,0.0,52,44,1,99250,2006
34,37980,2,4,1,136700,169919,1,0.0,43,43,1,86200,2006
34,37980,2,4,1,161824,167517,1,0.0,47,44,1,77662,2006
34,37980,2,3,1,41540,171756,1,2934.76,48,40,5,41540,2006
34,37980,2,2,1,74198,168600,2,3143.1,55,39,7,63492,2006
34,37980,2,5,1,93372,179402,1,2666.5,31,39,1,34452,2006
34,37980,2,3,1,126600,159435,1,2923.35,52,39,1,68592,2006
34,37980,2,4,1,75950,237547,1,3028.03,24,39,1,3325,2006
34,37980,2,5,1,438645,182098,1,3006.24,50,43,1,9500,2006
34,37980,2,4,1,225120,182098,1,3084.55,59,46,1,155000,2006
34,37980,2,5,1,130099,192233,1,2496.93,39,44,1,130100,2006
34,37980,2,4,1,112255,149738,1,3003.39,48,40,1,34028,2006
34,37980,4,1,2,120700,229141,2,4323.38,29,43,7,120700,2006
34,37980,4,1,2,60000,478305,2,3875.79,29,46,7,60000,2006
34,37980,4,4,1,61096,142350,1,2824.97,49,35,1,16773,2006
34,37980,4,1,1,15950,267978,2,2846.49,77,39,4,15950,2006
34,37980,4,3,1,36404,203686,1,3724.92,34,39,1,36402,2006
34,37980,4,3,1,48738,144617,1,3489.11,30,40,7,20800,2006
34,37980,4,5,1,85546,150730,1,2534.92,48,43,1,66446,2006
34,37980,4,3,1,204536,266907,1,2824.97,45,40,5,47460,2006
34,37980,4,5,1,62398,178908,1,2698.26,35,37,1,37236,2006
34,37980,4,2,1,32040,322466,1,3246.33,75,35,1,8000,2006
34,37980,4,1,1,13889,280679,2,2954.39,73,40,4,13889,2006
34,37980,4,4,1,51308,148021,1,3343.71,45,43,1,11308,2006
34,37980,4,3,1,133466,162740,1,3042.44,50,45,5,133466,2006
34,37980,4,2,1,23716,322466,1,3246.33,78,43,1,8438,2006
34,37980,4,2,1,66876,307879,1,2851.14,66,43,1,54738,2006
34,37980,4,4,1,105010,146131,1,2973.23,46,46,1,100005,2006
34,37980,4,3,1,169000,304847,1,3042.44,51,46,1,150000,2006
34,37980,4,2,1,17778,322466,1,3141.53,85,36,1,16778,2006
34,37980,4,2,1,45685,282704,1,3252.07,54,39,1,45685,2006
34,37980,4,3,2,133000,154948,1,3103.02,28,40,1,84000,2006
34,37980,4,1,1,69485,107888,2,2118.09,62,46,5,69485,2006
34,37980,4,3,2,32938,170752,1,2842.72,79,35,4,32938,2006
34,37980,4,2,2,9000,130841,1,2847.1,41,39,7,9000,2006
34,37980,4,5,2,15372,131717,1,3343.0,43,31,4,0,2006
34,37980,4,3,2,39000,132171,1,2755.83,49,34,1,14000,2006
34,37980,4,1,2,11200,137301,2,3387.8,41,33,3,11200,2006
34,37980,4,6,2,36400,140594,1,4060.79,39,43,7,34500,2006
34,37980,4,3,2,553488,162485,1,3835.3,28,40,7,543488,2006
34,37980,4,2,1,52215,150730,1,2534.92,48,43,7,52215,2006
34,37980,4,4,1,88026,183883,1,2337.93,41,39,1,38008,2006
34,37980,4,4,1,75800,150730,1,2880.72,48,39,1,12000,2006
34,37980,4,6,1,125000,181384,1,3239.42,42,44,1,0,2006
34,37980,4,3,1,230591,135078,1,2888.68,65,43,1,130591,2006
34,37980,4,2,1,158333,271146,1,2983.92,52,43,1,87240,2006
34,37980,4,2,1,25194,267978,1,2846.49,77,44,7,12880,2006
34,37980,4,1,2,109000,195214,2,3058.0,47,44,3,109000,2006
34,37980,4,1,2,21596,322466,2,3246.33,76,39,4,21596,2006
34,37980,4,1,2,16394,326946,2,3141.53,80,35,7,16394,2006
34,37980,4,1,2,8126,139468,2,1963.75,77,40,4,8126,2006
34,37980,4,1,2,8724,307879,2,3124.56,66,35,4,8724,2006
34,37980,4,3,1,30344,317529,1,3200.36,58,39,6,10000,2006
34,37980,4,1,2,8628,140483,2,2755.24,63,38,4,8628,2006
34,37980,4,4,1,59418,314834,1,3552.98,32,40,1,11918,2006
34,37980,4,3,1,98365,172275,1,2566.56,60,39,3,77265,2006
34,37980,4,4,1,46038,157273,1,2996.7,48,39,5,7140,2006
34,37980,4,1,1,52318,307879,2,3124.56,65,39,6,52318,2006
34,37980,4,2,1,20474,322466,1,3246.33,80,39,4,12300,2006
34,37980,4,1,2,13298,322466,2,3246.33,85,37,4,13298,2006
34,37980,4,1,2,8474,322466,2,3246.33,79,36,4,8474,2006
34,37980,4,2,2,26834,198876,1,2750.41,80,39,1,20246,2006
34,37980,4,4,1,125075,152241,1,3005.33,43,39,1,43000,2006
34,37980,4,5,1,74450,114664,1,3344.38,39,33,1,71050,2006
34,37980,4,1,2,44177,288884,2,2928.01,67,39,5,44177,2006
34,37980,4,1,2,13286,288884,2,2928.01,66,39,7,13286,2006
34,37980,4,1,2,11480,139023,2,3625.48,58,31,5,11480,2006
34,37980,4,1,2,23606,280997,2,2319.82,78,36,4,23606,2006
34,37980,4,2,2,3521,287932,1,2887.49,63,38,5,500,2006
34,37980,4,4,1,141983,153351,1,2754.45,50,41,1,65506,2006
34,37980,4,2,1,72526,178909,1,2946.62,46,43,1,21026,2006
34,37980,4,2,1,145590,153711,1,3325.92,39,44,1,99590,2006
34,37980,4,3,1,92020,159886,1,2946.62,49,40,1,38510,2006
34,37980,4,4,1,111374,127614,1,3190.75,54,35,1,21133,2006
34,37980,4,2,1,51038,160519,1,0.0,75,39,1,7084,2006
34,37980,4,1,2,16000,151531,2,3256.79,32,39,7,16000,2006
34,37980,4,5,2,6000,132018,1,2630.51,35,38,6,6000,2006
34,37980,4,1,2,13353,193139,2,0.0,71,46,4,13353,2006
34,37980,4,3,1,-599,189996,1,0.0,28,40,1,201,2006
34,37980,4,3,1,71542,166823,1,0.0,44,40,1,44542,2006
34,37980,4,4,1,115004,236534,1,0.0,27,40,1,75002,2006
34,37980,4,1,2,13506,206669,2,0.0,80,44,4,13506,2006
34,37980,4,1,2,7044,162254,2,0.0,85,34,6,7044,2006
34,37980,4,1,2,42000,187317,2,0.0,36,39,7,42000,2006
34,37980,4,1,2,22132,198797,2,0.0,34,39,7,22132,2006
34,37980,4,7,1,140405,175854,1,0.0,46,43,1,17941,2006
34,37980,4,7,1,143160,187763,1,0.0,42,34,1,35000,2006
34,37980,4,5,1,146134,171469,1,0.0,49,43,1,103583,2006
34,37980,4,6,2,25500,230032,1,2720.97,50,36,3,15000,2006
34,37980,4,4,1,25000,203154,1,2416.47,44,34,1,0,2006
34,37980,4,1,2,18001,207056,2,2783.7,27,43,7,18001,2006
34,37980,4,3,1,47923,200297,1,2573.48,38,39,1,42421,2006
34,37980,4,4,1,157065,229771,1,4140.48,44,39,1,106000,2006
34,37980,4,3,1,100305,179075,1,2416.47,44,43,1,60255,2006
34,37980,4,4,1,105000,230331,1,3158.87,36,44,1,81000,2006
34,37980,4,2,2,163442,150389,1,3727.57,58,43,1,61721,2006
34,37980,4,4,1,96000,169119,1,3808.57,37,43,1,20000,2006
34,37980,4,3,1,5440,181189,1,3263.31,41,42,6,5440,2006
34,37980,4,1,1,55000,181202,2,4246.04,49,43,3,55000,2006
34,37980,4,2,1,57000,179787,1,3314.55,36,44,5,57000,2006
34,37980,4,3,2,19200,198878,1,4195.99,26,40,7,19200,2006
34,37980,4,2,2,15000,185516,1,3124.42,21,38,7,15000,2006
34,37980,4,2,2,13784,156450,1,3283.55,30,42,7,13784,2006
34,37980,4,3,2,12600,152326,1,3724.65,24,39,7,12600,2006
34,37980,4,2,2,15000,185516,1,3124.42,21,39,7,15000,2006
34,37980,2,2,1,98000,349976,1,3553.13,63,40,5,58000,2006
34,37980,2,2,1,17307,130135,1,2639.9,68,40,1,15169,2006
34,37980,2,2,1,102640,157768,1,2780.88,26,39,1,75300,2006
34,37980,2,4,1,55000,154948,1,2459.31,40,37,1,32000,2006
34,37980,2,1,1,14425,288884,2,2928.01,67,39,4,14425,2006
34,37980,2,1,1,14005,258838,2,2596.06,62,39,6,14005,2006
34,37980,2,1,1,10008,291894,2,3254.67,47,36,7,10008,2006
34,37980,2,3,1,53177,239653,1,3506.94,30,40,1,34505,2006
34,37980,2,2,2,5671,282250,1,2748.98,56,39,5,17,2006
34,37980,2,4,1,65000,166593,1,3340.0,42,39,1,65000,2006
34,37980,2,1,1,84200,284187,2,2996.33,59,43,5,84200,2006
34,37980,2,2,1,79631,335314,1,3154.52,37,39,1,24591,2006
34,37980,2,2,1,32206,253271,1,2888.68,67,40,1,22148,2006
34,37980,2,2,1,44231,283246,1,2590.11,76,40,1,28231,2006
34,37980,2,2,1,44231,283246,1,2590.11,76,40,1,28231,2006
34,37980,2,3,1,47178,253271,1,2888.68,71,36,1,13350,2006
34,37980,2,4,1,74200,178908,1,2936.65,31,39,1,54200,2006
34,37980,2,2,1,68400,164131,1,3894.52,44,43,5,68400,2006
34,37980,2,4,1,98468,157273,1,2973.23,49,40,1,0,2006
34,37980,2,2,1,68138,307879,1,2851.14,71,43,1,60000,2006
34,37980,2,1,2,32484,265720,2,2652.88,85,39,4,32484,2006
34,37980,2,1,2,11546,265720,2,2652.88,85,39,4,11546,2006
34,37980,2,1,2,25520,265720,2,2652.88,85,39,4,25520,2006
34,37980,2,1,2,13324,265720,2,2652.88,85,39,4,13324,2006
34,37980,2,1,2,10538,265720,2,2652.88,85,39,4,10538,2006
34,37980,2,1,1,24622,265720,2,2652.88,79,39,4,24622,2006
34,37980,2,2,1,90487,261236,1,3103.05,63,45,1,90287,2006
34,37980,2,1,1,30080,275404,2,2720.39,52,41,6,30080,2006
34,37980,2,2,1,29000,128426,1,0.0,46,39,1,25000,2006
34,37980,2,5,1,137900,173450,1,0.0,44,43,1,42000,2006
34,37980,2,4,1,80939,192233,1,2496.93,35,42,1,57462,2006
34,37980,2,4,1,21000,188902,1,3201.42,35,37,1,21000,2006
34,37980,2,2,1,117738,167861,1,2333.48,61,43,5,100000,2006
34,37980,2,5,1,61882,157830,1,3448.33,30,39,1,51457,2006
34,37980,2,4,1,100000,151104,1,3003.39,47,40,1,50000,2006
34,37980,2,2,1,62248,156228,1,3004.63,46,39,5,60288,2006
34,37980,2,2,2,55938,142156,1,3115.9,58,39,1,42000,2006
34,37980,2,4,2,13456,304660,1,2660.53,29,40,7,13456,2006
34,37980,2,2,2,49541,183883,2,3155.1,42,40,7,23229,2006
34,37980,2,3,1,37800,182975,1,2780.88,28,40,7,18000,2006
34,37980,2,2,1,70345,322466,1,3246.33,79,39,4,39449,2006
34,37980,2,4,1,73050,164131,1,2807.9,43,39,1,60050,2006
34,37980,2,2,2,71003,343078,2,2698.26,36,39,7,38002,2006
34,37980,2,1,2,0,165265,2,4376.52,45,39,7,0,2006
34,37980,2,2,2,25000,112198,1,2641.18,62,37,1,25000,2006
34,45940,2,1,2,28960,340095,2,3239.42,40,39,7,28960,2006
34,45940,2,2,2,55000,329781,2,3326.44,25,39,7,25000,2006
34,45940,2,4,2,104040,181384,1,2983.92,51,39,1,40040,2006
34,45940,2,1,2,12960,267978,2,2846.49,80,39,4,12960,2006
34,45940,2,1,2,50200,271146,2,2893.11,52,40,7,50200,2006
34,45940,2,1,2,76499,253271,2,2615.19,66,41,4,76499,2006
34,45940,2,1,2,36000,144617,2,3489.11,34,39,7,36000,2006
34,45940,2,3,1,140100,305887,1,2912.19,54,43,5,80000,2006
34,45940,1,3,1,74000,333832,1,2833.42,59,42,1,49000,2006
34,45940,1,4,1,106300,178044,1,3260.63,44,39,1,45000,2006
34,45940,2,2,1,170400,317529,1,2855.96,63,46,1,110400,2006
34,45940,2,3,1,117000,157273,1,3236.7,45,46,1,114000,2006
34,45940,2,3,1,128000,294887,1,2996.7,49,39,1,0,2006
34,45940,2,5,1,255606,317529,1,3001.84,57,44,1,92441,2006
34,45940,2,2,2,118343,280906,1,2949.28,55,44,1,70500,2006
34,45940,2,1,1,13982,291307,2,3071.7,78,39,5,13982,2006
34,45940,2,1,1,53499,258838,2,2596.06,62,40,5,53499,2006
34,45940,2,1,2,105339,288831,2,3252.07,54,44,5,105339,2006
34,45940,2,5,1,50392,153351,1,2946.62,46,39,1,37162,2006
34,45940,2,4,1,79704,155597,1,2754.24,55,39,1,40100,2006
34,45940,2,7,1,111175,150533,1,2754.45,54,40,1,65000,2006
34,45940,2,3,1,80006,203686,1,3048.26,35,39,1,27003,2006
34,45940,2,4,2,62050,181384,1,3004.63,46,39,1,15000,2006
34,45940,2,2,1,69151,267978,1,2590.11,80,39,1,65334,2006
34,45940,2,1,1,140842,161591,2,3180.77,57,46,7,140842,2006
34,45940,2,3,1,65000,167722,1,3061.68,47,39,7,58000,2006
34,45940,2,1,1,37042,221158,2,2698.26,37,39,7,37042,2006
34,45940,1,1,1,11000,342311,2,3446.1,79,34,4,11000,2006
34,45940,1,2,1,44008,179039,1,3260.8,35,42,5,44008,2006
34,45940,1,5,1,67000,103983,1,3340.46,32,33,7,35000,2006
34,45940,1,5,1,57360,179039,1,3260.8,35,39,1,22000,2006
34,45940,2,2,1,16718,265720,1,2652.88,80,34,4,8718,2006
34,45940,2,1,1,12938,265720,2,2652.88,80,38,4,12938,2006
34,45940,2,1,2,23000,291307,2,3071.7,79,39,4,23000,2006
34,45940,2,2,1,108146,309663,1,3059.13,76,42,1,91573,2006
34,45940,1,3,2,0,116359,1,2538.3,35,39,7,0,2006
34,45940,1,4,2,1224,108843,1,2253.2,24,33,1,12,2006
34,45940,2,1,1,10840,316448,2,3028.14,71,39,6,10840,2006
34,45940,2,1,1,114653,287932,2,2887.49,63,43,5,114653,2006
34,45940,1,5,2,86000,162770,1,3290.85,56,37,1,47000,2006
34,45940,1,4,2,106075,181983,1,4074.56,25,40,7,50865,2006
