State,County,Sub/Urb,HH_Size,Tenure,HH_Income,Supp_Weight,Relationship,Weight,Age,Education,Marital,Person_Income,Year
34,35620,2,2,1,13157,285740,1,2923.19,85,40,1,13157,2009
34,35620,1,4,1,75000,124900,1,3419.95,41,44,1,75000,2009
34,35620,2,7,2,58000,117571,1,2855.48,62,33,7,22000,2009
34,35620,2,4,2,38602,114327,1,2897.36,38,33,1,23000,2009
34,35620,2,8,2,115000,102769,1,3013.05,26,33,1,17000,2009
34,35620,2,3,3,71562,123873,1,2412.17,20,39,7,28560,2009
34,35620,2,5,1,60999,151952,1,2979.47,54,38,1,21025,2009
34,35620,2,4,1,4650,130579,1,3013.7,39,40,1,4650,2009
34,35620,2,1,1,16196,315834,2,3089.34,66,39,5,16196,2009
34,35620,2,2,1,83106,284909,1,3089.34,67,34,1,37957,2009
34,35620,2,2,1,159200,283552,1,3233.54,51,43,1,157100,2009
34,35620,2,5,1,157700,151952,1,3233.54,50,43,1,100600,2009
34,35620,2,3,1,185000,130579,1,2526.25,37,41,1,80000,2009
34,35620,2,4,1,237034,153708,2,3941.59,68,34,4,115304,2009
34,35620,2,6,2,46320,124638,1,2992.24,36,39,7,27600,2009
34,35620,2,6,1,90743,140370,1,3510.01,53,39,1,30000,2009
34,35620,1,4,1,220846,174163,1,2955.52,39,43,1,80423,2009
34,35620,1,2,1,195623,304389,1,3213.73,49,44,7,149854,2009
34,35620,1,2,1,208000,300813,1,3162.75,50,44,7,143000,2009
34,35620,2,4,1,75500,161639,1,3074.53,43,40,1,40000,2009
34,35620,2,2,1,80050,296235,1,3221.24,52,40,1,40045,2009
34,35620,2,5,1,90741,162017,1,3036.2,68,39,1,26335,2009
34,35620,2,2,1,101003,296528,1,3221.24,52,39,1,51000,2009
34,35620,2,3,2,130500,139056,1,2754.26,31,43,1,130500,2009
34,35620,2,1,2,58357,287607,2,2859.58,70,39,5,58357,2009
34,35620,2,2,2,130000,145299,2,3110.87,31,44,7,80000,2009
34,35620,2,2,2,23920,162988,1,2979.01,49,39,5,23920,2009
34,35620,1,1,1,56500,251784,2,2704.25,30,44,7,56500,2009
34,35620,1,1,1,55900,167343,2,3604.61,28,43,7,55900,2009
34,35620,1,3,1,240685,195889,1,3204.77,60,44,1,125350,2009
34,35620,1,1,1,75220,284201,2,3204.77,55,44,7,75220,2009
34,35620,2,2,1,286070,291772,1,2613.3,61,45,1,285701,2009
34,35620,2,8,1,172435,122962,1,2782.77,49,39,1,46032,2009
34,35620,2,3,2,44023,112864,1,2809.66,41,39,6,44023,2009
34,35620,2,3,2,31400,119283,1,3796.74,41,36,7,17000,2009
34,35620,2,1,2,17980,284895,2,2994.4,48,42,6,17980,2009
34,35620,2,1,1,26557,261567,2,2670.96,52,38,5,26557,2009
34,35620,2,2,1,71213,280884,1,2884.88,57,38,1,11213,2009
34,35620,2,2,1,28901,280884,1,3451.55,62,39,1,19200,2009
34,35620,2,2,1,100378,269972,1,2822.85,48,39,1,43189,2009
34,35620,2,2,1,105200,269972,1,3229.79,47,42,1,90200,2009
34,35620,2,1,1,60010,259686,2,2599.0,42,41,7,60010,2009
34,35620,2,1,1,44788,260877,2,2669.27,66,39,4,44788,2009
34,35620,2,1,1,52200,259686,2,2599.0,41,40,7,52200,2009
34,35620,2,3,2,25000,165364,1,0.0,69,43,7,25000,2009
34,35620,2,3,2,24500,125058,1,0.0,28,34,3,24500,2009
34,35620,2,4,1,129120,134090,1,0.0,35,39,1,89060,2009
34,35620,2,4,2,3200,116588,1,0.0,36,42,7,3200,2009
34,35620,2,3,2,34438,157035,1,0.0,50,40,5,24422,2009
34,35620,2,4,1,244483,121423,1,0.0,43,43,1,54088,2009
34,35620,2,6,2,35000,142859,1,0.0,37,33,1,35000,2009
34,35620,2,5,1,51030,125032,1,0.0,54,40,1,30015,2009
34,35620,2,5,1,46566,125032,1,0.0,55,40,1,32800,2009
34,35620,2,4,1,104145,146554,1,0.0,27,34,7,68144,2009
34,35620,2,3,1,71894,151015,1,0.0,49,43,1,124,2009
34,35620,2,4,1,108747,132287,1,0.0,45,40,1,23950,2009
34,35620,2,4,2,0,128328,1,0.0,33,39,1,0,2009
34,35620,2,2,1,71258,149321,1,0.0,57,39,5,40058,2009
34,35620,2,3,2,20900,118202,1,0.0,34,40,7,20900,2009
34,35620,2,5,1,35075,173370,1,0.0,32,39,1,0,2009
34,35620,2,4,1,118000,168381,1,0.0,45,42,1,13000,2009
34,35620,2,3,1,180646,172097,1,0.0,43,39,1,323,2009
34,35620,2,5,1,40000,153565,1,0.0,35,39,5,40000,2009
34,35620,2,3,1,70050,173682,1,0.0,50,44,6,70050,2009
34,35620,1,4,2,186000,161946,1,0.0,36,44,1,1000,2009
34,35620,1,5,1,111000,207989,1,0.0,47,44,1,100500,2009
34,35620,1,2,1,103777,163016,1,0.0,57,43,4,100577,2009
34,35620,1,2,1,246076,174371,1,0.0,60,43,1,149038,2009
34,35620,2,2,1,79088,204163,1,0.0,78,44,1,61836,2009
34,35620,2,4,1,123006,155273,1,0.0,43,43,1,113003,2009
34,35620,2,3,1,105191,128160,1,0.0,36,43,1,105191,2009
34,35620,2,2,1,102896,152856,1,0.0,70,45,1,93879,2009
34,35620,2,4,1,161308,155273,1,0.0,41,43,1,120856,2009
34,35620,2,4,1,220424,139750,1,0.0,35,44,1,120343,2009
34,35620,2,4,1,98709,228017,1,0.0,53,39,1,36084,2009
34,35620,2,2,1,38600,201004,1,0.0,71,43,1,21600,2009
34,35620,2,4,1,125855,169089,1,0.0,50,40,1,95704,2009
34,35620,2,2,1,90314,223194,1,0.0,71,44,1,83157,2009
34,35620,2,1,2,20002,322329,2,0.0,19,39,7,20002,2009
34,35620,2,4,1,72128,155484,1,0.0,30,43,1,48000,2009
34,35620,2,3,2,159265,204287,1,0.0,66,43,4,74400,2009
34,35620,2,4,1,22000,128830,1,0.0,34,39,1,4000,2009
34,35620,2,4,2,42524,116891,1,0.0,29,39,1,20000,2009
34,35620,2,4,2,20300,107667,1,0.0,34,33,7,20000,2009
34,35620,2,2,1,49713,124082,1,0.0,48,40,6,19713,2009
34,35620,2,1,1,7337,136013,2,0.0,57,38,4,7337,2009
34,35620,1,4,1,462923,137058,1,0.0,37,45,1,391261,2009
34,35620,1,5,1,391657,131858,1,0.0,42,45,1,1252,2009
34,35620,1,3,1,118395,159316,1,0.0,85,40,1,11855,2009
34,35620,1,4,1,125646,165131,1,0.0,35,43,1,125323,2009
34,35620,2,10,2,117500,100709,1,0.0,29,40,7,0,2009
34,35620,2,5,2,152000,112035,1,0.0,29,33,1,80000,2009
34,35620,2,1,1,19638,201151,2,0.0,58,43,5,19638,2009
34,35620,2,6,2,13120,106302,1,0.0,41,34,5,10000,2009
34,35620,2,4,1,67054,135404,1,0.0,44,42,1,56000,2009
34,35620,2,4,1,434003,163905,1,0.0,46,43,1,390003,2009
34,35620,2,2,1,131255,134481,1,0.0,34,43,1,57775,2009
34,35620,2,2,1,200000,127210,1,2341.99,37,43,1,100000,2009
34,35620,2,5,1,533283,151228,1,2984.17,47,40,1,51580,2009
34,35620,2,4,1,174355,284909,1,3233.54,50,40,1,88637,2009
34,35620,2,3,2,29500,102769,1,3013.05,28,39,7,15500,2009
34,35620,2,4,1,52050,130579,1,2526.25,35,39,1,12025,2009
34,35620,2,1,1,78100,314838,2,3230.89,48,43,7,78100,2009
34,35620,2,1,2,22880,357978,2,3621.12,22,33,7,22880,2009
34,35620,2,3,1,23226,99585,1,2500.01,39,39,7,20026,2009
34,35620,2,5,1,146032,129492,1,3013.7,39,43,1,58016,2009
34,35620,2,2,1,1600,127271,2,2812.21,60,44,7,850,2009
34,35620,2,4,1,82816,161639,1,3074.53,40,39,1,2798,2009
34,35620,2,1,2,4976,296235,2,3022.34,50,40,5,4976,2009
34,35620,2,5,1,12000,177384,1,3441.85,35,39,6,12000,2009
34,35620,2,3,1,47385,158148,1,2934.11,49,43,5,42384,2009
34,35620,2,2,1,125050,291772,1,2716.6,64,40,1,115025,2009
34,35620,2,3,1,61070,274703,2,2745.64,71,45,7,21070,2009
34,35620,2,2,1,270436,291772,1,2613.3,61,44,1,152010,2009
34,35620,2,1,1,19225,274703,2,2745.64,70,43,7,19225,2009
34,35620,2,2,1,133050,308862,2,2950.36,69,43,5,65025,2009
34,35620,2,3,2,16000,115685,1,2643.81,43,39,1,0,2009
34,35620,2,5,2,40005,355598,1,3126.15,26,39,1,20005,2009
34,35620,2,3,2,67607,250516,1,2597.61,19,38,7,20825,2009
34,35620,2,4,1,165200,109870,1,2909.15,35,40,1,120100,2009
34,35620,2,4,1,362680,143985,1,3229.79,47,44,1,275100,2009
34,35620,2,4,1,396059,149680,1,2909.15,39,43,1,396059,2009
34,35620,2,4,1,150040,145082,1,2403.91,35,44,1,150040,2009
34,35620,2,1,1,120577,115110,2,3755.61,52,42,5,120577,2009
34,35620,2,2,1,417831,280884,1,3451.55,62,44,1,8426,2009
34,35620,2,1,1,30200,285740,2,2923.19,75,39,4,30200,2009
34,35620,2,2,1,37475,285740,1,3117.98,76,40,1,18485,2009
34,35620,2,5,1,203251,136585,1,2542.05,39,43,1,50000,2009
34,35620,2,4,1,105230,143985,1,2822.85,47,43,1,2615,2009
34,35620,2,2,1,78100,294573,1,2785.9,68,39,1,36000,2009
34,35620,2,2,2,28094,288787,2,3229.79,49,40,7,10905,2009
34,35620,2,2,2,10893,269972,1,2822.85,46,39,7,8393,2009
34,35620,2,4,1,331960,244835,1,2526.25,39,44,1,148230,2009
34,35620,2,5,1,390399,129492,1,2407.8,43,43,1,400,2009
34,35620,2,4,1,258013,130579,1,3230.89,45,45,1,200016,2009
34,35620,2,1,1,8400,283552,2,2984.17,49,46,4,8400,2009
34,35620,2,1,1,10839,274154,2,2869.12,85,37,4,10839,2009
34,35620,2,1,1,23057,274154,2,2869.12,80,39,4,23057,2009
34,35620,2,4,1,411067,151952,1,2979.47,50,43,1,1737,2009
34,35620,2,4,1,122200,186330,1,3261.3,45,46,1,1100,2009
34,35620,2,2,1,97993,281730,1,2851.75,76,41,1,85704,2009
34,35620,2,5,1,178001,151228,1,3230.89,49,43,1,136001,2009
34,35620,2,2,2,21557,286834,1,2877.72,41,39,7,18000,2009
34,35620,2,1,1,38000,332595,2,3441.85,35,43,7,38000,2009
34,35620,2,4,1,391683,152223,1,2919.88,56,44,1,1042,2009
34,35620,2,1,3,54000,288831,2,3003.89,44,39,6,54000,2009
34,35620,2,2,1,110410,296528,1,2934.11,47,43,7,60766,2009
34,35620,2,2,2,38920,153444,2,3697.19,24,33,7,23920,2009
34,35620,2,5,1,24243,152223,1,2919.88,56,44,1,0,2009
34,35620,2,3,1,169036,161639,1,3074.53,40,43,1,63018,2009
34,35620,2,3,1,235034,152114,1,3221.24,54,39,1,110017,2009
34,35620,2,3,1,41200,127780,1,2821.37,57,40,1,35100,2009
34,35620,2,2,1,60025,285417,1,3027.49,60,39,1,38025,2009
34,35620,2,2,1,150250,285214,1,2812.21,61,43,1,0,2009
34,35620,2,2,1,67393,315580,1,3138.62,78,39,4,17393,2009
34,35620,2,1,1,90829,191703,2,3330.55,61,43,5,90829,2009
34,35620,2,1,2,30025,256440,2,2754.26,34,40,7,30025,2009
34,35620,2,1,1,58500,264945,2,2899.84,28,43,7,58500,2009
34,35620,2,1,1,48025,293795,2,2848.97,49,39,5,48025,2009
34,35620,2,1,1,90416,288794,2,2815.02,57,43,5,90416,2009
34,35620,2,4,1,125341,163127,1,2956.44,53,44,1,43990,2009
34,35620,2,3,1,35000,137604,1,3001.95,42,43,1,0,2009
34,35620,2,4,1,97107,163127,1,2768.52,51,40,1,82147,2009
34,35620,2,4,1,0,133780,1,2545.0,42,39,1,0,2009
34,35620,2,5,1,126202,163101,1,2952.99,47,40,1,28100,2009
34,35620,2,3,1,118000,307421,1,3021.74,58,39,1,38000,2009
34,35620,2,1,2,15610,291232,2,3117.98,78,43,5,15610,2009
34,35620,2,1,2,10400,90254,2,2023.42,30,39,7,10400,2009
34,35620,2,4,1,150129,138499,1,2599.0,40,43,1,29,2009
34,35620,2,2,1,150100,280884,1,2884.88,59,43,1,0,2009
34,35620,2,3,1,74400,143985,1,2822.85,45,43,1,46000,2009
34,35620,2,4,1,148000,136585,1,2932.38,40,39,1,125000,2009
34,35620,2,1,1,76500,285548,2,2909.15,38,39,7,76500,2009
34,35620,2,6,1,36100,143985,1,2822.85,49,38,5,31600,2009
34,35620,2,4,2,109550,136222,1,0.0,45,39,1,40050,2009
34,35620,2,1,2,14367,187320,2,0.0,58,38,5,14367,2009
34,35620,2,6,1,219304,167880,1,0.0,54,40,1,90395,2009
34,35620,2,4,2,22327,146215,1,0.0,39,44,1,22205,2009
34,35620,2,5,1,177566,161850,1,0.0,48,39,1,25008,2009
34,35620,2,5,1,389899,144543,1,0.0,38,45,1,389749,2009
34,35620,2,4,1,230374,145826,1,0.0,43,43,1,110212,2009
34,35620,2,6,1,140016,138588,1,0.0,42,43,1,0,2009
34,35620,2,6,1,24000,145826,1,0.0,40,39,1,0,2009
34,35620,2,2,1,132214,174868,1,0.0,62,45,1,56034,2009
34,35620,2,4,1,120120,174585,1,0.0,50,43,1,5060,2009
34,35620,2,3,1,89966,164553,1,0.0,56,39,4,14191,2009
34,35620,2,3,1,19500,164838,1,0.0,45,34,5,18000,2009
34,35620,2,5,1,390023,143925,1,0.0,40,43,1,389811,2009
34,35620,2,4,1,150066,155170,1,0.0,37,44,1,33,2009
34,35620,2,4,1,185000,148039,1,0.0,45,41,1,100000,2009
34,35620,2,3,1,140000,175498,1,0.0,49,46,1,140000,2009
34,35620,2,5,1,405750,155170,1,0.0,39,43,1,0,2009
34,35620,2,5,1,389999,149601,1,0.0,38,45,1,389799,2009
34,35620,2,5,1,202647,154904,1,0.0,47,43,1,154945,2009
34,35620,2,1,1,65000,175185,2,0.0,41,43,7,65000,2009
34,35620,2,4,1,152646,155170,1,0.0,36,46,1,100323,2009
34,35620,2,4,1,69000,162696,1,0.0,47,39,1,45000,2009
34,35620,2,4,1,72100,139312,1,0.0,40,43,1,50,2009
34,35620,2,7,1,30329,135723,1,0.0,51,39,1,10015,2009
34,35620,2,5,1,75000,126897,1,0.0,41,39,1,75000,2009
34,35620,2,7,1,155110,124088,1,0.0,54,43,1,110,2009
34,35620,2,4,1,90050,106302,1,0.0,43,39,1,70025,2009
34,35620,2,4,1,37000,159831,1,0.0,41,40,1,25000,2009
34,35620,2,3,1,47425,131098,1,0.0,65,41,1,17425,2009
34,35620,2,2,1,159000,153081,1,0.0,53,44,5,159000,2009
34,35620,2,4,3,151700,154978,1,0.0,47,43,1,100,2009
34,35620,2,2,1,240478,184047,1,0.0,56,44,1,120239,2009
34,35620,2,2,1,115350,154825,1,0.0,51,43,5,115350,2009
34,35620,2,3,2,89900,158398,1,0.0,41,44,5,89900,2009
34,35620,2,3,1,105000,133847,1,0.0,37,42,1,0,2009
34,35620,2,2,1,14021,270984,1,2698.62,25,43,7,21,2009
34,35620,2,2,2,85250,270984,1,2698.62,25,44,1,35250,2009
34,35620,2,1,1,136000,283009,2,2830.11,64,43,7,136000,2009
34,35620,2,1,2,0,205329,2,3445.74,63,39,6,0,2009
34,35620,2,2,1,35182,315580,1,3251.15,80,36,1,26975,2009
34,35620,2,2,1,21514,168432,1,4379.1,75,39,1,16457,2009
34,35620,2,1,1,75000,288831,2,3003.89,41,43,7,75000,2009
34,35620,2,2,1,125111,303782,1,2986.54,67,46,1,62623,2009
34,35620,2,6,1,4400,179160,1,3814.23,42,39,1,3000,2009
34,35620,2,2,1,177020,296235,1,3221.24,53,43,1,70010,2009
34,35620,2,2,1,76471,303782,1,3264.82,68,43,1,31264,2009
34,35620,2,3,1,71580,165343,1,3273.15,49,39,6,42580,2009
34,35620,2,4,1,139919,163127,1,2956.44,50,43,1,10093,2009
34,35620,2,5,1,390399,144233,1,2545.0,43,44,1,389999,2009
34,35620,2,1,1,118849,326086,2,3086.45,63,45,6,118849,2009
34,35620,2,1,2,14000,250837,2,2673.65,44,39,7,14000,2009
34,35620,2,4,2,42100,140241,1,2493.31,32,35,1,21050,2009
34,35620,2,5,1,58600,108370,1,3221.33,41,39,1,46600,2009
34,35620,2,4,1,150324,133780,1,2545.0,44,43,1,150162,2009
34,35620,2,5,1,113230,163101,1,2545.0,42,43,1,111615,2009
34,35620,2,3,1,206442,163101,1,2815.02,59,43,1,42365,2009
34,35620,2,2,1,89796,308862,1,2697.11,65,44,1,43414,2009
34,35620,2,3,1,116500,138499,1,2599.0,42,39,5,116500,2009
34,35620,2,5,1,77300,143985,1,2822.85,47,42,1,2150,2009
34,35620,2,2,1,107700,256097,2,2542.05,38,44,7,40050,2009
34,35620,2,2,2,48816,282971,2,3043.86,54,41,7,18816,2009
34,35620,2,2,2,76500,178831,2,3211.59,26,43,7,76500,2009
34,35620,2,4,2,177074,119749,1,2351.64,34,44,1,76049,2009
34,35620,2,1,2,45450,267406,2,2835.89,52,43,5,45450,2009
34,35620,2,3,1,93610,149680,1,2985.27,32,43,1,64020,2009
34,35620,2,1,1,47453,309360,2,3141.3,62,43,5,47453,2009
34,35620,2,3,1,110300,149680,1,2985.27,34,44,1,70200,2009
34,35620,2,2,1,47622,285740,1,3117.98,75,39,1,30411,2009
34,35620,2,1,1,105015,288787,2,3229.79,48,45,7,105015,2009
34,35620,2,1,1,14790,285740,2,2923.19,85,39,4,14790,2009
34,35620,2,4,1,114506,150918,1,3043.86,50,44,4,80000,2009
34,35620,2,3,2,126500,143985,1,2932.38,43,39,1,126250,2009
34,35620,2,4,1,269874,143985,1,2822.85,48,43,1,209150,2009
34,35620,2,5,1,190990,138499,1,2932.38,44,43,1,133960,2009
34,35620,2,4,1,137130,149680,1,2962.39,32,43,1,54400,2009
34,35620,2,4,1,120646,143985,1,3229.79,48,41,1,323,2009
34,35620,2,5,1,351152,169210,1,2973.77,47,43,1,345752,2009
34,35620,2,5,2,60002,277494,2,3136.16,21,34,7,15000,2009
34,35620,2,1,1,12317,277374,2,2914.34,59,40,5,12317,2009
34,35620,2,1,1,85922,315834,2,3089.34,65,44,7,85922,2009
34,35620,2,1,1,402365,322698,2,3233.54,50,46,7,402365,2009
34,35620,2,1,2,35015,314838,2,3230.89,48,39,6,35015,2009
34,35620,2,2,1,210348,277374,1,2914.34,56,41,1,55674,2009
34,35620,2,2,1,78465,281730,1,2851.75,80,43,1,52784,2009
34,35620,2,2,1,55432,277374,1,2914.34,56,41,4,40432,2009
34,35620,2,4,1,410599,115685,1,2848.97,46,44,1,394599,2009
34,35620,2,2,1,102565,303070,1,2745.64,73,44,1,88387,2009
34,35620,2,2,1,99580,158995,1,2810.38,50,43,1,8550,2009
34,35620,2,1,1,33257,303070,2,2955.09,80,43,4,33257,2009
34,35620,2,2,1,117974,307421,1,3021.74,57,43,7,80432,2009
34,35620,2,2,1,418599,307421,1,2613.3,60,39,1,391599,2009
34,35620,2,2,1,102214,305863,1,2848.97,48,39,1,73107,2009
34,35620,2,2,1,116044,308862,1,2745.64,72,39,1,33027,2009
34,35620,2,6,1,143500,121487,1,2621.37,27,40,1,32000,2009
34,35620,2,1,1,16210,266573,2,2953.9,58,39,4,16210,2009
34,35620,2,3,1,88567,305814,1,2768.52,50,43,1,60000,2009
34,35620,2,2,1,90164,305814,1,2768.52,51,39,1,90082,2009
34,35620,2,2,1,38104,112864,1,2809.66,41,40,5,27104,2009
34,35620,2,1,1,77957,284605,2,3398.89,72,44,4,77957,2009
34,35620,2,4,1,206200,205469,1,3630.21,46,39,1,124100,2009
34,35620,2,5,1,159900,159030,1,0.0,37,43,1,139900,2009
34,35620,2,5,1,152730,124458,1,0.0,40,42,1,10615,2009
34,35620,2,2,2,56000,125704,1,0.0,26,43,7,43000,2009
34,35620,2,4,2,88000,102778,2,0.0,28,32,7,25000,2009
34,35620,2,3,1,245921,127860,1,0.0,50,43,1,122580,2009
34,35620,2,2,1,50357,203385,1,0.0,71,39,4,42357,2009
34,35620,2,3,1,23397,206920,1,0.0,36,43,6,23377,2009
34,35620,2,5,1,135484,153565,1,0.0,38,44,1,4742,2009
34,35620,2,4,1,116000,145423,1,0.0,44,40,1,115600,2009
34,35620,2,4,1,110162,154363,1,0.0,39,39,1,95081,2009
34,35620,2,4,1,57978,143176,1,0.0,43,43,1,33600,2009
34,35620,2,4,1,82202,143176,1,0.0,44,40,1,2040,2009
34,35620,2,4,1,117557,156527,1,0.0,37,43,1,5050,2009
34,35620,2,4,2,50000,145826,1,0.0,42,40,1,26000,2009
34,35620,2,4,1,303150,172992,1,0.0,43,45,1,202075,2009
34,35620,2,4,1,245160,143176,1,0.0,47,40,1,150010,2009
34,35620,2,3,1,68800,179006,1,0.0,45,43,3,68800,2009
34,35620,2,6,1,201308,149526,1,0.0,48,43,1,100654,2009
34,35620,2,4,1,115020,155170,1,0.0,43,43,1,60010,2009
34,35620,2,3,1,33000,149601,1,0.0,36,41,1,10000,2009
34,35620,2,1,2,70040,273305,2,0.0,32,46,7,70040,2009
34,35620,2,4,1,151000,149002,1,0.0,44,44,1,90000,2009
34,35620,2,3,1,135100,151209,1,0.0,63,43,1,41100,2009
34,35620,2,4,1,142937,156084,1,0.0,43,44,1,103498,2009
34,35620,2,3,1,43016,161165,1,0.0,56,33,1,35008,2009
34,35620,2,3,1,168200,163766,1,0.0,59,44,1,85750,2009
34,35620,2,4,1,105000,179942,1,0.0,47,43,1,25000,2009
34,35620,2,4,1,51050,154904,1,0.0,47,40,5,51050,2009
34,35620,2,3,1,46900,179942,1,0.0,50,39,1,29000,2009
34,35620,2,4,1,116115,133382,1,0.0,22,38,7,27500,2009
34,35620,2,3,1,250292,139312,1,0.0,40,42,1,154746,2009
34,35620,2,4,1,110724,139312,1,0.0,40,39,1,10562,2009
34,35620,2,1,1,120188,184996,2,0.0,44,44,5,120188,2009
34,35620,2,2,1,100000,184047,1,0.0,59,43,1,100000,2009
34,35620,2,2,1,19957,184047,1,0.0,62,42,1,-1000,2009
34,35620,2,4,1,65100,155808,1,0.0,52,44,1,15500,2009
34,35620,2,3,2,20000,99585,1,2897.36,38,37,1,20000,2009
34,35620,2,3,2,30105,114284,1,3013.05,25,33,1,28105,2009
34,35620,2,2,2,34840,116242,2,3013.05,27,35,7,18200,2009
34,35620,2,3,1,71400,151228,1,3120.52,58,39,1,38400,2009
34,35620,2,2,1,37402,281730,1,3335.05,75,39,1,19245,2009
34,35620,2,1,1,18900,274154,2,2869.12,80,37,4,18900,2009
34,35620,2,4,1,77499,151228,1,2984.17,49,43,1,27337,2009
34,35620,2,3,1,137680,151228,1,3233.54,52,43,1,94440,2009
34,35620,2,3,1,160100,151228,1,3120.52,59,39,1,150100,2009
34,35620,2,3,1,91518,285214,1,2812.21,60,40,1,42169,2009
34,35620,2,4,2,82400,196697,1,3117.88,34,40,1,82200,2009
34,35620,2,1,1,38174,315580,2,3138.62,75,39,4,38174,2009
34,35620,2,1,1,16757,279710,2,2846.09,71,39,4,16757,2009
34,35620,2,2,1,21369,303782,1,3264.82,70,39,1,14212,2009
34,35620,2,2,2,88000,363528,1,3616.32,23,43,1,24500,2009
34,35620,2,2,2,62118,154043,1,3003.89,40,43,7,62118,2009
34,35620,2,2,2,68700,324527,1,3223.34,27,40,7,28100,2009
34,35620,2,1,2,49015,264945,2,2899.84,29,39,7,49015,2009
34,35620,2,2,2,43611,305863,1,2956.44,54,40,5,39111,2009
34,35620,2,2,2,42364,269655,1,3006.19,22,37,7,4964,2009
34,35620,2,4,2,60400,120194,1,2905.17,39,43,1,40000,2009
34,35620,2,1,1,13594,303070,2,2955.09,78,39,4,13594,2009
34,35620,2,3,1,120000,144233,1,2905.17,39,39,1,45000,2009
34,35620,2,2,1,102622,291772,1,2613.3,62,43,1,70622,2009
34,35620,2,3,1,100914,270436,1,2905.17,38,43,7,50000,2009
34,35620,2,3,1,137002,291772,1,2768.52,52,39,1,61002,2009
34,35620,2,3,2,56000,133780,1,2768.52,51,43,1,33000,2009
34,35620,2,2,1,92200,163101,1,2952.99,46,40,1,57100,2009
34,35620,2,2,1,164456,305814,1,2952.99,49,39,1,53028,2009
34,35620,2,2,1,45286,280884,1,2884.88,58,39,1,0,2009
34,35620,2,1,2,38000,336737,2,3575.73,24,39,7,38000,2009
34,35620,2,2,3,73064,260877,1,2785.9,70,43,1,63048,2009
34,35620,2,1,1,33000,294573,2,3044.82,63,44,7,33000,2009
34,35620,2,4,1,101853,139502,1,2670.96,54,40,1,16169,2009
34,35620,2,2,1,80099,269972,2,3043.86,51,39,5,60099,2009
34,35620,2,4,1,157178,138499,1,2599.0,43,43,1,108162,2009
34,35620,2,3,1,161403,261567,1,2670.96,54,43,1,25000,2009
34,35620,2,2,1,30000,294573,1,2785.9,67,44,1,20400,2009
34,35620,2,3,1,134456,280884,1,2884.88,55,39,1,34213,2009
34,35620,2,4,1,208188,138499,1,2599.0,41,44,1,82000,2009
34,35620,2,3,1,39045,129492,1,2407.8,42,39,7,39045,2009
34,35620,2,5,1,35000,215932,1,4387.9,37,39,7,35000,2009
34,35620,2,4,1,54000,114327,1,2977.75,29,39,1,33000,2009
34,35620,2,1,1,13857,294236,2,2851.75,85,33,4,13857,2009
34,35620,2,1,2,12365,274154,2,2869.12,78,35,4,12365,2009
34,35620,2,1,3,26167,274154,2,2869.12,80,39,4,26167,2009
34,35620,2,5,1,60323,151228,1,2877.72,43,40,1,60323,2009
34,35620,2,2,1,73804,284224,1,2977.75,25,39,1,45803,2009
34,35620,2,6,1,131850,147933,1,3120.52,59,43,1,60000,2009
34,35620,2,5,2,22757,132219,1,3487.35,59,34,1,22757,2009
34,35620,2,5,1,160804,289238,1,3867.7,53,40,1,67000,2009
34,35620,2,1,3,15089,315580,2,3138.62,85,39,4,15089,2009
34,35620,2,2,1,50982,303782,1,3036.2,67,39,1,6863,2009
34,35620,2,1,3,44357,315580,2,3138.62,85,43,4,44357,2009
34,35620,2,2,1,290893,285417,1,2919.88,56,44,1,180556,2009
34,35620,2,3,1,167913,285214,1,3027.49,61,43,1,100656,2009
34,35620,2,2,1,45222,285417,1,2919.88,59,43,1,26211,2009
34,35620,2,2,1,115974,296528,1,2934.11,49,40,1,40562,2009
34,35620,2,2,1,151000,137559,1,3510.01,53,39,1,51000,2009
34,35620,2,2,1,39800,174084,1,3441.34,55,39,4,36800,2009
34,35620,2,2,1,88157,291772,1,2847.32,62,39,1,28157,2009
34,35620,2,2,1,77057,307421,1,3021.74,57,37,4,31157,2009
34,35620,2,2,1,82776,308862,1,2950.36,66,39,1,4325,2009
34,35620,2,3,1,93588,307421,1,2613.3,61,39,1,64302,2009
34,35620,2,4,1,148032,133780,1,2673.65,43,43,5,62474,2009
34,35620,2,1,1,79073,280884,2,2884.88,57,44,5,79073,2009
34,35620,2,1,2,186,280884,2,2884.88,58,36,5,186,2009
34,35620,2,1,1,20526,291232,2,3117.98,77,40,5,20526,2009
34,35620,2,3,2,24481,107136,1,0.0,35,31,6,24181,2009
34,35620,2,7,2,18921,107136,1,0.0,37,35,6,7800,2009
34,35620,2,1,2,3000,138299,2,0.0,51,35,7,3000,2009
34,35620,2,4,1,19600,148652,1,0.0,40,42,1,-5450,2009
34,35620,2,5,1,158245,129087,1,0.0,47,39,1,57000,2009
34,35620,2,5,1,108400,116703,1,0.0,42,43,1,78400,2009
34,35620,2,3,1,137000,159365,1,0.0,31,43,1,61000,2009
34,35620,2,5,1,108360,137871,1,0.0,42,38,1,15360,2009
34,35620,2,3,2,49025,228437,1,0.0,31,40,7,35023,2009
34,35620,2,3,1,198546,142152,1,0.0,44,43,1,25000,2009
34,35620,2,4,1,153162,142152,1,0.0,40,43,1,93162,2009
34,35620,2,3,2,47000,138751,1,0.0,38,39,1,22000,2009
