NJ,Passaic,34031,2005,14.29,864.01,207.92,172.84
NJ,Passaic,34031,2006,8.46,937.13,225.52,187.47
NJ,Passaic,34031,2007,-0.49,932.52,224.41,186.55
NJ,Passaic,34031,2008,-5.39,882.24,212.31,176.49
NJ,Passaic,34031,2009,-8.91,803.66,193.40,160.77
NJ,Passaic,34031,2010,-4.02,771.36,185.62,154.31
NJ,Passaic,34031,2011,-5.58,728.32,175.27,145.70
NJ,Passaic,34031,2012,-4.32,696.88,167.70,139.41
NJ,Passaic,34031,2013,-0.54,693.15,166.80,138.66
NJ,Passaic,34031,2014,2.55,710.81,171.05,142.19
NJ,Passaic,34031,2015,1.69,722.81,173.94,144.59
NJ,Passaic,34031,2016,2.83,743.30,178.87,148.69
NJ,Passaic,34031,2017,2.59,762.57,183.51,152.55
NJ,Passaic,34031,2018,4.06,793.56,190.97,158.75
NJ,Passaic,34031,2019,4.07,825.84,198.73,165.21
NJ,Passaic,34031,2020,3.76,856.90,206.21,171.42
NJ,Passaic,34031,2021,10.05,943.01,226.93,188.64
NJ,Passaic,34031,2022,13.09,1066.49,256.64,213.35
NJ,Passaic,34031,2023,8.67,1158.97,278.90,231.85
NJ,Salem,34033,2005,15.44,462.37,170.33,153.06
NJ,Salem,34033,2006,10.41,510.53,188.07,169.00
NJ,Salem,34033,2007,4.93,535.69,197.34,177.33
NJ,Salem,34033,2008,-2.92,520.06,191.59,172.15
NJ,Salem,34033,2009,-7.65,480.29,176.93,158.99
NJ,Salem,34033,2010,-6.18,450.59,165.99,149.16
NJ,Salem,34033,2011,-4.09,432.16,159.20,143.06
NJ,Salem,34033,2012,-4.71,411.79,151.70,136.31
NJ,Salem,34033,2013,0.14,412.37,151.91,136.51
NJ,Salem,34033,2014,-1.68,405.46,149.37,134.22
NJ,Salem,34033,2015,3.52,419.74,154.63,138.95
NJ,Salem,34033,2016,-1.06,415.31,153.00,137.48
NJ,Salem,34033,2017,0.68,418.14,154.04,138.41
NJ,Salem,34033,2018,-1.88,410.27,151.14,135.81
NJ,Salem,34033,2019,4.24,427.69,157.56,141.58
NJ,Salem,34033,2020,3.83,444.08,163.59,147.00
NJ,Salem,34033,2021,13.74,505.10,186.07,167.20
NJ,Salem,34033,2022,17.82,595.10,219.23,197.00
NJ,Salem,34033,2023,12.69,670.64,247.06,222.00
NJ,Somerset,34035,2005,16.46,802.80,209.21,166.54
NJ,Somerset,34035,2006,7.21,860.68,224.29,178.54
NJ,Somerset,34035,2007,-2.15,842.19,219.47,174.71
NJ,Somerset,34035,2008,-4.42,804.96,209.77,166.98
NJ,Somerset,34035,2009,-7.41,745.28,194.22,154.60
NJ,Somerset,34035,2010,-2.69,725.25,189.00,150.45
NJ,Somerset,34035,2011,-2.98,703.67,183.37,145.97
NJ,Somerset,34035,2012,-2.11,688.79,179.50,142.89
NJ,Somerset,34035,2013,0.32,690.97,180.06,143.34
