cbsa_code,cbsa_name,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group,owner_units_cps,renter_units_cps,total_units_cps,avg_hh_income_cps,avg_person_income_cps,avg_hh_size_cps,avg_age_cps,avg_education_cps,married_share_cps,cps_records,owner_rate_cps,renter_rate_cps,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br,annual_change_pct,hpi
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,65-74,3645.0,0.0,3645.0,0.09254087539352086,1.0,0.0,1192936.0,0.0,1192936.0,111000.8065612908,66241.92163200708,2.0,68.47728293890033,36.97273952668039,1.0,4.0,1.0,0.0,763.0,854.0,999.0,1196.0,1231.0,8.75,761.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,75+,3186.0,0.0,3186.0,0.08088757997359602,1.0,0.0,591048.0,0.0,591048.0,60000.0,46500.0,2.0,80.0,42.0,1.0,2.0,1.0,0.0,763.0,854.0,999.0,1196.0,1231.0,8.75,761.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,15-34,3590.0,2544.0,6134.0,0.1551968424248558,0.5852624714704924,0.4147375285295077,0.0,923986.0,923986.0,57082.98731798967,17702.325706233645,2.635171961479936,33.0,41.729656077040126,0.6351719614799358,4.0,0.0,1.0,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,35-44,7196.0,2905.0,10101.0,0.25556623823499647,0.7124047124047124,0.2875952875952876,,,,,,,,,,,,,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,45-54,8091.0,1499.0,9590.0,0.24263738488007286,0.8436913451511991,0.15630865484880083,1165148.0,0.0,1165148.0,88188.32499390635,53753.54390171892,3.806790210342377,48.776588038601105,40.17172067411179,0.7259901746387584,8.0,1.0,0.0,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,55-64,6135.0,394.0,6529.0,0.16519077016496306,0.9396538520447235,0.06034614795527646,1966878.0,0.0,1966878.0,90488.46581841883,50860.265138966424,3.0441796593383015,56.408607956365366,41.53549432145766,1.0,8.0,1.0,0.0,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,65-74,3349.0,0.0,3349.0,0.0847333265863779,1.0,0.0,1071524.0,546608.0,1618132.0,66639.93234668123,28123.378131079542,2.0,70.07896389169734,41.01340558125048,1.0,6.0,0.6621981395831736,0.3378018604168263,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,75+,3821.0,0.0,3821.0,0.09667543770873394,1.0,0.0,616920.0,0.0,616920.0,38779.0,12778.0,2.0,80.0,39.0,1.0,2.0,1.0,0.0,802.0,898.0,1050.0,1257.0,1294.0,-2.13,745.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,15-34,2636.0,3067.0,5703.0,0.1428499862234802,0.46221287041907766,0.5377871295809223,524350.0,0.0,524350.0,125190.0,63170.0,2.0,30.0,43.0,1.0,2.0,1.0,0.0,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,35-44,6925.0,2651.0,9576.0,0.23986173383763745,0.7231620718462823,0.2768379281537176,854168.0,0.0,854168.0,133811.5220167461,39691.919517003684,4.640333049236216,35.370456397336355,40.98921055342743,1.0,6.0,1.0,0.0,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,45-54,9749.0,2247.0,11996.0,0.30047842096034866,0.8126875625208403,0.1873124374791597,1453418.0,0.0,1453418.0,112828.41032655437,53289.57228546777,2.7012215343418067,50.95756623352676,39.40747947252614,0.5925205274738582,8.0,1.0,0.0,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,55-64,5295.0,817.0,6112.0,0.1530947073115748,0.8663285340314136,0.1336714659685864,1846876.0,0.0,1846876.0,78135.15796296016,57480.13844351218,2.6477565359017063,57.83738485962241,41.1325026693725,1.0,6.0,1.0,0.0,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,65-74,3428.0,0.0,3428.0,0.08586529068456779,1.0,0.0,1251932.0,0.0,1251932.0,85787.46748864955,32748.621468258658,2.7261257001178976,70.90533671157858,40.82389778358569,0.7579580999607007,6.0,1.0,0.0,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,75+,3108.0,0.0,3108.0,0.0778498609823911,1.0,0.0,,,,,,,,,,,,,769.0,861.0,1007.0,1205.0,1241.0,-5.3,706.16
