Merge,State,Sub/Urb,HH_Size,Tenure,HH_Income,Supp_Weight,Relationship,Weight,Age,Education,Marital,Person_Income,Year,County
35352,22,2,1,1,5000,206990,2,2092.77,58,39,7,5000,1994,
35351,22,2,2,1,78770,196889,1,2230.93,49,39,1,45000,1994,
35350,22,2,2,1,30032,228888,1,2895.07,59,39,1,30016,1994,
35349,22,2,1,1,11288,204341,2,2075.86,78,34,4,11288,1994,
35347,22,2,3,2,34000,129409,1,2395.14,24,39,7,31000,1994,
35394,22,2,2,1,90000,182876,1,1713.09,57,39,1,27500,1994,
35393,22,2,1,1,7096,198765,2,1939.43,54,40,4,7096,1994,
35392,22,2,2,1,46213,217457,1,1910.4,74,46,1,38763,1994,
35391,22,2,1,1,34097,191904,2,1839.3,68,43,5,34097,1994,
35390,22,2,5,2,57567,186112,2,1890.09,27,44,7,30000,1994,
35389,22,2,5,2,71002,182609,1,1790.29,62,44,1,30000,1994,
35388,22,2,4,2,60200,249134,1,2413.59,37,44,1,60100,1994,
35387,22,2,2,2,51166,184605,1,1706.18,79,42,1,42426,1994,
35384,22,2,1,2,8840,201095,2,2023.15,48,39,5,8840,1994,
35383,22,2,3,1,83120,206190,1,2223.46,53,39,1,35000,1994,
35382,22,2,1,2,8840,201095,2,2023.15,48,39,5,8840,1994,
35381,22,2,2,2,30030,107259,1,2103.86,48,39,4,15015,1994,
35380,22,2,1,2,44600,194635,2,1961.45,40,43,7,44600,1994,
35379,22,2,4,1,87032,211380,1,2450.75,35,39,1,50016,1994,
35378,22,2,2,2,36014,227441,1,2271.35,37,39,1,22007,1994,
35377,22,2,3,1,113250,194635,1,2271.35,37,40,1,43125,1994,
35376,22,2,1,1,11167,194612,2,1991.74,73,37,4,11167,1994,
35375,22,2,4,1,124555,220086,1,2223.46,53,39,1,65200,1994,
35374,22,2,3,1,25142,168542,1,1971.1,61,44,1,12123,1994,
35372,22,2,3,1,38020,201095,1,2023.15,46,39,5,15020,1994,
35371,22,2,5,1,65060,206190,1,2271.35,36,39,1,42030,1994,
35370,22,2,1,2,27165,206190,2,2142.61,37,40,5,27165,1994,
35369,22,2,3,3,21792,250261,1,2571.45,43,40,6,21792,1994,
35367,22,2,4,1,50000,227441,1,2327.85,33,40,1,48000,1994,
35366,22,2,1,1,72519,198787,2,2026.86,48,43,5,72519,1994,
35365,22,2,1,1,80202,222076,2,2271.35,38,44,6,80202,1994,
35364,22,2,5,1,50000,206190,1,2026.86,49,39,1,50000,1994,
35363,22,2,2,1,16097,229621,1,2327.85,33,45,1,8173,1994,
35959,22,2,2,1,121200,217281,1,2166.21,47,43,1,48200,1994,
35324,22,2,1,1,14092,167693,2,1629.71,65,43,4,14092,1994,
35323,22,2,1,1,53710,203088,2,2034.03,49,39,7,53710,1994,
35958,22,2,4,1,63008,206398,1,2105.98,36,40,1,37008,1994,
35957,22,2,3,1,122500,206398,1,2059.62,37,43,1,50750,1994,
35956,22,2,4,1,120954,217281,1,2174.42,44,43,1,9075,1994,
35955,22,2,1,3,17261,179628,2,1852.15,75,34,5,17261,1994,
35954,22,2,2,1,299304,186290,1,1845.95,72,39,1,152852,1994,
35953,22,2,2,2,57150,222730,1,2351.08,25,43,1,30075,1994,
35952,22,2,4,2,60040,214610,1,1989.19,44,39,1,43020,1994,
35951,22,2,2,1,39194,178491,1,1750.81,75,39,7,12236,1994,
35950,22,2,2,1,30890,208827,2,2153.62,29,39,7,2840,1994,
35327,22,2,2,1,12072,175025,1,1649.62,68,33,1,9253,1994,
35331,22,2,3,1,56230,214634,1,2041.0,75,39,1,16873,1994,
35329,22,2,3,1,63986,123950,1,2141.89,57,44,1,48030,1994,
35328,22,2,4,2,42700,111478,1,2625.74,26,36,1,34000,1994,
35314,22,2,2,1,49400,200339,1,2162.47,58,36,1,48100,1994,
35313,22,2,2,1,20653,172595,1,1705.0,82,34,4,11953,1994,
35322,22,2,2,1,29880,210754,1,2162.47,57,43,1,28940,1994,
35321,22,2,2,1,81576,202685,1,1716.36,67,43,1,49896,1994,
35320,22,2,1,1,35692,206300,2,2112.93,44,39,7,35692,1994,
35319,22,2,2,1,132154,229133,2,2162.47,55,43,5,99999,1994,
35318,22,2,5,1,50040,104849,1,2139.44,36,36,1,30000,1994,
35317,22,2,3,1,75354,206638,1,2112.78,38,39,1,42054,1994,
35316,22,2,2,1,81219,121060,1,0.0,45,43,1,51211,1994,
35315,22,2,2,1,13515,183001,2,1809.84,73,40,4,10676,1994,
35234,22,2,1,3,16060,194635,2,1961.45,42,36,6,16060,1994,
35233,22,2,3,2,23842,198787,2,2026.86,49,35,7,8408,1994,
35231,22,2,3,1,66570,196889,1,2302.09,34,43,1,39520,1994,
35230,22,2,2,1,53250,207082,1,2188.52,29,43,1,25100,1994,
35229,22,2,2,1,45850,207082,1,2302.09,33,42,1,29850,1994,
35228,22,2,3,1,58400,232833,1,2302.09,34,42,1,44100,1994,
35227,22,2,1,2,13082,172595,2,1705.0,77,39,4,13082,1994,
35224,22,2,2,2,59906,183001,1,1683.41,68,39,1,25153,1994,
35223,22,2,3,2,29999,195873,1,1940.6,40,40,5,22465,1994,
35222,22,2,2,2,68514,214920,2,2138.25,28,43,7,39307,1994,
35221,22,2,1,1,16514,192256,2,1923.01,74,43,4,16514,1994,
35220,22,2,4,1,86500,195873,1,2112.93,41,43,1,65750,1994,
35236,22,2,2,2,12878,201095,2,2023.15,46,39,7,7058,1994,
35237,22,2,1,2,5485,210930,2,2166.55,77,39,4,5485,1994,
35242,22,2,4,1,23882,197199,1,2020.96,32,43,1,22437,1994,
35240,22,2,5,1,145342,169022,1,1601.94,51,39,1,35000,1994,
35239,22,2,2,1,82823,249567,1,2506.37,40,39,1,42540,1994,
62594,22,1,2,2,1201,257293,1,2643.7,40,40,1,1200,1994,
62401,22,1,3,2,27000,217823,1,2220.07,23,40,1,9000,1994,
35214,22,1,4,3,28880,102288,1,0.0,40,39,1,28740,1994,
35219,22,2,1,2,5353,132149,2,0.0,69,34,4,5353,1994,
35218,22,2,2,2,46953,231078,1,2795.3,37,39,1,22832,1994,
35217,22,2,2,2,11810,114467,1,2379.56,67,35,1,7093,1994,
35216,22,2,3,3,49400,103199,1,2059.62,37,39,1,28600,1994,
35197,22,1,5,2,127861,188405,1,2038.88,33,45,1,102251,1994,
35196,22,1,1,2,33500,250536,2,2573.02,45,39,5,33500,1994,
35213,22,1,3,2,4704,107681,1,0.0,43,37,6,4704,1994,
35212,22,1,3,2,24664,202085,1,2068.5,59,40,6,20800,1994,
35211,22,1,3,2,23666,199133,1,2165.14,35,39,1,23533,1994,
35210,22,1,1,2,32734,221200,2,2237.93,24,42,7,32734,1994,
35209,22,1,2,2,50812,233174,1,2667.41,25,42,1,32556,1994,
35208,22,1,1,2,21000,184674,2,1904.19,80,37,4,21000,1994,
35207,22,1,2,1,20533,191524,1,2072.63,72,39,1,13225,1994,
35206,22,1,1,2,32277,217648,2,2227.07,45,43,7,32277,1994,
35205,22,1,1,2,23666,223386,2,2235.51,41,39,6,23666,1994,
35204,22,2,1,2,5520,211700,2,2166.21,49,39,7,5520,1994,
35203,22,2,1,2,32050,234466,2,2450.73,27,43,7,32050,1994,
35202,22,2,1,2,14055,186290,2,1845.95,73,39,7,14055,1994,
35201,22,2,2,2,60347,103626,2,2108.03,47,40,5,15027,1994,
35200,22,1,1,2,15000,100173,2,0.0,31,44,7,15000,1994,
35199,22,1,1,2,3888,203691,2,2003.86,36,42,5,3888,1994,
35198,22,1,2,2,42580,173771,2,1960.38,49,43,7,16580,1994,
35187,22,2,5,1,66689,113869,1,0.0,42,39,1,11647,1994,
35186,22,2,3,2,91000,101790,1,2279.3,35,39,1,66000,1994,
35191,22,1,5,2,18853,209299,1,2343.33,38,33,1,18853,1994,
35189,22,1,2,2,26060,104650,1,1975.26,37,42,3,26060,1994,
35188,22,2,4,2,66100,113869,1,0.0,30,40,7,32050,1994,
35192,22,1,6,2,46500,105980,1,0.0,33,39,1,9500,1994,
35194,22,1,4,2,20500,104881,1,0.0,39,36,1,7500,1994,
35193,22,1,4,2,31253,115337,1,0.0,41,39,1,6000,1994,
35176,22,1,3,2,34000,129049,1,2715.78,39,43,1,16000,1994,
35175,22,2,1,2,7513,124813,2,0.0,78,33,3,7513,1994,
35184,22,2,4,1,47650,102855,1,2279.3,38,40,1,31500,1994,
35183,22,2,7,2,22400,117475,1,2639.63,54,36,5,22400,1994,
35181,22,1,3,2,32940,114687,1,0.0,43,39,1,0,1994,
35180,22,1,5,1,35762,129335,1,0.0,39,39,1,1750,1994,
35179,22,1,2,2,22526,241180,1,2309.93,83,37,1,16183,1994,
35178,22,1,2,2,8244,296313,1,2972.36,28,39,7,8244,1994,
35177,22,1,1,2,1800,220815,2,2231.16,43,39,7,1800,1994,
35160,22,1,4,2,36572,256579,1,2599.61,37,45,6,36415,1994,
35162,22,1,1,3,50000,198617,2,2108.67,29,44,3,50000,1994,
35164,22,2,5,2,47036,226103,1,2739.53,32,39,1,29017,1994,
35174,22,2,1,2,6422,118349,2,0.0,84,32,4,6422,1994,
35173,22,2,1,2,9236,92045,2,1903.63,72,33,4,9236,1994,
35172,22,2,2,2,61200,217587,1,2219.43,52,39,1,0,1994,
35171,22,2,1,2,13200,188775,2,1940.03,64,34,7,13200,1994,
35170,22,2,2,2,51005,245431,1,2791.93,26,39,1,33005,1994,
35169,22,2,1,2,22025,114546,2,0.0,31,43,7,22025,1994,
35168,22,2,6,1,32570,113228,1,0.0,43,37,1,-9999,1994,
35167,22,2,3,2,28021,125522,1,2641.57,36,42,5,28021,1994,
35159,22,1,1,2,15712,110195,2,0.0,31,39,7,15712,1994,
35158,22,1,4,2,7564,107223,1,0.0,40,40,7,7564,1994,
35157,22,1,1,2,19000,108083,2,0.0,35,40,7,19000,1994,
35098,22,2,2,2,40911,233929,1,2594.7,70,32,5,15391,1994,
35097,22,2,3,2,21120,113807,1,2208.75,17,37,7,0,1994,
35096,22,2,4,1,81472,132762,1,0.0,46,40,1,55472,1994,
35085,22,2,1,1,58577,208370,2,2082.32,64,39,5,58577,1994,
35087,22,1,2,1,57629,260932,1,2596.62,48,43,1,39232,1994,
35086,22,2,5,1,63393,192600,2,2174.27,45,39,7,46353,1994,
35095,22,2,2,1,43304,148853,1,0.0,48,39,6,43304,1994,
35094,22,1,2,1,34400,204032,1,1978.49,57,42,7,26000,1994,
35093,22,1,1,2,21000,249446,2,2501.76,28,39,7,21000,1994,
35092,22,1,1,2,65300,205497,2,2064.04,30,44,7,65300,1994,
35091,22,1,1,2,27065,257866,2,2592.46,24,43,7,27065,1994,
35090,22,1,2,1,49996,200697,1,2007.45,61,43,6,49996,1994,
35089,22,1,3,1,51016,232428,1,2793.25,46,43,1,50208,1994,
35088,22,1,2,1,164423,228081,1,2243.78,43,43,1,62808,1994,
35113,22,2,2,2,40514,109111,1,0.0,49,39,6,15707,1994,
35130,22,1,4,1,132851,226269,1,2285.92,51,46,1,72250,1994,
35129,22,1,4,1,48732,206745,1,2083.81,48,39,1,8700,1994,
35127,22,1,4,1,41441,110517,1,0.0,45,41,1,22400,1994,
35126,22,1,1,2,42500,206745,2,2079.99,49,39,7,42500,1994,
35125,22,1,2,2,12878,303400,1,3127.33,68,37,6,6805,1994,
35124,22,1,4,2,12300,253735,1,2562.42,50,39,4,8364,1994,
35123,22,1,5,2,27250,127148,1,0.0,45,40,1,27250,1994,
35122,22,1,6,2,78440,110517,1,0.0,45,39,1,15000,1994,
35119,22,1,4,1,69787,200104,1,2016.56,43,40,1,20185,1994,
35118,22,1,2,1,1820,216856,1,2151.97,76,34,1,910,1994,
35117,22,2,4,2,22098,109977,1,2698.32,36,39,1,17036,1994,
35116,22,2,4,2,19476,103095,1,2698.32,36,39,1,19476,1994,
35104,22,1,1,1,6864,275309,2,2781.79,64,44,4,6864,1994,
35103,22,1,2,1,20500,254364,1,2585.69,42,41,5,18000,1994,
35102,22,2,3,2,31469,130062,1,2482.11,51,40,5,11054,1994,
35111,22,2,2,2,30688,130970,1,0.0,65,33,1,7516,1994,
35110,22,1,1,2,10253,210082,2,2134.18,83,35,4,10253,1994,
35109,22,1,2,1,11798,210082,1,2433.16,80,35,1,6961,1994,
35108,22,1,1,2,26000,238924,2,2408.49,46,43,7,26000,1994,
35107,22,1,2,1,20123,203222,1,2482.88,64,39,1,4979,1994,
35106,22,1,1,2,29000,219534,2,2219.45,26,43,7,29000,1994,
35105,22,1,3,1,29500,119462,1,2408.49,46,43,1,28750,1994,
35135,22,2,4,2,15216,104659,1,2004.59,35,39,5,10000,1994,
35134,22,2,5,2,35724,116435,1,2961.47,23,33,7,11076,1994,
35133,22,2,7,2,60100,104659,1,2004.59,35,36,1,21362,1994,
35132,22,2,1,1,12033,169798,2,1706.18,77,36,4,12033,1994,
35154,22,1,1,2,42600,205090,2,2068.46,42,39,7,42600,1994,
35153,22,1,5,2,73700,205998,1,2095.61,37,39,1,31200,1994,
35152,22,1,1,2,0,222972,2,2154.59,90,39,4,0,1994,
35151,22,1,1,2,9253,222972,2,2154.59,82,35,4,9253,1994,
35149,22,1,1,2,14953,197330,2,2268.7,66,39,4,14953,1994,
35148,22,2,3,2,27130,106466,1,0.0,39,40,1,7247,1994,
35146,22,2,2,2,56044,182876,1,1767.5,58,44,1,36022,1994,
35145,22,2,3,2,8676,212891,1,2082.32,34,39,5,8676,1994,
35144,22,2,2,2,48,106773,2,2042.92,22,39,7,24,1994,
35143,22,2,3,2,71060,249134,1,2396.31,23,39,1,25030,1994,
35142,22,2,4,2,8437,102143,1,2360.71,75,34,4,8437,1994,
35141,22,2,1,2,31250,234769,2,2413.59,29,43,7,31250,1994,
35140,22,2,3,2,77000,125918,1,2545.24,63,40,1,49000,1994,
35139,22,2,1,2,15,118445,2,0.0,20,35,7,15,1994,
35138,22,2,2,2,50806,105859,1,0.0,42,40,1,30331,1994,
35137,22,2,2,2,26050,128092,1,0.0,64,39,1,26025,1994,
35136,22,2,2,2,37999,107722,1,0.0,60,34,1,24037,1994,
35062,22,1,2,2,10026,105405,2,2092.67,77,40,4,7553,1994,
35066,22,1,6,2,92150,106457,1,0.0,28,33,1,25075,1994,
35065,22,1,3,2,66144,97149,1,0.0,26,39,1,38272,1994,
35063,22,1,2,2,75000,212444,1,2309.51,29,43,1,42250,1994,
35073,22,1,1,2,10600,177444,2,1752.9,82,34,4,10600,1994,
35072,22,1,2,2,13900,101027,1,2057.14,43,39,3,13900,1994,
35071,22,1,3,2,64200,210716,1,1950.5,41,42,1,33000,1994,
35070,22,1,5,2,37960,210716,1,1950.5,31,39,1,15600,1994,
35069,22,1,4,2,10400,210716,1,1950.5,42,39,1,10400,1994,
35068,22,1,5,2,39400,214865,1,2172.14,39,40,1,14400,1994,
35067,22,1,3,2,19760,212444,1,2172.14,36,39,1,7280,1994,
35077,22,2,3,2,51008,101091,1,0.0,45,42,7,26000,1994,
35076,22,2,4,2,13542,100962,1,0.0,31,37,7,7284,1994,
35081,22,2,3,2,6864,102013,1,2050.57,37,40,5,6864,1994,
35080,22,2,2,2,4992,108604,2,2530.89,38,40,5,2496,1994,
35079,22,2,2,2,6025,123950,1,2532.55,55,36,7,5320,1994,
35078,22,2,2,2,39410,99248,1,2779.5,41,35,1,18210,1994,
35083,22,2,2,2,46180,198456,1,2042.99,61,39,1,12940,1994,
35082,22,2,3,2,54006,100693,1,0.0,38,40,5,43929,1994,
35057,22,2,2,1,17979,183001,1,1809.84,71,39,4,8979,1994,
35060,22,2,7,2,68352,216518,1,2198.81,31,39,5,12772,1994,
35059,22,2,2,1,42602,154427,1,1620.93,87,37,4,9953,1994,
62977,22,2,2,2,18800,233396,1,2643.81,28,41,1,9800,1994,
62976,22,2,3,2,5700,233396,1,2643.81,29,36,1,0,1994,
63066,22,2,3,1,66206,227441,1,2327.85,31,43,1,41200,1994,
34431,22,2,2,1,65940,197668,1,1937.35,68,43,1,52210,1994,
34430,22,2,4,1,150854,207271,1,2280.22,43,43,1,150427,1994,
34429,22,2,2,3,38000,140862,1,0.0,33,36,7,12000,1994,
34427,22,2,2,2,14169,98445,1,1984.04,39,39,1,7447,1994,
34425,22,2,3,2,13560,220516,1,2188.52,28,39,1,1560,1994,
34424,22,2,2,2,84000,207082,1,2064.37,27,40,1,29000,1994,
34423,22,2,3,2,112116,126027,1,0.0,24,39,7,15046,1994,
34422,22,2,1,1,50700,220960,2,2230.93,45,43,5,50700,1994,
34518,22,2,6,1,130032,214610,1,1989.19,44,40,1,130016,1994,
34470,22,2,2,2,47100,201226,1,1990.96,51,39,1,12050,1994,
34469,22,2,2,1,70766,100184,1,2378.42,36,43,1,53908,1994,
34468,22,2,4,1,119350,199225,1,1935.97,47,43,1,63435,1994,
34467,22,2,6,1,174872,212891,1,2011.94,40,43,1,100808,1994,
34466,22,2,3,1,115700,201226,1,1980.33,67,46,1,61500,1994,
34465,22,2,5,1,64100,184384,1,1774.29,29,40,1,0,1994,
34464,22,2,4,1,68400,201226,1,2011.94,44,40,1,58150,1994,
34463,22,2,2,1,48000,182876,1,1990.96,51,43,1,48000,1994,
34462,22,2,1,1,31129,192517,2,1910.4,71,39,7,31129,1994,
34533,22,2,5,1,98958,115753,1,2368.86,62,40,1,25843,1994,
34532,22,2,1,2,119543,204687,2,2105.98,35,43,5,119543,1994,
34531,22,2,4,1,42917,193691,1,2105.98,35,39,1,40081,1994,
34530,22,2,2,1,28137,205632,1,2129.97,50,40,5,28137,1994,
34529,22,2,2,1,68048,215451,1,2062.82,40,43,1,60032,1994,
34528,22,2,4,1,176600,215451,1,2049.08,55,40,1,150150,1994,
34527,22,2,5,1,313589,193691,1,1998.84,33,43,1,312589,1994,
34526,22,2,1,2,6649,241381,2,2310.96,77,35,4,6649,1994,
34525,22,2,1,2,8281,213311,2,2139.47,65,39,5,8281,1994,
34524,22,2,2,2,17676,189075,1,1837.82,78,39,1,10753,1994,
34523,22,2,1,2,10933,178491,2,1750.81,86,40,4,10933,1994,
34522,22,2,4,1,132718,103547,1,0.0,33,43,1,97609,1994,
34521,22,2,4,1,148662,193385,1,1906.81,47,43,1,75431,1994,
34520,22,2,3,1,135826,169022,1,1925.1,54,40,1,77002,1994,
34519,22,2,4,1,234542,96692,1,2138.51,60,43,1,160042,1994,
34544,22,2,2,2,18697,217065,1,1807.21,60,40,1,16315,1994,
34543,22,2,2,2,25475,192842,2,1852.15,77,34,5,15486,1994,
34542,22,2,1,1,18405,191708,2,1998.84,32,43,5,18405,1994,
34541,22,2,1,1,11353,190600,2,1919.27,79,35,4,11353,1994,
34540,22,2,4,1,127650,206398,1,2062.82,40,45,1,126050,1994,
34539,22,2,2,1,185209,206398,1,2105.98,38,40,1,132841,1994,
34538,22,2,4,1,54650,93160,1,2105.98,37,39,1,44500,1994,
34537,22,2,2,2,51897,198319,1,1975.92,27,40,7,23874,1994,
34536,22,2,2,1,53388,186290,1,1845.95,71,37,1,33143,1994,
34535,22,2,2,1,53250,205632,1,2049.08,57,39,1,25125,1994,
34441,22,2,5,2,97300,106733,1,2271.35,37,39,1,55000,1994,
34445,22,2,2,2,65634,220086,1,2564.23,66,40,1,52817,1994,
34443,22,2,4,1,56110,194635,1,2223.46,52,40,1,56055,1994,
34442,22,2,5,1,88000,211380,1,2450.75,38,46,1,27500,1994,
34461,22,2,3,1,101054,201226,1,1908.69,49,39,1,31707,1994,
34460,22,2,2,1,44360,198765,1,1713.09,55,35,1,16180,1994,
34458,22,2,4,1,154438,249134,1,1790.29,46,46,1,152219,1994,
34457,22,2,1,2,6805,107722,2,0.0,59,39,5,6805,1994,
34456,22,2,2,2,18806,204891,1,2038.34,39,33,6,10800,1994,
34455,22,2,5,2,15000,111200,1,2378.42,38,39,7,15000,1994,
34454,22,2,3,2,5088,111200,1,2127.52,34,35,6,5088,1994,
34452,22,2,3,1,58739,216879,1,2095.71,65,39,4,49906,1994,
34451,22,2,3,2,39006,250292,1,2200.39,41,39,1,23003,1994,
34450,22,2,2,1,53300,182775,1,1885.75,48,39,4,47000,1994,
34449,22,2,2,1,89297,104897,1,2378.42,37,43,5,81552,1994,
34448,22,2,1,2,56000,196807,2,2082.83,40,39,7,56000,1994,
34447,22,2,2,2,66000,227441,1,2316.68,29,39,1,36000,1994,
34446,22,2,3,3,40000,239323,1,2316.68,29,39,1,25000,1994,
34550,22,2,1,2,767,190600,2,1919.27,85,34,4,767,1994,
34549,22,2,2,1,9562,243605,1,2430.48,68,39,7,8376,1994,
34548,22,2,3,2,48962,215451,1,2233.28,50,40,1,12745,1994,
34546,22,2,1,2,22567,181091,2,1807.21,62,40,6,22567,1994,
34440,22,2,2,1,15654,188250,1,1939.84,73,36,1,8981,1994,
34439,22,2,4,1,31426,220086,1,2258.63,50,45,5,2000,1994,
34438,22,2,2,2,103812,206190,1,2271.35,39,44,1,38004,1994,
34437,22,2,4,1,81000,227441,1,2271.35,37,40,1,39500,1994,
34436,22,2,2,1,13246,210930,1,2166.55,77,39,4,13021,1994,
34435,22,2,1,1,12241,210930,2,2166.55,83,34,4,12241,1994,
34433,22,2,3,2,76500,207271,1,2280.22,44,43,1,75750,1994,
35813,22,2,5,2,90300,192600,1,1956.27,38,40,1,50150,1994,
35812,22,2,4,1,51256,209461,1,2148.43,42,40,5,20259,1994,
35801,22,2,7,2,12000,190872,1,2188.26,25,33,1,12000,1994,
35800,22,2,4,2,8400,103667,1,2092.63,31,34,6,8400,1994,
35799,22,2,10,2,38653,111870,1,0.0,64,34,6,5953,1994,
35798,22,2,4,2,14730,99963,1,0.0,43,33,7,10830,1994,
35797,22,2,1,2,9400,100111,2,0.0,33,32,5,9400,1994,
35796,22,2,2,2,2191,109054,1,0.0,17,35,7,2191,1994,
35806,22,2,2,3,10689,93770,1,2139.58,44,34,6,10689,1994,
35805,22,2,2,1,61215,210754,1,2139.14,46,43,4,61180,1994,
35804,22,2,2,2,47709,214920,1,2138.25,29,40,1,29550,1994,
35809,22,2,5,1,22100,183975,1,2471.48,40,39,1,10000,1994,
35808,22,2,5,1,60175,206638,1,2198.81,34,37,1,60175,1994,
35807,22,2,3,2,6920,209332,1,2581.83,33,36,1,5920,1994,
35866,22,2,4,1,50324,217605,1,1999.28,45,43,1,50162,1994,
35864,22,2,1,2,9553,176399,2,1707.77,88,39,4,9553,1994,
35863,22,2,1,2,12441,176399,2,1707.77,83,34,4,12441,1994,
35862,22,2,1,2,11948,184605,2,1818.99,71,36,5,11948,1994,
35861,22,2,2,1,85300,199225,1,1713.09,56,43,1,45050,1994,
35860,22,2,1,1,10015,176399,2,1707.77,90,34,4,10015,1994,
35859,22,2,3,1,63900,184384,1,1774.29,29,43,1,10450,1994,
35858,22,2,5,1,111940,201226,1,2011.94,42,36,1,55100,1994,
35855,22,2,1,1,45288,221114,2,2327.85,30,40,7,45288,1994,
35854,22,2,1,1,18625,221114,2,2327.85,32,40,7,18625,1994,
35853,22,2,1,2,5077,230132,2,2326.35,59,41,5,5077,1994,
35851,22,2,1,2,5527,169754,2,1695.33,67,35,6,5527,1994,
35850,22,2,4,2,28000,262165,1,2134.94,48,35,1,16000,1994,
35849,22,2,5,1,97653,251443,1,2564.23,66,44,5,80753,1994,
35848,22,2,3,1,72600,218459,1,2271.35,39,43,1,50300,1994,
35847,22,2,2,1,35068,242599,1,2564.23,66,40,1,17363,1994,
35846,22,2,4,1,66092,220086,1,2258.63,50,39,1,40001,1994,
35845,22,2,3,1,56012,123407,1,0.0,30,39,1,6006,1994,
35843,22,2,1,2,32487,267159,2,2654.05,35,43,7,32487,1994,
35842,22,2,1,2,12957,204341,2,2075.86,77,35,4,12957,1994,
35841,22,2,1,1,24693,230984,2,2366.67,89,41,4,24693,1994,
35840,22,2,4,2,41815,232394,1,2173.11,56,39,1,10200,1994,
35839,22,2,1,2,22946,217119,2,2280.22,40,39,7,22946,1994,
35838,22,2,4,2,20948,103636,1,2676.03,50,42,1,20848,1994,
35837,22,2,4,1,49590,149135,1,0.0,35,39,1,40075,1994,
35836,22,2,3,1,48076,244848,1,2450.8,65,39,4,21076,1994,
35835,22,2,6,1,78233,225505,1,2227.85,73,36,4,6661,1994,
35834,22,2,2,1,104500,197751,1,2082.21,65,40,1,61000,1994,
35833,22,2,1,1,12701,225505,2,2227.85,72,39,4,12701,1994,
35832,22,2,4,1,196899,219689,1,2173.11,56,44,1,190699,1994,
35831,22,2,3,1,74321,225505,1,2366.67,75,41,1,33192,1994,
35830,22,2,3,1,134500,307482,1,3091.21,36,43,6,47500,1994,
35829,22,2,2,1,36553,197668,1,2082.21,67,41,1,28753,1994,
35828,22,2,3,1,31000,253801,1,2525.67,47,39,1,14000,1994,
35827,22,2,2,2,19000,102013,1,2050.57,35,42,6,19000,1994,
35826,22,2,1,2,9600,206231,2,2099.36,71,35,4,9600,1994,
35825,22,2,1,2,8500,123643,2,2812.93,45,33,6,8500,1994,
35824,22,2,6,1,64500,103775,1,0.0,32,41,1,37500,1994,
35821,22,2,3,1,53425,123572,1,0.0,28,42,1,43225,1994,
35820,22,2,4,2,92210,196761,1,2012.75,52,43,1,15214,1994,
35819,22,2,2,2,42509,208370,1,2082.32,63,44,4,7849,1994,
35818,22,2,1,1,33261,193420,2,1920.3,53,39,5,33261,1994,
35816,22,2,1,1,10633,202484,2,2041.0,87,33,4,10633,1994,
35815,22,2,2,2,78040,197967,1,2007.64,32,39,1,55020,1994,
35814,22,2,4,1,57016,197967,1,1956.27,36,40,1,57008,1994,
35867,22,2,4,1,34000,125522,1,3047.95,39,39,1,22000,1994,
35876,22,2,1,2,13513,189075,2,1842.59,72,39,5,13513,1994,
35875,22,2,2,2,64415,225427,2,2192.66,24,40,7,28015,1994,
35874,22,2,5,1,36540,203238,1,2051.05,38,32,1,20540,1994,
35873,22,2,6,2,15295,203238,1,2051.05,43,33,1,947,1994,
35872,22,2,7,2,62480,193189,1,2051.05,26,38,7,16700,1994,
35871,22,2,4,2,51940,203238,1,1999.28,51,43,1,29900,1994,
35870,22,2,3,2,5820,111306,1,2312.94,42,32,6,5820,1994,
35869,22,2,3,2,75456,226103,2,2281.48,25,43,7,25000,1994,
35878,22,2,1,2,16773,182581,2,1837.82,90,34,4,16773,1994,
35886,22,2,2,2,62577,197520,1,1983.17,39,39,7,40577,1994,
35885,22,2,6,1,31041,101790,1,2363.33,31,39,1,19450,1994,
35884,22,2,6,2,18640,94808,1,2363.33,30,39,1,13000,1994,
35883,22,2,1,1,15900,182581,2,1837.82,86,39,4,15900,1994,
35882,22,2,2,1,12457,220248,1,2195.01,69,40,7,8113,1994,
35881,22,2,2,1,92625,94808,1,2405.86,25,41,1,50625,1994,
35880,22,2,2,1,13753,198469,1,1986.86,69,37,1,13753,1994,
35879,22,2,4,1,74333,169022,1,1925.1,51,39,1,33337,1994,
35895,22,2,3,2,56102,125405,1,0.0,24,39,1,25022,1994,
35894,22,2,5,1,88000,99272,1,2460.93,40,39,1,70000,1994,
35893,22,2,3,2,4200,198545,1,1977.04,38,34,6,4200,1994,
35892,22,2,2,2,14800,217281,1,2174.42,42,40,5,14800,1994,
35891,22,2,3,1,39228,186290,1,2015.99,73,35,1,6960,1994,
35889,22,2,1,1,8000,243605,2,2430.48,69,39,4,8000,1994,
35888,22,2,5,1,88000,192097,1,1935.51,59,43,1,23000,1994,
35887,22,2,3,1,36218,205632,1,2049.08,57,39,1,28159,1994,
34409,22,2,5,2,95000,307482,1,3178.22,36,44,1,95000,1994,
34413,22,2,4,1,34400,196889,1,2121.25,37,41,1,34200,1994,
34410,22,2,3,2,120000,307482,1,3178.22,32,43,1,120000,1994,
34421,22,2,1,3,10789,225505,2,2227.85,72,34,4,10789,1994,
34420,22,2,4,1,119449,219689,1,2173.11,55,43,1,60550,1994,
34419,22,2,2,1,45500,197668,1,2082.21,66,39,1,18600,1994,
