cbsa_code,cbsa_name,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,25-34,26051.0,32432.0,58483.0,0.12305966867336783,0.4454456850708753,0.5545543149291247
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,35-44,55507.0,25318.0,80825.0,0.17007160577475428,0.6867553356016084,0.3132446643983916
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,45-54,82043.0,25993.0,108036.0,0.22732887103595859,0.7594042726498574,0.24059572735014254
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,55-59,44651.0,9882.0,54533.0,0.11474809622907114,0.8187886234023435,0.18121137659765646
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,60-64,35223.0,9515.0,44738.0,0.09413750076277089,0.7873172694353793,0.21268273056462067
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,65-74,56406.0,12838.0,69244.0,0.14570291704629862,0.8145976546704408,0.18540234532955924
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,75-84,29358.0,5963.0,35321.0,0.07432229121645649,0.8311769202457462,0.16882307975425384
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,85+,11281.0,4420.0,15701.0,0.03303797441719043,0.7184892681994778,0.2815107318005223
45940,"Trenton-Princeton, NJ",2015,15-24,250.0,1879.0,2129.0,0.01663736177861134,0.11742602160638797,0.8825739783936121
45940,"Trenton-Princeton, NJ",2015,25-34,4197.0,11537.0,15734.0,0.12295549564333998,0.26674717173001145,0.7332528282699886
45940,"Trenton-Princeton, NJ",2015,35-44,12956.0,10462.0,23418.0,0.18300316492790997,0.5532496370313434,0.4467503629686566
45940,"Trenton-Princeton, NJ",2015,45-54,21798.0,7340.0,29138.0,0.22770288750830306,0.7480952707804241,0.2519047292195758
45940,"Trenton-Princeton, NJ",2015,55-59,9720.0,4824.0,14544.0,0.11365607783378268,0.6683168316831684,0.3316831683168317
45940,"Trenton-Princeton, NJ",2015,60-64,9138.0,3872.0,13010.0,0.10166842495994999,0.7023827824750192,0.29761721752498077
45940,"Trenton-Princeton, NJ",2015,65-74,13232.0,3615.0,16847.0,0.1316531864181612,0.7854217368077403,0.21457826319225975
45940,"Trenton-Princeton, NJ",2015,75-84,6438.0,2174.0,8612.0,0.06729965224866175,0.7475615420343706,0.25243845796562936
45940,"Trenton-Princeton, NJ",2015,85+,2755.0,1778.0,4533.0,0.03542374868128004,0.6077652768585925,0.39223472314140745
47220,"Vineland-Bridgeton, NJ",2015,15-24,266.0,1178.0,1444.0,0.02866216752679635,0.18421052631578946,0.8157894736842105
47220,"Vineland-Bridgeton, NJ",2015,25-34,2125.0,3987.0,6112.0,0.12131798332671695,0.34767670157068065,0.6523232984293194
47220,"Vineland-Bridgeton, NJ",2015,35-44,6005.0,3676.0,9681.0,0.19215958713775308,0.6202871604173122,0.37971283958268776
47220,"Vineland-Bridgeton, NJ",2015,45-54,7713.0,2373.0,10086.0,0.200198491464867,0.7647233789411065,0.23527662105889352
47220,"Vineland-Bridgeton, NJ",2015,55-59,3971.0,1997.0,5968.0,0.118459706232632,0.6653820375335121,0.33461796246648795
47220,"Vineland-Bridgeton, NJ",2015,60-64,3897.0,540.0,4437.0,0.08807066296149266,0.8782961460446247,0.12170385395537525
47220,"Vineland-Bridgeton, NJ",2015,65-74,5168.0,1382.0,6550.0,0.130011909487892,0.7890076335877863,0.21099236641221375
47220,"Vineland-Bridgeton, NJ",2015,75-84,2598.0,1500.0,4098.0,0.08134180230250099,0.6339677891654466,0.36603221083455345
47220,"Vineland-Bridgeton, NJ",2015,85+,1134.0,870.0,2004.0,0.03977768955934895,0.5658682634730539,0.4341317365269461
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,15-24,92.0,885.0,977.0,0.0241163112164297,0.09416581371545547,0.9058341862845445
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,25-34,2346.0,1677.0,4023.0,0.09930390995260663,0.5831469052945563,0.4168530947054437
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,35-44,3960.0,2745.0,6705.0,0.16550651658767773,0.5906040268456376,0.40939597315436244
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,45-54,7598.0,1844.0,9442.0,0.23306674565560823,0.8047023935606863,0.1952976064393137
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,55-59,4377.0,1093.0,5470.0,0.13502172195892576,0.8001828153564899,0.19981718464351006
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,60-64,2444.0,659.0,3103.0,0.07659458925750395,0.7876248791492104,0.21237512085078955
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,65-74,5380.0,739.0,6119.0,0.15104166666666666,0.8792286321294329,0.12077136787056708
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,75-84,2385.0,941.0,3326.0,0.08209913112164297,0.717077570655442,0.282922429344558
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,85+,987.0,360.0,1347.0,0.03324940758293839,0.732739420935412,0.267260579064588
12100,"Atlantic City-Hammonton, NJ",2016,15-24,641.0,1517.0,2158.0,0.022298686671419862,0.29703429101019463,0.7029657089898054
12100,"Atlantic City-Hammonton, NJ",2016,25-34,4513.0,5934.0,10447.0,0.10794920280645194,0.4319900449889921,0.5680099550110079
12100,"Atlantic City-Hammonton, NJ",2016,35-44,7886.0,6866.0,14752.0,0.15243291277886276,0.5345715835140998,0.4654284164859002
12100,"Atlantic City-Hammonton, NJ",2016,45-54,14626.0,5421.0,20047.0,0.20714632608987674,0.7295854741357809,0.2704145258642191
12100,"Atlantic City-Hammonton, NJ",2016,55-59,9129.0,2709.0,11838.0,0.12232245264887319,0.771160669031931,0.22883933096806894
12100,"Atlantic City-Hammonton, NJ",2016,60-64,7601.0,1977.0,9578.0,0.09896979654256693,0.79358947588223,0.2064105241177699
12100,"Atlantic City-Hammonton, NJ",2016,65-74,13044.0,4092.0,17136.0,0.17706686506091324,0.761204481792717,0.23879551820728293
12100,"Atlantic City-Hammonton, NJ",2016,75-84,5826.0,2205.0,8031.0,0.08298459344679004,0.7254389241688457,0.2745610758311543
12100,"Atlantic City-Hammonton, NJ",2016,85+,2193.0,597.0,2790.0,0.028829163954245327,0.7860215053763441,0.21397849462365592
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,15-24,4137.0,36557.0,40694.0,0.01725630149295377,0.1016611785521207,0.8983388214478792
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,25-34,89222.0,206862.0,296084.0,0.12555449872806124,0.3013401602248011,0.698659839775199
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,35-44,219305.0,213082.0,432387.0,0.183353822028648,0.5071960997902342,0.4928039002097658
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,45-54,338883.0,172805.0,511688.0,0.2169814321110367,0.6622844389549882,0.3377155610450118
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,55-59,177299.0,76974.0,254273.0,0.10782453308885422,0.697278122333083,0.30272187766691705
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,60-64,164938.0,60880.0,225818.0,0.09575818279195543,0.7304023594221896,0.26959764057781044
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,65-74,245563.0,84858.0,330421.0,0.14011511268499724,0.7431821827305165,0.2568178172694835
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,75-84,128755.0,47385.0,176140.0,0.07469221371624507,0.7309810378108323,0.2690189621891677
35620,"New York-Newark-Jersey City, NY-NJ-PA",2016,85+,65031.0,25675.0,90706.0,0.03846390335724836,0.7169426498798316,0.28305735012016847
36140,"Ocean City, NJ",2016,15-24,116.0,422.0,538.0,0.013832112096670523,0.21561338289962825,0.7843866171003717
36140,"Ocean City, NJ",2016,25-34,1763.0,1678.0,3441.0,0.0884689548785191,0.5123510607381575,0.4876489392618425
36140,"Ocean City, NJ",2016,35-44,2755.0,1554.0,4309.0,0.11078544800102841,0.6393594801578092,0.36064051984219075
36140,"Ocean City, NJ",2016,45-54,5406.0,2246.0,7652.0,0.1967347988173287,0.7064819654992159,0.2935180345007841
36140,"Ocean City, NJ",2016,55-59,3084.0,541.0,3625.0,0.09319964005656255,0.8507586206896551,0.14924137931034484
36140,"Ocean City, NJ",2016,60-64,4543.0,285.0,4828.0,0.12412906543257488,0.9409693454846727,0.059030654515327255
36140,"Ocean City, NJ",2016,65-74,7327.0,1090.0,8417.0,0.216403136649955,0.870500178210764,0.12949982178923608
36140,"Ocean City, NJ",2016,75-84,3331.0,527.0,3858.0,0.09919012726571538,0.8634007257646449,0.13659927423535512
36140,"Ocean City, NJ",2016,85+,1497.0,730.0,2227.0,0.05725671680164546,0.6722047597665021,0.327795240233498
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,15-24,1772.0,9041.0,10813.0,0.022480015800251555,0.16387681494497364,0.8361231850550264
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,25-34,29286.0,29435.0,58721.0,0.1220798120601657,0.49873128863609273,0.5012687113639073
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,35-44,54726.0,25517.0,80243.0,0.16682362969199904,0.6820034146280672,0.31799658537193276
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,45-54,77869.0,24310.0,102179.0,0.2124281452375755,0.7620841855958661,0.23791581440413392
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,55-59,45518.0,11660.0,57178.0,0.11887194519807487,0.7960754136206233,0.2039245863793767
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,60-64,38899.0,7358.0,46257.0,0.09616739950728163,0.8409321832371317,0.15906781676286832
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,65-74,59727.0,12428.0,72155.0,0.15000883566698892,0.8277596840135819,0.17224031598641812
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,75-84,29541.0,6761.0,36302.0,0.07547114894855562,0.8137568178061815,0.18624318219381852
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,85+,12893.0,4264.0,17157.0,0.03566906788910718,0.7514717025120942,0.2485282974879058
45940,"Trenton-Princeton, NJ",2016,15-24,104.0,1561.0,1665.0,0.012974160770501512,0.06246246246246246,0.9375375375375375
45940,"Trenton-Princeton, NJ",2016,25-34,4113.0,11216.0,15329.0,0.11944799426487548,0.2683149585752495,0.7316850414247504
45940,"Trenton-Princeton, NJ",2016,35-44,13262.0,9278.0,22540.0,0.17563818844871115,0.5883762200532386,0.4116237799467613
45940,"Trenton-Princeton, NJ",2016,45-54,19408.0,9993.0,29401.0,0.22910108156967865,0.6601136015781777,0.3398863984218224
45940,"Trenton-Princeton, NJ",2016,55-59,9491.0,4002.0,13493.0,0.10514135211794408,0.7034017638775661,0.29659823612243386
45940,"Trenton-Princeton, NJ",2016,60-64,9915.0,3301.0,13216.0,0.10298288813390269,0.7502269975786925,0.2497730024213075
45940,"Trenton-Princeton, NJ",2016,65-74,14834.0,4955.0,19789.0,0.1542016020945672,0.7496083682854111,0.2503916317145889
45940,"Trenton-Princeton, NJ",2016,75-84,6335.0,1821.0,8156.0,0.06355390705357977,0.7767287886218734,0.22327121137812653
45940,"Trenton-Princeton, NJ",2016,85+,3372.0,1371.0,4743.0,0.03695882554623944,0.7109424414927261,0.2890575585072739
47220,"Vineland-Bridgeton, NJ",2016,15-24,19.0,1337.0,1356.0,0.026699745997991613,0.014011799410029498,0.9859882005899705
47220,"Vineland-Bridgeton, NJ",2016,25-34,1915.0,5080.0,6995.0,0.13773209679642429,0.27376697641172265,0.7262330235882773
47220,"Vineland-Bridgeton, NJ",2016,35-44,4590.0,3645.0,8235.0,0.1621477937267411,0.5573770491803278,0.4426229508196721
47220,"Vineland-Bridgeton, NJ",2016,45-54,6780.0,3069.0,9849.0,0.19392757989249218,0.6883947608894304,0.3116052391105696
47220,"Vineland-Bridgeton, NJ",2016,55-59,4245.0,1724.0,5969.0,0.11753007659440408,0.7111744010722064,0.2888255989277936
47220,"Vineland-Bridgeton, NJ",2016,60-64,3320.0,1266.0,4586.0,0.090298698485833,0.7239424334932403,0.2760575665067597
47220,"Vineland-Bridgeton, NJ",2016,65-74,5846.0,2836.0,8682.0,0.17094925866855692,0.6733471550334025,0.3266528449665976
47220,"Vineland-Bridgeton, NJ",2016,75-84,3223.0,726.0,3949.0,0.0777561186917912,0.8161559888579387,0.18384401114206128
47220,"Vineland-Bridgeton, NJ",2016,85+,941.0,225.0,1166.0,0.02295863114576565,0.807032590051458,0.19296740994854203
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,15-24,24.0,647.0,671.0,0.016221051104772035,0.03576751117734724,0.9642324888226528
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,25-34,2490.0,2015.0,4505.0,0.10890586471981821,0.5527192008879024,0.44728079911209767
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,35-44,4468.0,1200.0,5668.0,0.13702074167190445,0.7882851093860268,0.2117148906139732
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,45-54,6895.0,2513.0,9408.0,0.2274331576657158,0.7328869047619048,0.26711309523809523
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,55-59,3772.0,1048.0,4820.0,0.1165208141952328,0.7825726141078838,0.2174273858921162
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,60-64,3581.0,1264.0,4845.0,0.11712517526471015,0.7391124871001032,0.2608875128998968
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,65-74,4782.0,1858.0,6640.0,0.16051830005318377,0.7201807228915663,0.27981927710843374
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,75-84,2780.0,330.0,3110.0,0.07518251704298216,0.8938906752411575,0.10610932475884244
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,85+,1074.0,625.0,1699.0,0.04107237828168061,0.6321365509123014,0.36786344908769864
12100,"Atlantic City-Hammonton, NJ",2017,15-24,381.0,1659.0,2040.0,0.020897785244524576,0.18676470588235294,0.8132352941176471
12100,"Atlantic City-Hammonton, NJ",2017,25-34,3156.0,5857.0,9013.0,0.09232928353377451,0.35016087873072227,0.6498391212692777
12100,"Atlantic City-Hammonton, NJ",2017,35-44,7926.0,7540.0,15466.0,0.15843389538814562,0.5124789861631966,0.4875210138368033
12100,"Atlantic City-Hammonton, NJ",2017,45-54,13600.0,6797.0,20397.0,0.20894712040812144,0.6667647203020052,0.3332352796979948
12100,"Atlantic City-Hammonton, NJ",2017,55-59,8959.0,3595.0,12554.0,0.12860333135282428,0.713637087780787,0.286362912219213
12100,"Atlantic City-Hammonton, NJ",2017,60-64,7750.0,2020.0,9770.0,0.10008400090147308,0.7932446264073695,0.2067553735926305
12100,"Atlantic City-Hammonton, NJ",2017,65-74,12488.0,4291.0,16779.0,0.17188428363621464,0.7442636629119733,0.2557363370880267
12100,"Atlantic City-Hammonton, NJ",2017,75-84,5871.0,2290.0,8161.0,0.08360138499047307,0.7193971327043255,0.2806028672956746
12100,"Atlantic City-Hammonton, NJ",2017,85+,2833.0,605.0,3438.0,0.03521891454444877,0.8240255962769052,0.17597440372309484
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,15-24,3966.0,32197.0,36163.0,0.015220540637913343,0.10967010480325194,0.8903298951967481
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,25-34,91311.0,203464.0,294775.0,0.12406699849406591,0.30976507505724704,0.690234924942753
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,35-44,229521.0,204290.0,433811.0,0.1825854590236934,0.5290806364983829,0.47091936350161706
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,45-54,331604.0,175373.0,506977.0,0.21338008547375475,0.6540809543628212,0.3459190456371788
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,55-59,182811.0,78426.0,261237.0,0.10995128652563581,0.6997898460019063,0.3002101539980937
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,60-64,171182.0,61584.0,232766.0,0.09796820955464251,0.7354252768875179,0.2645747231124821
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,65-74,254720.0,84932.0,339652.0,0.14295514942755144,0.749944060391224,0.25005593960877603
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,75-84,137996.0,46037.0,184033.0,0.07745711791657513,0.7498437780180729,0.25015622198192716
35620,"New York-Newark-Jersey City, NY-NJ-PA",2017,85+,61407.0,25113.0,86520.0,0.0364151529461677,0.7097434119278779,0.29025658807212207
36140,"Ocean City, NJ",2017,15-24,137.0,157.0,294.0,0.007438141982492537,0.46598639455782315,0.5340136054421769
36140,"Ocean City, NJ",2017,25-34,2358.0,1801.0,4159.0,0.1052218792693417,0.5669632123106516,0.4330367876893484
36140,"Ocean City, NJ",2017,35-44,2486.0,1403.0,3889.0,0.0983909325507261,0.6392388788891746,0.3607611211108254
36140,"Ocean City, NJ",2017,45-54,4976.0,2073.0,7049.0,0.1783383089611901,0.7059157327280465,0.29408426727195347
36140,"Ocean City, NJ",2017,55-59,2837.0,1007.0,3844.0,0.09725244143095683,0.7380332986472424,0.26196670135275757
36140,"Ocean City, NJ",2017,60-64,4638.0,631.0,5269.0,0.13330466022365026,0.8802429303473145,0.11975706965268552
36140,"Ocean City, NJ",2017,65-74,7677.0,1049.0,8726.0,0.22076607802459142,0.8797845519138208,0.12021544808617923
36140,"Ocean City, NJ",2017,75-84,3939.0,407.0,4346.0,0.10995294236704954,0.9063506672802577,0.0936493327197423
36140,"Ocean City, NJ",2017,85+,1565.0,385.0,1950.0,0.04933461519000152,0.8025641025641026,0.19743589743589743
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,15-24,901.0,7844.0,8745.0,0.018034609126398995,0.10303030303030303,0.896969696969697
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,25-34,30106.0,32087.0,62193.0,0.12825917042860296,0.48407377036000837,0.5159262296399917
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,35-44,54114.0,27476.0,81590.0,0.16826115021416743,0.6632430444907464,0.3367569555092536
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,45-54,79568.0,22079.0,101647.0,0.20962423257530918,0.7827874900390568,0.21721250996094327
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,55-59,43308.0,9289.0,52597.0,0.10846956389036112,0.8233929691807518,0.17660703081924825
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,60-64,40433.0,10798.0,51231.0,0.10565249401424208,0.7892291776463469,0.21077082235365305
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,65-74,60451.0,13078.0,73529.0,0.15163713830245762,0.8221382039739422,0.17786179602605776
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,75-84,31116.0,7572.0,38688.0,0.07978535824838472,0.8042803970223326,0.1957196029776675
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,85+,10671.0,4010.0,14681.0,0.03027628320007589,0.7268578434711532,0.2731421565288468
45940,"Trenton-Princeton, NJ",2017,15-24,209.0,2376.0,2585.0,0.02007657836078815,0.08085106382978724,0.9191489361702128
45940,"Trenton-Princeton, NJ",2017,25-34,5058.0,10801.0,15859.0,0.12317000240763609,0.31893562015259475,0.6810643798474053
45940,"Trenton-Princeton, NJ",2017,35-44,12623.0,10858.0,23481.0,0.18236678394184394,0.5375835782121715,0.46241642178782844
45940,"Trenton-Princeton, NJ",2017,45-54,20155.0,7591.0,27746.0,0.21549119659513657,0.7264110142002451,0.27358898579975494
45940,"Trenton-Princeton, NJ",2017,55-59,10082.0,2998.0,13080.0,0.10158670984878491,0.7707951070336392,0.22920489296636085
45940,"Trenton-Princeton, NJ",2017,60-64,10272.0,4088.0,14360.0,0.11152791692878834,0.7153203342618384,0.28467966573816156
45940,"Trenton-Princeton, NJ",2017,65-74,13482.0,4327.0,17809.0,0.1383148100685788,0.7570329608624853,0.24296703913751475
45940,"Trenton-Princeton, NJ",2017,75-84,7145.0,2321.0,9466.0,0.07351833298383777,0.754806676526516,0.24519332347348405
45940,"Trenton-Princeton, NJ",2017,85+,2715.0,1656.0,4371.0,0.03394766886460542,0.6211393273850377,0.37886067261496226
47220,"Vineland-Bridgeton, NJ",2017,15-24,210.0,1597.0,1807.0,0.035643837778128455,0.11621472053126729,0.8837852794687328
47220,"Vineland-Bridgeton, NJ",2017,25-34,2304.0,3831.0,6135.0,0.12101546473094524,0.3755501222493888,0.6244498777506112
47220,"Vineland-Bridgeton, NJ",2017,35-44,4755.0,3997.0,8752.0,0.1726368944295408,0.5433043875685558,0.45669561243144424
47220,"Vineland-Bridgeton, NJ",2017,45-54,7596.0,2521.0,10117.0,0.19956209562884647,0.7508154591282,0.24918454087179995
47220,"Vineland-Bridgeton, NJ",2017,55-59,3235.0,1573.0,4808.0,0.09483982957235285,0.6728369384359401,0.3271630615640599
47220,"Vineland-Bridgeton, NJ",2017,60-64,4307.0,984.0,5291.0,0.104367208458261,0.8140238140238141,0.18597618597618598
47220,"Vineland-Bridgeton, NJ",2017,65-74,6140.0,1600.0,7740.0,0.15267476724001894,0.7932816537467701,0.20671834625322996
47220,"Vineland-Bridgeton, NJ",2017,75-84,3579.0,308.0,3887.0,0.07667271579611804,0.9207615127347569,0.07923848726524312
47220,"Vineland-Bridgeton, NJ",2017,85+,1433.0,726.0,2159.0,0.042587186365788225,0.6637332098193608,0.3362667901806392
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,15-24,53.0,144.0,197.0,0.00471946720329644,0.26903553299492383,0.7309644670050761
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,25-34,2644.0,2363.0,5007.0,0.11995112835992526,0.5280607149990014,0.4719392850009986
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,35-44,4300.0,1395.0,5695.0,0.13643332854199608,0.7550482879719052,0.24495171202809482
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,45-54,6155.0,2543.0,8698.0,0.20837525753437786,0.7076339388365142,0.29236606116348585
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,55-59,3016.0,1742.0,4758.0,0.11398591346844904,0.6338797814207651,0.366120218579235
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,60-64,4532.0,613.0,5145.0,0.12325715107086388,0.8808551992225462,0.11914480077745383
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,65-74,5167.0,1832.0,6999.0,0.16767284749173494,0.7382483211887413,0.26175167881125877
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,75-84,3214.0,364.0,3578.0,0.0857170236212927,0.8982671883733929,0.10173281162660704
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,85+,1168.0,497.0,1665.0,0.03988788270806382,0.7015015015015015,0.2984984984984985
12100,"Atlantic City-Hammonton, NJ",2018,15-24,300.0,1884.0,2184.0,0.022519875027067156,0.13736263736263737,0.8626373626373627
12100,"Atlantic City-Hammonton, NJ",2018,25-34,4345.0,4442.0,8787.0,0.09060537631082377,0.49448048253101173,0.5055195174689883
12100,"Atlantic City-Hammonton, NJ",2018,35-44,8159.0,5795.0,13954.0,0.14388385353832195,0.5847068940805504,0.4152931059194496
12100,"Atlantic City-Hammonton, NJ",2018,45-54,14865.0,5826.0,20691.0,0.21335106876604695,0.7184283021603596,0.2815716978396404
12100,"Atlantic City-Hammonton, NJ",2018,55-59,9785.0,3301.0,13086.0,0.13493364679679526,0.747745682408681,0.25225431759131894
12100,"Atlantic City-Hammonton, NJ",2018,60-64,6969.0,2955.0,9924.0,0.10232932223837658,0.7022370012091899,0.29776299879081014
12100,"Atlantic City-Hammonton, NJ",2018,65-74,13176.0,3757.0,16933.0,0.17460121054639569,0.7781255536526309,0.22187444634736905
12100,"Atlantic City-Hammonton, NJ",2018,75-84,6896.0,1601.0,8497.0,0.087615099864922,0.8115805578439449,0.18841944215605508
12100,"Atlantic City-Hammonton, NJ",2018,85+,2364.0,561.0,2925.0,0.030160546911250658,0.8082051282051282,0.19179487179487179
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,15-24,4524.0,31934.0,36458.0,0.015142138738839017,0.12408799166163804,0.8759120083383619
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,25-34,101095.0,206573.0,307668.0,0.12778406773550724,0.3285847081919472,0.6714152918080528
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,35-44,231865.0,197017.0,428882.0,0.17812800336252002,0.5406265592867036,0.45937344071329644
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,45-54,324377.0,175305.0,499682.0,0.20753344037798446,0.6491668701294023,0.3508331298705977
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,55-59,187463.0,77936.0,265399.0,0.11022844037383116,0.70634403294662,0.29365596705338
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,60-64,172582.0,65093.0,237675.0,0.09871380286229534,0.726126012411907,0.273873987588093
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,65-74,256629.0,90685.0,347314.0,0.14425028180210472,0.7388962149524637,0.26110378504753623
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,75-84,142102.0,48353.0,190455.0,0.07910187156469321,0.7461185056837574,0.2538814943162427
35620,"New York-Newark-Jersey City, NY-NJ-PA",2018,85+,63839.0,30346.0,94185.0,0.03911795318222483,0.6778043212825822,0.32219567871741783
36140,"Ocean City, NJ",2018,15-24,180.0,242.0,422.0,0.010763109569475618,0.4265402843601896,0.5734597156398105
36140,"Ocean City, NJ",2018,25-34,2801.0,1588.0,4389.0,0.11194144052234238,0.6381863750284803,0.3618136249715197
36140,"Ocean City, NJ",2018,35-44,2843.0,616.0,3459.0,0.08822179147112834,0.8219138479329285,0.1780861520670714
36140,"Ocean City, NJ",2018,45-54,5191.0,1831.0,7022.0,0.17909610283615587,0.739248077470806,0.26075192252919394
36140,"Ocean City, NJ",2018,55-59,3639.0,691.0,4330.0,0.11043664558253417,0.8404157043879907,0.15958429561200924
36140,"Ocean City, NJ",2018,60-64,4084.0,622.0,4706.0,0.12002652519893899,0.8678283042923927,0.1321716957076073
36140,"Ocean City, NJ",2018,65-74,7296.0,813.0,8109.0,0.20682003672719854,0.8997410284868664,0.10025897151313355
36140,"Ocean City, NJ",2018,75-84,4330.0,730.0,5060.0,0.12905529483778821,0.8557312252964426,0.1442687747035573
36140,"Ocean City, NJ",2018,85+,1167.0,544.0,1711.0,0.04363905325443787,0.6820572764465225,0.3179427235534775
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,15-24,1081.0,7236.0,8317.0,0.017294512002395488,0.12997475051100157,0.8700252494889984
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,25-34,29827.0,30510.0,60337.0,0.12546578942990702,0.49434012297595176,0.5056598770240482
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,35-44,50088.0,26908.0,76996.0,0.16010679886214296,0.6505273001194867,0.34947269988051327
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,45-54,77080.0,20046.0,97126.0,0.20196546504083976,0.7936083026172188,0.20639169738278113
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,55-59,44859.0,10562.0,55421.0,0.11524337497712642,0.8094224211039137,0.1905775788960863
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,60-64,40912.0,11383.0,52295.0,0.10874311712940629,0.7823310067884119,0.2176689932115881
