cbsa_code,cbsa_name,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012,60-64,155609.0,0.0,155609.0,0.07174532068672346,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012,65-74,220318.0,0.0,220318.0,0.10158015001097326,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012,75-84,134807.0,0.0,134807.0,0.062154319132024044,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2012,85+,60154.0,0.0,60154.0,0.027734694141014742,1.0,0.0
36140,"Ocean City, NJ",2012,15-24,151.0,463.0,614.0,0.01661210465084819,0.24592833876221498,0.754071661237785
36140,"Ocean City, NJ",2012,25-34,1330.0,2545.0,3875.0,0.1048402370065745,0.3432258064516129,0.6567741935483871
36140,"Ocean City, NJ",2012,35-44,3162.0,1880.0,5042.0,0.13641405806119963,0.6271320904403015,0.3728679095596985
36140,"Ocean City, NJ",2012,45-54,6487.0,1618.0,8105.0,0.21928519250020292,0.8003701418877236,0.19962985811227638
36140,"Ocean City, NJ",2012,55-59,3821.0,766.0,4587.0,0.12410378507075025,0.8330063222149553,0.1669936777850447
36140,"Ocean City, NJ",2012,60-64,3569.0,0.0,3569.0,0.09656124022618436,1.0,0.0
36140,"Ocean City, NJ",2012,65-74,5956.0,0.0,5956.0,0.16114282622223425,1.0,0.0
36140,"Ocean City, NJ",2012,75-84,4102.0,0.0,4102.0,0.11098184572928221,1.0,0.0
36140,"Ocean City, NJ",2012,85+,1111.0,0.0,1111.0,0.03005871053272368,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,15-24,1457.0,7756.0,9213.0,0.020472150497971228,0.15814609790513404,0.841853902094866
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,25-34,30039.0,29376.0,59415.0,0.1320257051814784,0.5055793991416309,0.4944206008583691
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,35-44,62717.0,24568.0,87285.0,0.19395546035117972,0.7185312482098871,0.2814687517901128
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,45-54,91175.0,21471.0,112646.0,0.25030998208992367,0.8093940308577313,0.1906059691422687
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,55-59,41713.0,11329.0,53042.0,0.11786430117370997,0.7864145394215905,0.21358546057840957
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,60-64,38019.0,0.0,38019.0,0.08448178549683796,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,65-74,50192.0,0.0,50192.0,0.11153133374516139,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,75-84,29447.0,0.0,29447.0,0.06543399714683151,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2012,85+,10767.0,0.0,10767.0,0.023925284316906135,1.0,0.0
45940,"Trenton-Princeton, NJ",2012,15-24,453.0,3219.0,3672.0,0.030042216186143927,0.12336601307189543,0.8766339869281046
45940,"Trenton-Princeton, NJ",2012,25-34,6541.0,10593.0,17134.0,0.14018064600582517,0.3817555737130851,0.6182444262869149
45940,"Trenton-Princeton, NJ",2012,35-44,14124.0,9743.0,23867.0,0.1952662237785123,0.5917794444211673,0.4082205555788327
45940,"Trenton-Princeton, NJ",2012,45-54,22347.0,9085.0,31432.0,0.2571587524953366,0.7109633494527869,0.28903665054721306
45940,"Trenton-Princeton, NJ",2012,55-59,9802.0,3564.0,13366.0,0.10935301240305004,0.7333532844530899,0.26664671554691005
45940,"Trenton-Princeton, NJ",2012,60-64,8977.0,0.0,8977.0,0.07344470988644174,1.0,0.0
45940,"Trenton-Princeton, NJ",2012,65-74,12990.0,0.0,12990.0,0.10627679418791111,1.0,0.0
45940,"Trenton-Princeton, NJ",2012,75-84,6593.0,0.0,6593.0,0.053940177373433255,1.0,0.0
45940,"Trenton-Princeton, NJ",2012,85+,4197.0,0.0,4197.0,0.034337467683345876,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2012,15-24,0.0,923.0,923.0,0.02015856029003866,0.0,1.0
47220,"Vineland-Bridgeton, NJ",2012,25-34,2503.0,3678.0,6181.0,0.1349946491362177,0.40495065523378093,0.5950493447662191
47220,"Vineland-Bridgeton, NJ",2012,35-44,6639.0,2946.0,9585.0,0.2093388953196322,0.6926447574334899,0.30735524256651015
47220,"Vineland-Bridgeton, NJ",2012,45-54,7387.0,2458.0,9845.0,0.21501736300696705,0.7503301168105637,0.24966988318943625
47220,"Vineland-Bridgeton, NJ",2012,55-59,4361.0,1776.0,6137.0,0.13403367768143795,0.7106077888218999,0.28939221117810005
47220,"Vineland-Bridgeton, NJ",2012,60-64,3458.0,0.0,3458.0,0.07552362024155328,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2012,65-74,5144.0,0.0,5144.0,0.11234629916788608,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2012,75-84,3308.0,0.0,3308.0,0.0722475811911678,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2012,85+,1206.0,0.0,1206.0,0.026339353965099264,1.0,0.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,15-24,0.0,1097.0,1097.0,0.027974702912225227,0.0,1.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,25-34,1667.0,3083.0,4750.0,0.12113020859896975,0.3509473684210526,0.6490526315789473
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,35-44,3981.0,3045.0,7026.0,0.17917070434028665,0.5666097352690008,0.4333902647309991
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,45-54,8267.0,2182.0,10449.0,0.2664609578211863,0.7911761891090057,0.20882381089099436
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,55-59,4208.0,898.0,5106.0,0.1302085989697557,0.8241284763023894,0.17587152369761067
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,60-64,2760.0,0.0,2760.0,0.07038302647013822,1.0,0.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,65-74,4345.0,0.0,4345.0,0.11080226449737339,1.0,0.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,75-84,2368.0,0.0,2368.0,0.060386596623654816,1.0,0.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,85+,1313.0,0.0,1313.0,0.03348293976640995,1.0,0.0
12100,"Atlantic City-Hammonton, NJ",2013,15-24,274.0,1282.0,1556.0,0.016699937750874708,0.17609254498714652,0.8239074550128535
12100,"Atlantic City-Hammonton, NJ",2013,25-34,4423.0,7938.0,12361.0,0.13266576512761072,0.35781894668716124,0.6421810533128388
12100,"Atlantic City-Hammonton, NJ",2013,35-44,8977.0,5729.0,14706.0,0.15783373043982227,0.6104311165510676,0.3895688834489324
12100,"Atlantic City-Hammonton, NJ",2013,45-54,16651.0,7587.0,24238.0,0.2601369480756434,0.6869791236900734,0.3130208763099266
12100,"Atlantic City-Hammonton, NJ",2013,55-59,10261.0,2993.0,13254.0,0.14224998390108828,0.7741813792062774,0.22581862079372264
12100,"Atlantic City-Hammonton, NJ",2013,60-64,7458.0,0.0,7458.0,0.08004378903986091,1.0,0.0
12100,"Atlantic City-Hammonton, NJ",2013,65-74,11418.0,0.0,11418.0,0.12254491596368086,1.0,0.0
12100,"Atlantic City-Hammonton, NJ",2013,75-84,5939.0,0.0,5939.0,0.06374095777792088,1.0,0.0
12100,"Atlantic City-Hammonton, NJ",2013,85+,2244.0,0.0,2244.0,0.02408397192349797,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,15-24,3570.0,29431.0,33001.0,0.015402746273115088,0.10817854004424109,0.8918214599557589
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,25-34,88715.0,218381.0,307096.0,0.14333267990329235,0.2888836064292599,0.7111163935707401
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,35-44,244888.0,198307.0,443195.0,0.20685494786561745,0.5525513600108305,0.44744863998916956
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,45-54,361246.0,178764.0,540010.0,0.25204196887806063,0.6689616858947056,0.33103831410529433
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,55-59,176890.0,73783.0,250673.0,0.11699804904459193,0.7056603623046758,0.2943396376953242
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,60-64,152913.0,0.0,152913.0,0.07136996275448766,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,65-74,228833.0,0.0,228833.0,0.10680454040531331,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,75-84,125532.0,0.0,125532.0,0.0585902713601613,1.0,0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2013,85+,61287.0,0.0,61287.0,0.028604833515360275,1.0,0.0
36140,"Ocean City, NJ",2013,15-24,100.0,260.0,360.0,0.010260210334311853,0.2777777777777778,0.7222222222222222
36140,"Ocean City, NJ",2013,25-34,1558.0,1514.0,3072.0,0.08755379485279448,0.5071614583333334,0.4928385416666667
36140,"Ocean City, NJ",2013,35-44,2584.0,1169.0,3753.0,0.10696269273520106,0.6885158539834799,0.31148414601652014
36140,"Ocean City, NJ",2013,45-54,6214.0,1284.0,7498.0,0.21369738079630632,0.8287543344891971,0.1712456655108029
36140,"Ocean City, NJ",2013,55-59,3677.0,572.0,4249.0,0.12109898252914185,0.8653800894328078,0.13461991056719227
36140,"Ocean City, NJ",2013,60-64,4312.0,0.0,4312.0,0.12289451933764642,1.0,0.0
36140,"Ocean City, NJ",2013,65-74,6399.0,0.0,6399.0,0.1823752386923932,1.0,0.0
36140,"Ocean City, NJ",2013,75-84,4601.0,0.0,4601.0,0.13113118818935787,1.0,0.0
36140,"Ocean City, NJ",2013,85+,843.0,0.0,843.0,0.024025992532846922,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,15-24,1030.0,7136.0,8166.0,0.01826531000252753,0.12613274553024736,0.8738672544697527
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,25-34,27166.0,36428.0,63594.0,0.1422439535024168,0.42717866465389814,0.5728213353461018
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,35-44,59132.0,24882.0,84014.0,0.18791841226455397,0.7038350751065299,0.2961649248934701
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,45-54,89199.0,21236.0,110435.0,0.24701561475987358,0.8077058903427355,0.19229410965726446
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,55-59,44652.0,9635.0,54287.0,0.12142651042214204,0.8225173614309135,0.17748263856908653
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,60-64,36800.0,0.0,36800.0,0.08231244282304838,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,65-74,52131.0,0.0,52131.0,0.11660407491326998,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,75-84,26125.0,0.0,26125.0,0.05843512415087334,1.0,0.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,85+,11525.0,0.0,11525.0,0.025778557161294364,1.0,0.0
45940,"Trenton-Princeton, NJ",2013,15-24,26.0,2062.0,2088.0,0.017752233907787008,0.012452107279693486,0.9875478927203065
45940,"Trenton-Princeton, NJ",2013,25-34,5150.0,11935.0,17085.0,0.14525714382880317,0.30143400643839624,0.6985659935616038
45940,"Trenton-Princeton, NJ",2013,35-44,16730.0,8123.0,24853.0,0.21130089526352036,0.6731581700398342,0.32684182996016575
45940,"Trenton-Princeton, NJ",2013,45-54,20616.0,8435.0,29051.0,0.2469924076892339,0.7096485491033011,0.2903514508966989
45940,"Trenton-Princeton, NJ",2013,55-59,10183.0,2841.0,13024.0,0.11073040920259482,0.7818642506142506,0.2181357493857494
45940,"Trenton-Princeton, NJ",2013,60-64,8808.0,0.0,8808.0,0.07488586027767623,1.0,0.0
45940,"Trenton-Princeton, NJ",2013,65-74,12800.0,0.0,12800.0,0.10882595499026518,1.0,0.0
45940,"Trenton-Princeton, NJ",2013,75-84,6930.0,0.0,6930.0,0.05891905219394826,1.0,0.0
45940,"Trenton-Princeton, NJ",2013,85+,2980.0,0.0,2980.0,0.025336042646171113,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2013,15-24,189.0,1320.0,1509.0,0.03295047602410691,0.12524850894632206,0.8747514910536779
47220,"Vineland-Bridgeton, NJ",2013,25-34,2595.0,4548.0,7143.0,0.15597432090138877,0.3632927341453171,0.636707265854683
47220,"Vineland-Bridgeton, NJ",2013,35-44,4951.0,3832.0,8783.0,0.19178530876059044,0.5637026073095753,0.43629739269042467
47220,"Vineland-Bridgeton, NJ",2013,45-54,6869.0,3786.0,10655.0,0.23266224124377674,0.6446738620366025,0.35532613796339746
47220,"Vineland-Bridgeton, NJ",2013,55-59,4648.0,786.0,5434.0,0.1186566512359158,0.8553551711446449,0.14464482885535518
47220,"Vineland-Bridgeton, NJ",2013,60-64,3304.0,0.0,3304.0,0.07214603895536728,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2013,65-74,5319.0,0.0,5319.0,0.11614551489213032,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2013,75-84,2613.0,0.0,2613.0,0.05705738492444755,1.0,0.0
47220,"Vineland-Bridgeton, NJ",2013,85+,1036.0,0.0,1036.0,0.022622063062276182,1.0,0.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,15-24,33.0,547.0,580.0,0.013939962025620688,0.056896551724137934,0.9431034482758621
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,25-34,1629.0,2622.0,4251.0,0.10217030788088542,0.3832039520112915,0.6167960479887086
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,35-44,4867.0,2271.0,7138.0,0.17155767058427668,0.6818436536845055,0.31815634631549455
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,45-54,8055.0,2263.0,10318.0,0.24798711755233493,0.7806745493312658,0.21932545066873424
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,55-59,4103.0,827.0,4930.0,0.11848967721777585,0.8322515212981745,0.16774847870182555
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,60-64,3311.0,765.0,4076.0,0.09796428485591367,0.8123159960745829,0.18768400392541706
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,65-74,4087.0,1544.0,5631.0,0.13533780373494844,0.7258035872846741,0.27419641271532585
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,75-84,2362.0,629.0,2991.0,0.07188694210108876,0.7897024406552993,0.21029755934470076
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,85+,1263.0,429.0,1692.0,0.040666234047155525,0.7464539007092199,0.25354609929078015
12100,"Atlantic City-Hammonton, NJ",2014,15-24,171.0,1565.0,1736.0,0.01703012645065089,0.09850230414746544,0.9014976958525346
12100,"Atlantic City-Hammonton, NJ",2014,25-34,4334.0,8307.0,12641.0,0.12400796570430757,0.3428526224191124,0.6571473775808876
12100,"Atlantic City-Hammonton, NJ",2014,35-44,8780.0,7070.0,15850.0,0.15548819368825845,0.5539432176656152,0.44605678233438484
12100,"Atlantic City-Hammonton, NJ",2014,45-54,16511.0,6373.0,22884.0,0.22449159775155242,0.7215084775388918,0.2784915224611082
12100,"Atlantic City-Hammonton, NJ",2014,55-59,9175.0,2121.0,11296.0,0.11081354169732285,0.8122344192634561,0.1877655807365439
12100,"Atlantic City-Hammonton, NJ",2014,60-64,8553.0,2474.0,11027.0,0.10817465689592591,0.775641606964723,0.22435839303527705
12100,"Atlantic City-Hammonton, NJ",2014,65-74,11485.0,3946.0,15431.0,0.15137781178571078,0.7442809928066878,0.25571900719331214
12100,"Atlantic City-Hammonton, NJ",2014,75-84,6829.0,1594.0,8423.0,0.08262946721994957,0.8107562626142705,0.18924373738572955
12100,"Atlantic City-Hammonton, NJ",2014,85+,2143.0,506.0,2649.0,0.02598663880632155,0.8089845224613061,0.19101547753869386
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,15-24,3021.0,31652.0,34673.0,0.014774970714681096,0.0871283130966458,0.9128716869033542
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,25-34,88293.0,207135.0,295428.0,0.1258887332592163,0.2988646979974816,0.7011353020025184
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,35-44,238993.0,213722.0,452715.0,0.1929123775588167,0.5279104955656428,0.47208950443435715
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,45-54,345750.0,181556.0,527306.0,0.22469733532361288,0.6556913822334659,0.34430861776653404
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,55-59,180538.0,72817.0,253355.0,0.10796045065088193,0.7125890548834639,0.2874109451165361
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,60-64,156253.0,61966.0,218219.0,0.09298818488123306,0.7160375585993887,0.28396244140061133
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,65-74,230462.0,79661.0,310123.0,0.1321506141074913,0.7431309512677228,0.25686904873227717
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,75-84,126871.0,43955.0,170826.0,0.07279292669529931,0.7426913935817733,0.2573086064182267
35620,"New York-Newark-Jersey City, NY-NJ-PA",2014,85+,58350.0,25744.0,84094.0,0.0358344068087674,0.6938663876138607,0.30613361238613934
36140,"Ocean City, NJ",2014,15-24,94.0,887.0,981.0,0.024056499668947254,0.09582059123343527,0.9041794087665648
36140,"Ocean City, NJ",2014,25-34,2158.0,1212.0,3370.0,0.08264057480565977,0.6403560830860534,0.3596439169139466
36140,"Ocean City, NJ",2014,35-44,2295.0,2139.0,4434.0,0.10873243581255057,0.5175913396481732,0.4824086603518268
36140,"Ocean City, NJ",2014,45-54,6321.0,2123.0,8444.0,0.2070673631035582,0.7485788725722407,0.25142112742775935
36140,"Ocean City, NJ",2014,55-59,3149.0,620.0,3769.0,0.09242502268324383,0.8355001326611834,0.16449986733881666
36140,"Ocean City, NJ",2014,60-64,4690.0,623.0,5313.0,0.13028764805414553,0.8827404479578392,0.11725955204216074
36140,"Ocean City, NJ",2014,65-74,6935.0,995.0,7930.0,0.1944628362637632,0.8745271122320303,0.12547288776796975
36140,"Ocean City, NJ",2014,75-84,4205.0,631.0,4836.0,0.1185904509674097,0.869520264681555,0.130479735318445
36140,"Ocean City, NJ",2014,85+,1148.0,554.0,1702.0,0.04173716864072194,0.6745005875440658,0.3254994124559342
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,15-24,1267.0,7305.0,8572.0,0.01779807941863483,0.14780681287914138,0.8521931871208586
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,25-34,26713.0,32557.0,59270.0,0.12306254866337918,0.45070018559136155,0.5492998144086384
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,35-44,57786.0,25257.0,83043.0,0.1724225279003374,0.6958563635706803,0.30414363642931974
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,45-54,83731.0,25971.0,109702.0,0.22777472099662602,0.7632586461504804,0.2367413538495196
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,55-59,43878.0,8804.0,52682.0,0.10938385673501168,0.8328840970350404,0.16711590296495957
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,60-64,38129.0,6807.0,44936.0,0.0933008045678692,0.8485178921132277,0.1514821078867723
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,65-74,54994.0,12450.0,67444.0,0.14003425901894628,0.8154024079236107,0.1845975920763893
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,75-84,29540.0,8244.0,37784.0,0.07845107708279263,0.7818124073681981,0.21818759263180182
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2014,85+,12881.0,5311.0,18192.0,0.0377721256164028,0.7080584872471416,0.2919415127528584
45940,"Trenton-Princeton, NJ",2014,15-24,82.0,3271.0,3353.0,0.025485695174971876,0.02445571130331047,0.9755442886966895
45940,"Trenton-Princeton, NJ",2014,25-34,5200.0,11800.0,17000.0,0.12921467878751025,0.3058823529411765,0.6941176470588235
45940,"Trenton-Princeton, NJ",2014,35-44,14126.0,9178.0,23304.0,0.1771305220273023,0.6061620322691383,0.39383796773086166
45940,"Trenton-Princeton, NJ",2014,45-54,21794.0,9388.0,31182.0,0.23701012435012617,0.6989288692194214,0.30107113078057857
45940,"Trenton-Princeton, NJ",2014,55-59,10015.0,3548.0,13563.0,0.10309051108205892,0.7384059573840596,0.26159404261594044
45940,"Trenton-Princeton, NJ",2014,60-64,10114.0,2621.0,12735.0,0.09679699613876136,0.7941892422457794,0.20581075775422064
45940,"Trenton-Princeton, NJ",2014,65-74,13192.0,3750.0,16942.0,0.1287738287069411,0.7786565930822807,0.22134340691771928
45940,"Trenton-Princeton, NJ",2014,75-84,6464.0,2894.0,9358.0,0.07112888024079535,0.6907458858730497,0.3092541141269502
45940,"Trenton-Princeton, NJ",2014,85+,2618.0,1509.0,4127.0,0.031368763491532635,0.6343590986188514,0.3656409013811485
47220,"Vineland-Bridgeton, NJ",2014,15-24,176.0,1895.0,2071.0,0.04093451663273576,0.08498309995171414,0.9150169000482858
47220,"Vineland-Bridgeton, NJ",2014,25-34,2023.0,4128.0,6151.0,0.12157808392465361,0.32888961144529344,0.6711103885547065
47220,"Vineland-Bridgeton, NJ",2014,35-44,5074.0,4369.0,9443.0,0.1866463740043089,0.5373292385894314,0.4626707614105687
47220,"Vineland-Bridgeton, NJ",2014,45-54,7005.0,2704.0,9709.0,0.19190401834245843,0.7214955196209702,0.27850448037902975
47220,"Vineland-Bridgeton, NJ",2014,55-59,3886.0,1672.0,5558.0,0.10985709485501947,0.6991723641597697,0.3008276358402303
47220,"Vineland-Bridgeton, NJ",2014,60-64,3445.0,1192.0,4637.0,0.09165299547368214,0.742937243907699,0.25706275609230106
47220,"Vineland-Bridgeton, NJ",2014,65-74,5753.0,1747.0,7500.0,0.1482418516395549,0.7670666666666667,0.23293333333333333
47220,"Vineland-Bridgeton, NJ",2014,75-84,2998.0,1161.0,4159.0,0.08220504812918783,0.7208463572974273,0.27915364270257276
47220,"Vineland-Bridgeton, NJ",2014,85+,961.0,404.0,1365.0,0.026980016998398988,0.7040293040293041,0.295970695970696
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,15-24,92.0,573.0,665.0,0.015904144644010236,0.13834586466165413,0.8616541353383459
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,25-34,2257.0,2056.0,4313.0,0.10314973811972353,0.5233016461859494,0.47669835381405057
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,35-44,3730.0,2807.0,6537.0,0.1563389376509698,0.5705981337004742,0.42940186629952576
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,45-54,8295.0,1982.0,10277.0,0.2457848037691627,0.807142162109565,0.19285783789043495
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,55-59,3655.0,1383.0,5038.0,0.12048884318274221,0.7254863040889242,0.27451369591107583
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,60-64,2783.0,1039.0,3822.0,0.09140697869083778,0.728152799581371,0.271847200418629
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,65-74,4736.0,1717.0,6453.0,0.15432999306435796,0.733922206725554,0.266077793274446
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,75-84,2297.0,985.0,3282.0,0.07849233491976179,0.6998781230956733,0.3001218769043266
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,85+,1164.0,262.0,1426.0,0.03410422595843398,0.8162692847124825,0.18373071528751753
12100,"Atlantic City-Hammonton, NJ",2015,15-24,302.0,1737.0,2039.0,0.020026912083918557,0.14811181951937225,0.8518881804806278
12100,"Atlantic City-Hammonton, NJ",2015,25-34,4869.0,7217.0,12086.0,0.11870782709477179,0.4028628164818799,0.5971371835181202
12100,"Atlantic City-Hammonton, NJ",2015,35-44,9361.0,6975.0,16336.0,0.16045102295384675,0.5730288932419196,0.4269711067580803
12100,"Atlantic City-Hammonton, NJ",2015,45-54,16781.0,4940.0,21721.0,0.2133421075894041,0.7725703236499241,0.22742967635007597
12100,"Atlantic City-Hammonton, NJ",2015,55-59,8036.0,2939.0,10975.0,0.10779566460078772,0.7322095671981776,0.2677904328018223
12100,"Atlantic City-Hammonton, NJ",2015,60-64,8878.0,3022.0,11900.0,0.11688094840540991,0.7460504201680672,0.2539495798319328
12100,"Atlantic City-Hammonton, NJ",2015,65-74,12047.0,3165.0,15212.0,0.14941117539017612,0.7919405732316592,0.20805942676834077
12100,"Atlantic City-Hammonton, NJ",2015,75-84,6630.0,1331.0,7961.0,0.0781923722903755,0.8328099484989323,0.1671900515010677
12100,"Atlantic City-Hammonton, NJ",2015,85+,2248.0,1335.0,3583.0,0.03519196959130956,0.6274072006698298,0.37259279933017025
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,15-24,4529.0,33668.0,38197.0,0.016239924185059543,0.11856952116658376,0.8814304788334162
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,25-34,86269.0,213452.0,299721.0,0.12743006824279998,0.28783101617837925,0.7121689838216207
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,35-44,225060.0,213597.0,438657.0,0.18650041687163033,0.5130660174122378,0.4869339825877622
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,45-54,344050.0,178463.0,522513.0,0.22215282628761465,0.6584525169708696,0.34154748302913035
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,55-59,182240.0,76078.0,258318.0,0.1098270737397233,0.7054870353595181,0.2945129646404819
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,60-64,157879.0,59978.0,217857.0,0.09262458211860923,0.7246909670104702,0.27530903298952986
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,65-74,239240.0,76665.0,315905.0,0.13431089482632758,0.7573162817935771,0.24268371820642282
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,75-84,126045.0,45390.0,171435.0,0.07288769805654063,0.7352349286901741,0.2647650713098259
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,85+,60677.0,28763.0,89440.0,0.03802651567169478,0.6784101073345259,0.32158989266547405
36140,"Ocean City, NJ",2015,15-24,102.0,0.0,102.0,0.002635114188281492,1.0,0.0
36140,"Ocean City, NJ",2015,25-34,1864.0,1716.0,3580.0,0.09248734111811512,0.5206703910614525,0.4793296089385475
36140,"Ocean City, NJ",2015,35-44,2822.0,1302.0,4124.0,0.1065412834556164,0.6842870999030067,0.3157129000969932
36140,"Ocean City, NJ",2015,45-54,4713.0,2460.0,7173.0,0.185310530122972,0.6570472605604349,0.34295273943956506
36140,"Ocean City, NJ",2015,55-59,3431.0,734.0,4165.0,0.10760049602149427,0.8237695078031213,0.17623049219687875
36140,"Ocean City, NJ",2015,60-64,4341.0,679.0,5020.0,0.12968895318797147,0.8647410358565737,0.1352589641434263
36140,"Ocean City, NJ",2015,65-74,7056.0,793.0,7849.0,0.20277462023354345,0.8989680214040006,0.1010319785959995
36140,"Ocean City, NJ",2015,75-84,3679.0,1297.0,4976.0,0.12855223726361475,0.7393488745980707,0.26065112540192925
36140,"Ocean City, NJ",2015,85+,1600.0,119.0,1719.0,0.04440942440839103,0.9307737056428156,0.06922629435718441
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,15-24,1395.0,6965.0,8360.0,0.017591074844131714,0.16686602870813397,0.8331339712918661
