county_clean,county_fips_full,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
Sussex,34037,2008,35-44,10844.0,1656.0,12500.0,0.22473526186152712,0.86752,0.13248
Sussex,34037,2008,45-54,12488.0,2533.0,15021.0,0.27005986947375993,0.8313694161507224,0.16863058384927768
Sussex,34037,2008,55-59,6946.0,660.0,7606.0,0.13674691213750204,0.9132264002103603,0.08677359978963976
Sussex,34037,2008,60-64,4188.0,0.0,4188.0,0.07529530213408604,1.0,0.0
Sussex,34037,2008,65-74,5353.0,0.0,5353.0,0.09624062853958038,1.0,0.0
Sussex,34037,2008,75-84,2290.0,0.0,2290.0,0.04117149997303177,1.0,0.0
Sussex,34037,2008,85+,533.0,0.0,533.0,0.009582711565775516,1.0,0.0
Union,34039,2008,15-24,558.0,3427.0,3985.0,0.022001866155774315,0.14002509410288583,0.8599749058971142
Union,34039,2008,25-34,7625.0,12635.0,20260.0,0.1118589230403984,0.3763573543928924,0.6236426456071076
Union,34039,2008,35-44,21709.0,19151.0,40860.0,0.2255950441969733,0.5313020068526676,0.46869799314733235
Union,34039,2008,45-54,28567.0,15042.0,43609.0,0.2407727430833531,0.655071200898897,0.34492879910110297
Union,34039,2008,55-59,13704.0,5602.0,19306.0,0.1065917259732444,0.7098311405780586,0.29016885942194137
Union,34039,2008,60-64,10786.0,0.0,10786.0,0.05955134965023382,1.0,0.0
Union,34039,2008,65-74,13016.0,0.0,13016.0,0.07186356082397954,1.0,0.0
Union,34039,2008,75-84,10362.0,0.0,10362.0,0.05721037317594315,1.0,0.0
Union,34039,2008,85+,4579.0,0.0,4579.0,0.025281441688153224,1.0,0.0
Warren,34041,2008,15-24,101.0,480.0,581.0,0.01363849765258216,0.1738382099827883,0.8261617900172117
Warren,34041,2008,25-34,2535.0,2587.0,5122.0,0.12023474178403756,0.4949238578680203,0.5050761421319797
Warren,34041,2008,35-44,6925.0,2651.0,9576.0,0.2247887323943662,0.7231620718462823,0.2768379281537176
Warren,34041,2008,45-54,9749.0,2247.0,11996.0,0.2815962441314554,0.8126875625208403,0.1873124374791597
Warren,34041,2008,55-59,3027.0,817.0,3844.0,0.09023474178403756,0.7874609781477627,0.21253902185223725
Warren,34041,2008,60-64,2268.0,0.0,2268.0,0.05323943661971831,1.0,0.0
Warren,34041,2008,65-74,3428.0,0.0,3428.0,0.08046948356807512,1.0,0.0
Warren,34041,2008,75-84,2318.0,0.0,2318.0,0.0544131455399061,1.0,0.0
Warren,34041,2008,85+,790.0,0.0,790.0,0.018544600938967135,1.0,0.0
Atlantic,34001,2009,15-24,165.0,2179.0,2344.0,0.023052487682064495,0.0703924914675768,0.9296075085324232
Atlantic,34001,2009,25-34,6117.0,6512.0,12629.0,0.12420216166245415,0.4843613904505503,0.5156386095494497
Atlantic,34001,2009,35-44,13186.0,5656.0,18842.0,0.1853050225705884,0.6998195520645367,0.30018044793546333
Atlantic,34001,2009,45-54,19467.0,5593.0,25060.0,0.24645705687394892,0.7768156424581005,0.22318435754189944
Atlantic,34001,2009,55-59,7619.0,2090.0,9709.0,0.09548489885032602,0.7847358121330724,0.21526418786692758
Atlantic,34001,2009,60-64,6950.0,0.0,6950.0,0.06835101936448304,1.0,0.0
Atlantic,34001,2009,65-74,10632.0,0.0,10632.0,0.10456230760909117,1.0,0.0
Atlantic,34001,2009,75-84,5673.0,0.0,5673.0,0.05579213422369961,1.0,0.0
Atlantic,34001,2009,85+,2037.0,0.0,2037.0,0.020033241215172942,1.0,0.0
Bergen,34003,2009,15-24,1563.0,5089.0,6652.0,0.019764971549969545,0.23496692723992785,0.7650330727600722
Bergen,34003,2009,25-34,14459.0,28399.0,42858.0,0.12734322770423853,0.3373699192682813,0.6626300807317187
Bergen,34003,2009,35-44,42218.0,24382.0,66600.0,0.1978874181040246,0.6339039039039039,0.3660960960960961
Bergen,34003,2009,45-54,58791.0,20514.0,79305.0,0.2356375629540491,0.741327785133346,0.25867221486665404
Bergen,34003,2009,55-59,23148.0,9714.0,32862.0,0.09764228729331016,0.7044002190980464,0.2955997809019536
Bergen,34003,2009,60-64,22848.0,0.0,22848.0,0.06788786379640772,1.0,0.0
Bergen,34003,2009,65-74,29058.0,0.0,29058.0,0.08633952845745867,1.0,0.0
Bergen,34003,2009,75-84,20107.0,0.0,20107.0,0.05974357831557992,1.0,0.0
Bergen,34003,2009,85+,9525.0,0.0,9525.0,0.028301466327940457,1.0,0.0
Burlington,34005,2009,15-24,975.0,3257.0,4232.0,0.025376418878808413,0.2303875236294896,0.7696124763705104
Burlington,34005,2009,25-34,10957.0,9036.0,19993.0,0.11988439098393586,0.5480418146351222,0.4519581853648777
Burlington,34005,2009,35-44,26387.0,8101.0,34488.0,0.20680102417115892,0.7651067037810253,0.23489329621897473
Burlington,34005,2009,45-54,32990.0,6548.0,39538.0,0.2370824313871283,0.8343871718346907,0.1656128281653093
Burlington,34005,2009,55-59,14103.0,3500.0,17603.0,0.10555319034113055,0.8011702550701585,0.1988297449298415
Burlington,34005,2009,60-64,12403.0,0.0,12403.0,0.07437233538607295,1.0,0.0
Burlington,34005,2009,65-74,16367.0,0.0,16367.0,0.09814174097104378,1.0,0.0
Burlington,34005,2009,75-84,11151.0,0.0,11151.0,0.06686494492381678,1.0,0.0
Burlington,34005,2009,85+,4121.0,0.0,4121.0,0.024710827551883145,1.0,0.0
Camden,34007,2009,15-24,748.0,4133.0,4881.0,0.02532190622438498,0.15324728539233765,0.8467527146076623
Camden,34007,2009,25-34,15079.0,15299.0,30378.0,0.1575965718673155,0.49637895845677793,0.5036210415432221
Camden,34007,2009,35-44,25702.0,11270.0,36972.0,0.1918052687826186,0.6951747268202965,0.30482527317970354
Camden,34007,2009,45-54,33390.0,11567.0,44957.0,0.2332302680044408,0.7427097003803634,0.25729029961963656
Camden,34007,2009,55-59,14416.0,3138.0,17554.0,0.09106755621037778,0.8212373248262504,0.17876267517374958
Camden,34007,2009,60-64,12328.0,0.0,12328.0,0.06395584100270806,1.0,0.0
Camden,34007,2009,65-74,16498.0,0.0,16498.0,0.08558918436588883,1.0,0.0
Camden,34007,2009,75-84,12054.0,0.0,12054.0,0.06253436952033119,1.0,0.0
Camden,34007,2009,85+,3680.0,0.0,3680.0,0.019091295821703897,1.0,0.0
Cape May,34009,2009,15-24,299.0,3806.0,4105.0,0.08736087169337504,0.0728380024360536,0.9271619975639465
Cape May,34009,2009,25-34,1754.0,2656.0,4410.0,0.093851752537828,0.39773242630385486,0.6022675736961451
Cape May,34009,2009,35-44,3173.0,2794.0,5967.0,0.12698716720934686,0.5317580023462376,0.46824199765376234
Cape May,34009,2009,45-54,7596.0,1786.0,9382.0,0.1996637510906808,0.8096354721807717,0.1903645278192283
Cape May,34009,2009,55-59,3673.0,1039.0,4712.0,0.10027878865266339,0.7794991511035654,0.22050084889643465
Cape May,34009,2009,60-64,3360.0,0.0,3360.0,0.07150609717167848,1.0,0.0
Cape May,34009,2009,65-74,7007.0,0.0,7007.0,0.14912000681010448,1.0,0.0
Cape May,34009,2009,75-84,3962.0,0.0,3962.0,0.08431760624827087,1.0,0.0
Cape May,34009,2009,85+,891.0,0.0,891.0,0.01896188469641831,1.0,0.0
Cumberland,34011,2009,15-24,203.0,980.0,1183.0,0.02292768959435626,0.17159763313609466,0.8284023668639053
Cumberland,34011,2009,25-34,4175.0,3820.0,7995.0,0.15495086923658352,0.5222013758599124,0.47779862414008756
Cumberland,34011,2009,35-44,5792.0,4099.0,9891.0,0.1916971916971917,0.5855828530987767,0.41441714690122333
Cumberland,34011,2009,45-54,8380.0,2728.0,11108.0,0.21528383433145337,0.7544112351458409,0.24558876485415918
Cumberland,34011,2009,55-59,3745.0,886.0,4631.0,0.08975328022947071,0.8086806305333621,0.19131936946663788
Cumberland,34011,2009,60-64,3664.0,0.0,3664.0,0.07101188053569006,1.0,0.0
Cumberland,34011,2009,65-74,4665.0,0.0,4665.0,0.09041223326937613,1.0,0.0
Cumberland,34011,2009,75-84,3101.0,0.0,3101.0,0.060100393433726765,1.0,0.0
Cumberland,34011,2009,85+,1216.0,0.0,1216.0,0.02356726166249976,1.0,0.0
Essex,34013,2009,15-24,592.0,7980.0,8572.0,0.031129591632923573,0.06906206252916472,0.9309379374708353
Essex,34013,2009,25-34,9297.0,35134.0,44431.0,0.16135311314074047,0.2092457968535482,0.7907542031464518
Essex,34013,2009,35-44,26181.0,33106.0,59287.0,0.21530332467815444,0.4415976520991111,0.5584023479008889
Essex,34013,2009,45-54,30254.0,27243.0,57497.0,0.20880286165634704,0.5261839748160774,0.47381602518392263
Essex,34013,2009,55-59,16619.0,11257.0,27876.0,0.10123290904799084,0.5961759219400201,0.4038240780599799
Essex,34013,2009,60-64,13583.0,0.0,13583.0,0.04932725655039675,1.0,0.0
Essex,34013,2009,65-74,16039.0,0.0,16039.0,0.058246327601547035,1.0,0.0
Essex,34013,2009,75-84,10988.0,0.0,10988.0,0.03990340094056979,1.0,0.0
Essex,34013,2009,85+,3783.0,0.0,3783.0,0.013738129391898026,1.0,0.0
Gloucester,34015,2009,15-24,564.0,1348.0,1912.0,0.018795218622208242,0.29497907949790797,0.7050209205020921
Gloucester,34015,2009,25-34,10038.0,4862.0,14900.0,0.1464690154136521,0.6736912751677853,0.3263087248322148
Gloucester,34015,2009,35-44,17638.0,3868.0,21506.0,0.21140688895879206,0.8201432158467404,0.17985678415325956
Gloucester,34015,2009,45-54,21479.0,3725.0,25204.0,0.24775872916011324,0.8522059990477702,0.1477940009522298
Gloucester,34015,2009,55-59,9009.0,830.0,9839.0,0.09671870084932369,0.9156418335196667,0.08435816648033337
Gloucester,34015,2009,60-64,7218.0,0.0,7218.0,0.07095391632588864,1.0,0.0
Gloucester,34015,2009,65-74,8765.0,0.0,8765.0,0.08616113557722554,1.0,0.0
Gloucester,34015,2009,75-84,5749.0,0.0,5749.0,0.05651344762503932,1.0,0.0
Gloucester,34015,2009,85+,1767.0,0.0,1767.0,0.017369849009122366,1.0,0.0
Hudson,34017,2009,15-24,222.0,6960.0,7182.0,0.0308578057530774,0.030910609857978277,0.9690893901420217
Hudson,34017,2009,25-34,11409.0,47343.0,58752.0,0.2524307718747986,0.1941891339869281,0.805810866013072
Hudson,34017,2009,35-44,18520.0,32956.0,51476.0,0.22116909063567425,0.35977931463206153,0.6402206853679384
Hudson,34017,2009,45-54,17123.0,28198.0,45321.0,0.1947238393950461,0.37781602347697535,0.6221839765230246
Hudson,34017,2009,55-59,7125.0,10601.0,17726.0,0.07616060495391952,0.40195193501071874,0.5980480649892813
Hudson,34017,2009,60-64,6850.0,0.0,6850.0,0.029431351908741327,1.0,0.0
Hudson,34017,2009,65-74,8300.0,0.0,8300.0,0.0356613461084019,1.0,0.0
Hudson,34017,2009,75-84,6349.0,0.0,6349.0,0.0272787814990655,1.0,0.0
Hudson,34017,2009,85+,1470.0,0.0,1470.0,0.00631592515413865,1.0,0.0
Hunterdon,34019,2009,15-24,71.0,237.0,308.0,0.006600660066006601,0.2305194805194805,0.7694805194805194
Hunterdon,34019,2009,25-34,1743.0,1228.0,2971.0,0.06367065277956367,0.5866711544934365,0.41332884550656346
Hunterdon,34019,2009,35-44,8360.0,1763.0,10123.0,0.21694312288371695,0.8258421416576114,0.17415785834238862
Hunterdon,34019,2009,45-54,12510.0,1758.0,14268.0,0.3057734344863058,0.8767872161480236,0.12321278385197645
Hunterdon,34019,2009,55-59,4667.0,473.0,5140.0,0.11015387253011015,0.907976653696498,0.09202334630350195
Hunterdon,34019,2009,60-64,3933.0,0.0,3933.0,0.08428700012858428,1.0,0.0
Hunterdon,34019,2009,65-74,4501.0,0.0,4501.0,0.09645964596459645,1.0,0.0
Hunterdon,34019,2009,75-84,2661.0,0.0,2661.0,0.057027131284557026,1.0,0.0
Hunterdon,34019,2009,85+,1052.0,0.0,1052.0,0.022545111654022544,1.0,0.0
Mercer,34021,2009,15-24,89.0,2391.0,2480.0,0.019697547337654085,0.03588709677419355,0.9641129032258065
Mercer,34021,2009,25-34,7180.0,9969.0,17149.0,0.13620695132799593,0.41868330514898827,0.5813166948510117
Mercer,34021,2009,35-44,16384.0,8414.0,24798.0,0.19695958825772017,0.6606984434228567,0.33930155657714334
Mercer,34021,2009,45-54,21473.0,10070.0,31543.0,0.25053215148049307,0.6807532574580731,0.3192467425419269
Mercer,34021,2009,55-59,8802.0,2017.0,10819.0,0.08593055026051595,0.8135687216933173,0.18643127830668269
Mercer,34021,2009,60-64,9357.0,0.0,9357.0,0.07431852840259245,1.0,0.0
Mercer,34021,2009,65-74,10743.0,0.0,10743.0,0.08532691574532977,1.0,0.0
Mercer,34021,2009,75-84,7204.0,0.0,7204.0,0.05721819799212098,1.0,0.0
Mercer,34021,2009,85+,2187.0,0.0,2187.0,0.01737037743042318,1.0,0.0
Middlesex,34023,2009,15-24,240.0,4219.0,4459.0,0.016386032735317246,0.05382372729311505,0.946176272706885
Middlesex,34023,2009,25-34,15064.0,26866.0,41930.0,0.15408529997574616,0.35926544240400665,0.6407345575959933
Middlesex,34023,2009,35-44,37289.0,20753.0,58042.0,0.21329403723329976,0.642448571723924,0.35755142827607594
Middlesex,34023,2009,45-54,49660.0,15332.0,64992.0,0.23883405237356775,0.7640940423436731,0.23590595765632694
Middlesex,34023,2009,55-59,19179.0,6713.0,25892.0,0.09514849957004579,0.7407307276378804,0.25926927236211955
Middlesex,34023,2009,60-64,15742.0,0.0,15742.0,0.057849052998287534,1.0,0.0
Middlesex,34023,2009,65-74,23208.0,0.0,23208.0,0.08528527645688332,1.0,0.0
Middlesex,34023,2009,75-84,16013.0,0.0,16013.0,0.058844929847641864,1.0,0.0
Middlesex,34023,2009,85+,5403.0,0.0,5403.0,0.019855065007606882,1.0,0.0
Monmouth,34025,2009,15-24,560.0,3567.0,4127.0,0.017852508089214958,0.13569178580082383,0.8643082141991761
Monmouth,34025,2009,25-34,9334.0,12650.0,21984.0,0.09509802225182981,0.4245815138282387,0.5754184861717613
Monmouth,34025,2009,35-44,34563.0,12497.0,47060.0,0.20357136677452287,0.7344453888652783,0.2655546111347216
Monmouth,34025,2009,45-54,49597.0,11264.0,60861.0,0.2632715034692783,0.8149225283843512,0.18507747161564878
Monmouth,34025,2009,55-59,20689.0,3936.0,24625.0,0.10652241620957556,0.8401624365482233,0.15983756345177666
Monmouth,34025,2009,60-64,17804.0,0.0,17804.0,0.07701624764244805,1.0,0.0
Monmouth,34025,2009,65-74,22416.0,0.0,22416.0,0.09696676068035921,1.0,0.0
Monmouth,34025,2009,75-84,12979.0,0.0,12979.0,0.056144342740470296,1.0,0.0
Monmouth,34025,2009,85+,4418.0,0.0,4418.0,0.01911131105843268,1.0,0.0
Morris,34027,2009,15-24,219.0,2352.0,2571.0,0.014660599425208703,0.08518086347724621,0.9148191365227538
Morris,34027,2009,25-34,8725.0,8773.0,17498.0,0.09977875096939008,0.49862841467596297,0.501371585324037
Morris,34027,2009,35-44,29583.0,8924.0,38507.0,0.21957825829113636,0.7682499285844132,0.2317500714155868
Morris,34027,2009,45-54,37481.0,7936.0,45417.0,0.25898111400027374,0.8252636677895943,0.1747363322104058
Morris,34027,2009,55-59,14360.0,2751.0,17111.0,0.09757196295789426,0.8392262287417451,0.16077377125825493
Morris,34027,2009,60-64,13952.0,0.0,13952.0,0.0795584143059167,1.0,0.0
Morris,34027,2009,65-74,16664.0,0.0,16664.0,0.09502303727019752,1.0,0.0
Morris,34027,2009,75-84,9284.0,0.0,9284.0,0.05294010309748643,1.0,0.0
Morris,34027,2009,85+,3986.0,0.0,3986.0,0.022729346288946673,1.0,0.0
Ocean,34029,2009,15-24,319.0,2261.0,2580.0,0.011886935888870971,0.12364341085271317,0.8763565891472869
Ocean,34029,2009,25-34,14046.0,7895.0,21941.0,0.10108963578981317,0.6401713686705255,0.3598286313294745
Ocean,34029,2009,35-44,26717.0,7786.0,34503.0,0.1589670344859361,0.7743384633220299,0.22566153667797004
Ocean,34029,2009,45-54,34086.0,9306.0,43392.0,0.1999216752286392,0.7855365044247787,0.21446349557522124
Ocean,34029,2009,55-59,16814.0,2407.0,19221.0,0.08855767237208874,0.8747723843712606,0.1252276156287394
Ocean,34029,2009,60-64,17125.0,0.0,17125.0,0.07890068879725402,1.0,0.0
Ocean,34029,2009,65-74,33878.0,0.0,33878.0,0.15608744730355456,1.0,0.0
Ocean,34029,2009,75-84,26536.0,0.0,26536.0,0.1222603607546822,1.0,0.0
Ocean,34029,2009,85+,8265.0,0.0,8265.0,0.038079660899813406,1.0,0.0
Passaic,34031,2009,15-24,393.0,2363.0,2756.0,0.017327230660899307,0.14259796806966618,0.8574020319303338
Passaic,34031,2009,25-34,6564.0,14763.0,21327.0,0.13408485061865003,0.30777887185258124,0.6922211281474188
Passaic,34031,2009,35-44,16187.0,18000.0,34187.0,0.2149368775777085,0.47348407289320504,0.526515927106795
Passaic,34031,2009,45-54,22792.0,13899.0,36691.0,0.23067976058746606,0.621187757215666,0.378812242784334
Passaic,34031,2009,55-59,10757.0,4729.0,15486.0,0.09736193541897194,0.6946274053984244,0.3053725946015756
Passaic,34031,2009,60-64,8111.0,0.0,8111.0,0.0509946182476612,1.0,0.0
Passaic,34031,2009,65-74,12652.0,0.0,12652.0,0.07954431143748114,1.0,0.0
Passaic,34031,2009,75-84,8805.0,0.0,8805.0,0.05535786138215471,1.0,0.0
Passaic,34031,2009,85+,2725.0,0.0,2725.0,0.01713233075143346,1.0,0.0
Salem,34033,2009,15-24,88.0,336.0,424.0,0.016407398808141786,0.20754716981132076,0.7924528301886793
Salem,34033,2009,25-34,2125.0,1611.0,3736.0,0.14457085364909836,0.5687901498929336,0.43120985010706636
Salem,34033,2009,35-44,3615.0,1208.0,4823.0,0.1866341614426128,0.7495334853825419,0.250466514617458
Salem,34033,2009,45-54,3884.0,1382.0,5266.0,0.2037767974614968,0.7375617166729966,0.2624382833270034
Salem,34033,2009,55-59,2016.0,363.0,2379.0,0.0920594381239842,0.8474148802017655,0.15258511979823455
Salem,34033,2009,60-64,2154.0,0.0,2154.0,0.08335268168098445,1.0,0.0
Salem,34033,2009,65-74,2592.0,0.0,2592.0,0.10030183422335733,1.0,0.0
Salem,34033,2009,75-84,1706.0,0.0,1706.0,0.06601656218558935,1.0,0.0
Salem,34033,2009,85+,869.0,0.0,869.0,0.03362742821763021,1.0,0.0
Somerset,34035,2009,15-24,192.0,1011.0,1203.0,0.010449874479895068,0.1596009975062344,0.8403990024937655
Somerset,34035,2009,25-34,6816.0,6633.0,13449.0,0.1168249059685027,0.5068034798126255,0.49319652018737453
Somerset,34035,2009,35-44,20318.0,6904.0,27222.0,0.23646424197149088,0.7463816031151275,0.25361839688487253
Somerset,34035,2009,45-54,25149.0,4550.0,29699.0,0.2579807333153812,0.8467961884238526,0.15320381157614735
Somerset,34035,2009,55-59,10014.0,1977.0,11991.0,0.10415997081331817,0.835126344758569,0.16487365524143108
Somerset,34035,2009,60-64,8294.0,0.0,8294.0,0.0720459342778468,1.0,0.0
Somerset,34035,2009,65-74,10620.0,0.0,10620.0,0.09225076224146768,1.0,0.0
Somerset,34035,2009,75-84,5059.0,0.0,5059.0,0.04394506649525282,1.0,0.0
Somerset,34035,2009,85+,1885.0,0.0,1885.0,0.016374075972237907,1.0,0.0
Sussex,34037,2009,15-24,152.0,626.0,778.0,0.014077371259001919,0.1953727506426735,0.8046272493573264
Sussex,34037,2009,25-34,4471.0,1429.0,5900.0,0.10675641443201969,0.7577966101694915,0.2422033898305085
Sussex,34037,2009,35-44,9565.0,1780.0,11345.0,0.20527991893750225,0.8431026884089907,0.15689731159100925
Sussex,34037,2009,45-54,14263.0,2149.0,16412.0,0.2969637751963232,0.8690592249573483,0.13094077504265172
Sussex,34037,2009,55-59,4663.0,916.0,5579.0,0.10094814171461658,0.8358128696899085,0.1641871303100914
Sussex,34037,2009,60-64,5125.0,0.0,5125.0,0.09273332609561032,1.0,0.0
Sussex,34037,2009,65-74,5494.0,0.0,5494.0,0.09941012557449426,1.0,0.0
Sussex,34037,2009,75-84,2499.0,0.0,2499.0,0.045217674519596136,1.0,0.0
Sussex,34037,2009,85+,681.0,0.0,681.0,0.012322223428509391,1.0,0.0
Union,34039,2009,15-24,206.0,3480.0,3686.0,0.020071005401637917,0.05588714053174173,0.9441128594682583
Union,34039,2009,25-34,8481.0,16437.0,24918.0,0.13568348144276007,0.34035636888995907,0.659643631110041
Union,34039,2009,35-44,21509.0,16677.0,38186.0,0.20793038856943719,0.5632692609857015,0.43673073901429843
Union,34039,2009,45-54,29568.0,14696.0,44264.0,0.24102631120404253,0.6679920477137177,0.3320079522862823
Union,34039,2009,55-59,12849.0,5539.0,18388.0,0.10012632862868096,0.6987709375679791,0.3012290624320209
Union,34039,2009,60-64,11203.0,0.0,11203.0,0.061002570134169716,1.0,0.0
Union,34039,2009,65-74,14550.0,0.0,14550.0,0.0792276529012023,1.0,0.0
Union,34039,2009,75-84,10285.0,0.0,10285.0,0.05600387698205262,1.0,0.0
Union,34039,2009,85+,4931.0,0.0,4931.0,0.02685027879421502,1.0,0.0
Warren,34041,2009,15-24,70.0,739.0,809.0,0.019478486986251896,0.0865265760197775,0.9134734239802225
Warren,34041,2009,25-34,2633.0,1969.0,4602.0,0.11080345749163316,0.5721425467188179,0.4278574532811821
Warren,34041,2009,35-44,5279.0,3623.0,8902.0,0.21433558856812654,0.5930128061109863,0.4069871938890137
Warren,34041,2009,45-54,9058.0,1819.0,10877.0,0.2618881371439578,0.8327663877907511,0.16723361220924887
Warren,34041,2009,55-59,2644.0,651.0,3295.0,0.07933450509233621,0.8024279210925644,0.1975720789074355
Warren,34041,2009,60-64,3195.0,0.0,3195.0,0.07692678111381311,1.0,0.0
Warren,34041,2009,65-74,3875.0,0.0,3875.0,0.0932993041677702,1.0,0.0
Warren,34041,2009,75-84,2347.0,0.0,2347.0,0.056509281775937205,1.0,0.0
Warren,34041,2009,85+,959.0,0.0,959.0,0.02309007295403655,1.0,0.0
Atlantic,34001,2010,15-24,419.0,2231.0,2650.0,0.026474584398976982,0.15811320754716982,0.8418867924528302
Atlantic,34001,2010,25-34,6391.0,4280.0,10671.0,0.10660765664961637,0.5989129416174679,0.4010870583825321
Atlantic,34001,2010,35-44,13499.0,5247.0,18746.0,0.18728021099744246,0.7201002880614531,0.2798997119385469
Atlantic,34001,2010,45-54,19945.0,5116.0,25061.0,0.25036964514066495,0.7958581062208212,0.2041418937791788
Atlantic,34001,2010,55-59,8036.0,2604.0,10640.0,0.10629795396419438,0.7552631578947369,0.24473684210526317
Atlantic,34001,2010,60-64,7150.0,0.0,7150.0,0.07143142583120204,1.0,0.0
Atlantic,34001,2010,65-74,9828.0,0.0,9828.0,0.09818574168797954,1.0,0.0
Atlantic,34001,2010,75-84,6402.0,0.0,6402.0,0.06395859974424553,1.0,0.0
Atlantic,34001,2010,85+,1845.0,0.0,1845.0,0.018432304987212277,1.0,0.0
Bergen,34003,2010,15-24,437.0,5543.0,5980.0,0.017957850103002385,0.07307692307692308,0.926923076923077
Bergen,34003,2010,25-34,13664.0,24801.0,38465.0,0.1155098167578573,0.35523202911737944,0.6447679708826206
Bergen,34003,2010,35-44,41040.0,24039.0,65079.0,0.1954312586711191,0.6306181717604757,0.36938182823952426
Bergen,34003,2010,45-54,53508.0,23234.0,76742.0,0.23045507234190785,0.6972453154726226,0.30275468452737747
Bergen,34003,2010,55-59,27610.0,9221.0,36831.0,0.11060293932168576,0.7496402487035377,0.2503597512964622
Bergen,34003,2010,60-64,21387.0,0.0,21387.0,0.06422483949045352,1.0,0.0
Bergen,34003,2010,65-74,31315.0,0.0,31315.0,0.09403847424339794,1.0,0.0
Bergen,34003,2010,75-84,22382.0,0.0,22382.0,0.06721280953267549,1.0,0.0
Bergen,34003,2010,85+,8836.0,0.0,8836.0,0.026534375168917903,1.0,0.0
Burlington,34005,2010,15-24,379.0,1899.0,2278.0,0.013893547855892559,0.16637401229148377,0.8336259877085163
Burlington,34005,2010,25-34,11305.0,8691.0,19996.0,0.12195583095980142,0.5653630726145229,0.4346369273854771
Burlington,34005,2010,35-44,22884.0,7394.0,30278.0,0.184665865663176,0.755796287733668,0.244203712266332
Burlington,34005,2010,45-54,35988.0,7188.0,43176.0,0.2633309140588311,0.8335186214563647,0.16648137854363534
Burlington,34005,2010,55-59,13094.0,1406.0,14500.0,0.08843566457877178,0.9030344827586206,0.0969655172413793
Burlington,34005,2010,60-64,13714.0,0.0,13714.0,0.08364184165746733,1.0,0.0
Burlington,34005,2010,65-74,17218.0,0.0,17218.0,0.10501277742877879,1.0,0.0
Burlington,34005,2010,75-84,11323.0,0.0,11323.0,0.06905910551899537,1.0,0.0
Burlington,34005,2010,85+,3447.0,0.0,3447.0,0.021023292124346643,1.0,0.0
Camden,34007,2010,15-24,1479.0,3681.0,5160.0,0.027172911345743702,0.2866279069767442,0.7133720930232558
Camden,34007,2010,25-34,12602.0,15373.0,27975.0,0.14731825482503488,0.45047363717605005,0.54952636282395
Camden,34007,2010,35-44,25408.0,11761.0,37169.0,0.19573448484688907,0.6835804030240255,0.3164195969759746
Camden,34007,2010,45-54,30404.0,12054.0,42458.0,0.22358671897627636,0.7160959065429365,0.28390409345706347
Camden,34007,2010,55-59,14465.0,4539.0,19004.0,0.10007635798730878,0.7611555462007998,0.23884445379920016
Camden,34007,2010,60-64,14154.0,0.0,14154.0,0.0745359277495458,1.0,0.0
Camden,34007,2010,65-74,16247.0,0.0,16247.0,0.08555780826246083,1.0,0.0
Camden,34007,2010,75-84,9860.0,0.0,9860.0,0.05192343136996761,1.0,0.0
Camden,34007,2010,85+,2746.0,0.0,2746.0,0.014460622975855078,1.0,0.0
Cape May,34009,2010,15-24,568.0,897.0,1465.0,0.034258588031709655,0.38771331058020475,0.6122866894197952
Cape May,34009,2010,25-34,1863.0,2388.0,4251.0,0.09940836704627833,0.4382498235709245,0.5617501764290755
Cape May,34009,2010,35-44,3976.0,1455.0,5431.0,0.12700231508547108,0.7320935371018229,0.26790646289817716
Cape May,34009,2010,45-54,6507.0,1863.0,8370.0,0.19572995346444355,0.7774193548387097,0.22258064516129034
Cape May,34009,2010,55-59,3835.0,862.0,4697.0,0.10983794401702407,0.8164786033638493,0.18352139663615075
Cape May,34009,2010,60-64,4328.0,0.0,4328.0,0.1012089890793443,1.0,0.0
Cape May,34009,2010,65-74,6336.0,0.0,6336.0,0.14816547014942824,1.0,0.0
Cape May,34009,2010,75-84,4082.0,0.0,4082.0,0.09545635245422444,1.0,0.0
Cape May,34009,2010,85+,1042.0,0.0,1042.0,0.024366859200710893,1.0,0.0
Cumberland,34011,2010,15-24,354.0,1686.0,2040.0,0.040607520353524294,0.17352941176470588,0.8264705882352941
Cumberland,34011,2010,25-34,2836.0,3596.0,6432.0,0.12803312299699424,0.44092039800995025,0.5590796019900498
Cumberland,34011,2010,35-44,5026.0,3851.0,8877.0,0.17670243047952705,0.5661822687844993,0.4338177312155007
Cumberland,34011,2010,45-54,8349.0,2311.0,10660.0,0.21219419949439655,0.7832082551594747,0.21679174484052532
Cumberland,34011,2010,55-59,3640.0,1892.0,5532.0,0.11011804048808647,0.6579898770788142,0.3420101229211858
Cumberland,34011,2010,60-64,3925.0,0.0,3925.0,0.07812966538607002,1.0,0.0
Cumberland,34011,2010,65-74,5007.0,0.0,5007.0,0.0996675756912236,1.0,0.0
Cumberland,34011,2010,75-84,2818.0,0.0,2818.0,0.056094113900113464,1.0,0.0
Cumberland,34011,2010,85+,1264.0,0.0,1264.0,0.025160738101399367,1.0,0.0
Essex,34013,2010,15-24,701.0,6824.0,7525.0,0.027322205964047244,0.09315614617940199,0.906843853820598
