county_clean,county_fips_full,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
Essex,34013,2019,75-84,12090.0,8412.0,20502.0,0.06926912992945373,0.5896985659935616,0.41030143400643837
Essex,34013,2019,85+,5751.0,3518.0,9269.0,0.03131672838338244,0.6204552810443413,0.37954471895565867
Gloucester,34015,2019,15-24,703.0,1264.0,1967.0,0.01843400028114896,0.35739705134722927,0.6426029486527707
Gloucester,34015,2019,25-34,6788.0,4999.0,11787.0,0.1104634272058479,0.5758886909306864,0.42411130906931366
Gloucester,34015,2019,35-44,15192.0,3817.0,19009.0,0.17814535401340142,0.799200378767952,0.20079962123204798
Gloucester,34015,2019,45-54,16906.0,3469.0,20375.0,0.19094700342064572,0.8297423312883435,0.17025766871165643
Gloucester,34015,2019,55-59,9472.0,1574.0,11046.0,0.10351904784218172,0.857504979177983,0.142495020822017
Gloucester,34015,2019,60-64,10762.0,2539.0,13301.0,0.12465207815941146,0.8091120968348244,0.19088790316517554
Gloucester,34015,2019,65-74,14102.0,2696.0,16798.0,0.1574246755072396,0.8395047029408262,0.1604952970591737
Gloucester,34015,2019,75-84,6915.0,1769.0,8684.0,0.0813832528934914,0.7962920313219715,0.20370796867802857
Gloucester,34015,2019,85+,2575.0,1163.0,3738.0,0.03503116067663183,0.6888710540395934,0.31112894596040663
Hudson,34017,2019,15-24,417.0,6989.0,7406.0,0.027772777727777278,0.0563056980826357,0.9436943019173643
Hudson,34017,2019,25-34,10217.0,53526.0,63743.0,0.23903864038640388,0.16028426650769495,0.839715733492305
Hudson,34017,2019,35-44,16960.0,42341.0,59301.0,0.2223809738097381,0.2859985497715047,0.7140014502284953
Hudson,34017,2019,45-54,15404.0,27743.0,43147.0,0.1618028680286803,0.35701207499942056,0.6429879250005794
Hudson,34017,2019,55-59,9439.0,13018.0,22457.0,0.08421459214592146,0.4203143785901946,0.5796856214098054
Hudson,34017,2019,60-64,9703.0,11398.0,21101.0,0.07912954129541296,0.4598360267285911,0.540163973271409
Hudson,34017,2019,65-74,11839.0,16441.0,28280.0,0.1060510605106051,0.4186350777934936,0.5813649222065064
Hudson,34017,2019,75-84,7504.0,7562.0,15066.0,0.056498064980649805,0.4980751360679676,0.5019248639320324
Hudson,34017,2019,85+,1849.0,4314.0,6163.0,0.023111481114811146,0.30001622586402726,0.6999837741359728
Hunterdon,34019,2019,15-24,0.0,162.0,162.0,0.0033819753241059684,0.0,1.0
Hunterdon,34019,2019,25-34,2415.0,1483.0,3898.0,0.08137617168743867,0.6195484864032837,0.38045151359671625
Hunterdon,34019,2019,35-44,5220.0,2727.0,7947.0,0.16590467839919834,0.6568516421291053,0.3431483578708947
Hunterdon,34019,2019,45-54,9212.0,1129.0,10341.0,0.21588275818876432,0.8908229378203268,0.10917706217967314
Hunterdon,34019,2019,55-59,4218.0,637.0,4855.0,0.10135487776873134,0.8687950566426365,0.13120494335736355
Hunterdon,34019,2019,60-64,5397.0,777.0,6174.0,0.12889083735203857,0.8741496598639455,0.12585034013605442
Hunterdon,34019,2019,65-74,6931.0,1055.0,7986.0,0.16671885764389052,0.8678938141748059,0.1321061858251941
Hunterdon,34019,2019,75-84,4204.0,959.0,5163.0,0.10778480616271059,0.8142552779391826,0.18574472206081735
Hunterdon,34019,2019,85+,930.0,445.0,1375.0,0.028705037473121645,0.6763636363636364,0.3236363636363636
Mercer,34021,2019,15-24,184.0,3418.0,3602.0,0.027527493102842165,0.05108273181565797,0.9489172681843421
Mercer,34021,2019,25-34,4705.0,11497.0,16202.0,0.1238202230017348,0.29039624737686703,0.7096037526231329
Mercer,34021,2019,35-44,12891.0,8725.0,21616.0,0.1651955277376558,0.5963638045891931,0.4036361954108068
Mercer,34021,2019,45-54,17273.0,9313.0,26586.0,0.20317766008666346,0.6497028511246521,0.3502971488753479
Mercer,34021,2019,55-59,10469.0,3206.0,13675.0,0.10450818106090133,0.7655575868372944,0.23444241316270567
Mercer,34021,2019,60-64,10746.0,3241.0,13987.0,0.10689257246792153,0.7682848359190677,0.2317151640809323
Mercer,34021,2019,65-74,14295.0,4798.0,19093.0,0.14591405491742515,0.7487037134028178,0.25129628659718223
Mercer,34021,2019,75-84,7777.0,3101.0,10878.0,0.08313272347937731,0.7149292149292149,0.2850707850707851
Mercer,34021,2019,85+,3511.0,1701.0,5212.0,0.03983156414547844,0.6736377590176515,0.32636224098234845
Middlesex,34023,2019,15-24,151.0,3674.0,3825.0,0.013378523011059578,0.039477124183006536,0.9605228758169935
Middlesex,34023,2019,25-34,12601.0,26767.0,39368.0,0.13769560624820745,0.32008230034545826,0.6799176996545417
Middlesex,34023,2019,35-44,28319.0,24329.0,52648.0,0.1841444390813764,0.5378931773286735,0.4621068226713265
Middlesex,34023,2019,45-54,38176.0,19829.0,58005.0,0.20288136660300937,0.6581501594690113,0.3418498405309887
Middlesex,34023,2019,55-59,24649.0,6145.0,30794.0,0.10770672878498527,0.8004481392479055,0.19955186075209455
Middlesex,34023,2019,60-64,21097.0,6409.0,27506.0,0.09620644547508622,0.7669962917181706,0.23300370828182942
Middlesex,34023,2019,65-74,31760.0,8578.0,40338.0,0.14108832973075067,0.7873469185383509,0.21265308146164907
Middlesex,34023,2019,75-84,16721.0,5479.0,22200.0,0.07764789826026736,0.7531981981981982,0.2468018018018018
Middlesex,34023,2019,85+,7979.0,3243.0,11222.0,0.03925066280525767,0.7110140794867225,0.2889859205132775
Monmouth,34025,2019,15-24,198.0,2268.0,2466.0,0.010258885001476847,0.08029197080291971,0.9197080291970803
Monmouth,34025,2019,25-34,10583.0,15089.0,25672.0,0.10679890338925938,0.41223901526955437,0.5877609847304456
Monmouth,34025,2019,35-44,23418.0,11259.0,34677.0,0.14426089018500107,0.6753179340773423,0.3246820659226577
Monmouth,34025,2019,45-54,37250.0,11649.0,48899.0,0.20342628454469439,0.7617742694124624,0.23822573058753757
Monmouth,34025,2019,55-59,23923.0,4579.0,28502.0,0.11857207636337919,0.8393446073959722,0.16065539260402778
Monmouth,34025,2019,60-64,23529.0,5312.0,28841.0,0.11998236104119779,0.8158177594396866,0.18418224056031343
Monmouth,34025,2019,65-74,34134.0,6829.0,40963.0,0.17041147863564318,0.8332885774967653,0.16671142250323462
Monmouth,34025,2019,75-84,15287.0,6074.0,21361.0,0.08886457522974328,0.7156500163850007,0.2843499836149993
Monmouth,34025,2019,85+,6312.0,2684.0,8996.0,0.03742454560960491,0.701645175633615,0.29835482436638505
Morris,34027,2019,15-24,305.0,1490.0,1795.0,0.009708737864077669,0.16991643454038996,0.83008356545961
Morris,34027,2019,25-34,8860.0,10732.0,19592.0,0.10596857506017254,0.45222539812168233,0.5477746018783177
Morris,34027,2019,35-44,17803.0,11520.0,29323.0,0.15860129269545933,0.6071343314122021,0.392865668587798
Morris,34027,2019,45-54,30876.0,8404.0,39280.0,0.21245639181112583,0.7860488798370672,0.2139511201629328
Morris,34027,2019,55-59,17099.0,4517.0,21616.0,0.1169159207074668,0.7910344189489267,0.20896558105107327
Morris,34027,2019,60-64,15848.0,4250.0,20098.0,0.10870541147199611,0.7885361727535078,0.21146382724649218
Morris,34027,2019,65-74,22301.0,5651.0,27952.0,0.1511858722989967,0.7978319977103606,0.20216800228963938
Morris,34027,2019,75-84,13896.0,3145.0,17041.0,0.09217080888119641,0.8154451029869139,0.18455489701308608
Morris,34027,2019,85+,5431.0,2757.0,8188.0,0.04428698920950861,0.6632877381533953,0.3367122618466048
Ocean,34029,2019,15-24,550.0,2187.0,2737.0,0.01207189326276326,0.2009499451954695,0.7990500548045305
Ocean,34029,2019,25-34,14186.0,9087.0,23273.0,0.10264858308523542,0.6095475443647145,0.3904524556352855
Ocean,34029,2019,35-44,22025.0,7419.0,29444.0,0.12986657845407432,0.7480301589457954,0.2519698410542046
Ocean,34029,2019,45-54,28990.0,6811.0,35801.0,0.1579049509317455,0.8097539174883384,0.1902460825116617
Ocean,34029,2019,55-59,18727.0,3542.0,22269.0,0.09822031094938803,0.8409448111724819,0.15905518882751807
Ocean,34029,2019,60-64,22353.0,3165.0,25518.0,0.11255044657624876,0.8759699035974606,0.12403009640253938
Ocean,34029,2019,65-74,38598.0,5324.0,43922.0,0.19372367405447127,0.8787851190747233,0.12121488092527663
Ocean,34029,2019,75-84,28256.0,3958.0,32214.0,0.14208402249421104,0.8771341652697585,0.12286583473024151
Ocean,34029,2019,85+,9361.0,2186.0,11547.0,0.05092954019186239,0.8106867584654023,0.18931324153459772
Passaic,34031,2019,15-24,420.0,2590.0,3010.0,0.017910376712940098,0.13953488372093023,0.8604651162790697
Passaic,34031,2019,25-34,6036.0,13332.0,19368.0,0.11524524125455941,0.31164807930607186,0.6883519206939281
Passaic,34031,2019,35-44,13854.0,17520.0,31374.0,0.18668443820325004,0.4415758271179958,0.5584241728820042
Passaic,34031,2019,45-54,18282.0,17255.0,35537.0,0.21145550074676156,0.514449728452036,0.4855502715479641
Passaic,34031,2019,55-59,10935.0,6894.0,17829.0,0.10608774299501961,0.613326602725896,0.386673397274104
Passaic,34031,2019,60-64,10862.0,6092.0,16954.0,0.1008812381366068,0.6406747670166333,0.35932523298336677
Passaic,34031,2019,65-74,16861.0,9613.0,26474.0,0.15752801099613825,0.6368890231925662,0.3631109768074337
Passaic,34031,2019,75-84,6375.0,4177.0,10552.0,0.06278747344682523,0.6041508718726308,0.3958491281273692
Passaic,34031,2019,85+,4575.0,2386.0,6961.0,0.04141997750789901,0.6572331561557248,0.34276684384427525
Salem,34033,2019,15-24,213.0,146.0,359.0,0.014710703163415833,0.5933147632311978,0.40668523676880225
Salem,34033,2019,25-34,1308.0,1013.0,2321.0,0.09510735944927061,0.5635501938819474,0.43644980611805256
Salem,34033,2019,35-44,2707.0,1635.0,4342.0,0.17792165218816589,0.6234454168585906,0.3765545831414095
Salem,34033,2019,45-54,3219.0,1534.0,4753.0,0.1947631535813801,0.6772564695981486,0.32274353040185144
Salem,34033,2019,55-59,1696.0,496.0,2192.0,0.08982134076380921,0.7737226277372263,0.22627737226277372
Salem,34033,2019,60-64,2406.0,591.0,2997.0,0.12280773643664973,0.8028028028028028,0.1971971971971972
Salem,34033,2019,65-74,3159.0,626.0,3785.0,0.15509752499590232,0.8346103038309115,0.1653896961690885
Salem,34033,2019,75-84,2254.0,542.0,2796.0,0.11457138174069825,0.8061516452074392,0.1938483547925608
Salem,34033,2019,85+,505.0,354.0,859.0,0.03519914768070808,0.5878928987194412,0.4121071012805588
Somerset,34035,2019,15-24,478.0,815.0,1293.0,0.010545976542746685,0.3696829079659706,0.6303170920340294
Somerset,34035,2019,25-34,6427.0,7612.0,14039.0,0.11450499975531377,0.4577961393261628,0.5422038606738372
Somerset,34035,2019,35-44,14650.0,7335.0,21985.0,0.17931422605745231,0.6663634296110985,0.33363657038890154
Somerset,34035,2019,45-54,21382.0,4822.0,26204.0,0.21372526630018107,0.8159822927797283,0.18401770722027172
Somerset,34035,2019,55-59,12811.0,3172.0,15983.0,0.13036066750403733,0.8015391353312895,0.19846086466871052
Somerset,34035,2019,60-64,10754.0,1559.0,12313.0,0.10042738528293885,0.8733858523511736,0.12661414764882645
Somerset,34035,2019,65-74,14329.0,2345.0,16674.0,0.1359966070176011,0.8593618807724601,0.14063811922753988
Somerset,34035,2019,75-84,7100.0,1821.0,8921.0,0.07276152879956935,0.7958749019168254,0.20412509808317453
Somerset,34035,2019,85+,3583.0,1611.0,5194.0,0.042363342740159536,0.689834424335772,0.310165575664228
Sussex,34037,2019,15-24,263.0,512.0,775.0,0.014325588273350709,0.3393548387096774,0.6606451612903226
Sussex,34037,2019,25-34,4158.0,1071.0,5229.0,0.09665613042754949,0.7951807228915663,0.20481927710843373
Sussex,34037,2019,35-44,6331.0,1726.0,8057.0,0.148930664152757,0.7857763435521906,0.21422365644780936
Sussex,34037,2019,45-54,10450.0,1182.0,11632.0,0.21501321651047153,0.8983837689133425,0.1016162310866575
Sussex,34037,2019,55-59,5422.0,687.0,6109.0,0.11292260485406384,0.8875429693894255,0.11245703061057456
Sussex,34037,2019,60-64,6791.0,417.0,7208.0,0.13323721325717666,0.9421476137624861,0.057852386237513875
Sussex,34037,2019,65-74,8402.0,681.0,9083.0,0.1678958945636703,0.9250247715512496,0.07497522844875042
Sussex,34037,2019,75-84,3643.0,157.0,3800.0,0.0702415941144938,0.9586842105263158,0.04131578947368421
Sussex,34037,2019,85+,1648.0,558.0,2206.0,0.04077709384646666,0.7470534904805077,0.25294650951949227
Union,34039,2019,15-24,378.0,1798.0,2176.0,0.011283497884344146,0.17371323529411764,0.8262867647058824
Union,34039,2019,25-34,7437.0,16795.0,24232.0,0.12565336430764126,0.30690822053482997,0.69309177946517
Union,34039,2019,35-44,20085.0,20191.0,40276.0,0.20884841948062724,0.4986840798490416,0.5013159201509584
Union,34039,2019,45-54,25947.0,15340.0,41287.0,0.21409089023479633,0.6284544771962118,0.3715455228037881
Union,34039,2019,55-59,12201.0,7177.0,19378.0,0.10048328217041401,0.6296315409226958,0.37036845907730415
Union,34039,2019,60-64,13511.0,5270.0,18781.0,0.0973875798556376,0.7193972631915233,0.28060273680847664
Union,34039,2019,65-74,17846.0,7781.0,25627.0,0.13288704057081224,0.6963749170796426,0.30362508292035745
Union,34039,2019,75-84,9504.0,4655.0,14159.0,0.07342051771343235,0.6712338441980366,0.3287661558019634
Union,34039,2019,85+,4753.0,2179.0,6932.0,0.035945407782294866,0.6856607039815349,0.3143392960184651
Warren,34041,2019,15-24,0.0,266.0,266.0,0.006274028822794066,0.0,1.0
Warren,34041,2019,25-34,1726.0,2387.0,4113.0,0.0970115810080902,0.4196450279601264,0.5803549720398735
Warren,34041,2019,35-44,3549.0,2021.0,5570.0,0.13137722008632685,0.6371633752244165,0.3628366247755835
Warren,34041,2019,45-54,6760.0,2552.0,9312.0,0.21963818194683585,0.7259450171821306,0.27405498281786944
Warren,34041,2019,55-59,3885.0,865.0,4750.0,0.11203622897846546,0.8178947368421052,0.18210526315789474
Warren,34041,2019,60-64,3360.0,1479.0,4839.0,0.11413543411090407,0.69435833849969,0.30564166150030997
Warren,34041,2019,65-74,5795.0,1818.0,7613.0,0.1795645918343279,0.7611979508735058,0.23880204912649416
Warren,34041,2019,75-84,3115.0,1014.0,4129.0,0.09738896620043871,0.7544199564059094,0.24558004359409058
Warren,34041,2019,85+,1457.0,348.0,1805.0,0.04257376701181687,0.807202216066482,0.192797783933518
Atlantic,34001,2020,15-24,765.0,1906.0,2671.0,0.024930696211392888,0.2864095844253089,0.7135904155746912
Atlantic,34001,2020,25-34,5508.0,5952.0,11460.0,0.10696584746632816,0.4806282722513089,0.5193717277486911
Atlantic,34001,2020,35-44,9710.0,7073.0,16783.0,0.1566498968610284,0.5785616397545135,0.42143836024548653
Atlantic,34001,2020,45-54,12518.0,5790.0,18308.0,0.17088400832578848,0.6837448110115797,0.31625518898842037
Atlantic,34001,2020,55-59,7912.0,3802.0,11714.0,0.10933664373652427,0.6754311080758068,0.32456889192419325
Atlantic,34001,2020,60-64,9940.0,3254.0,13194.0,0.12315073224002912,0.7533727451872063,0.24662725481279368
Atlantic,34001,2020,65-74,15172.0,4616.0,19788.0,0.18469809682929333,0.7667273094804933,0.23327269051950678
Atlantic,34001,2020,75-84,7240.0,2522.0,9762.0,0.09111698106163137,0.7416513009629174,0.2583486990370826
Atlantic,34001,2020,85+,2663.0,794.0,3457.0,0.032267097267983984,0.7703210876482499,0.22967891235175006
Bergen,34003,2020,15-24,982.0,3568.0,4550.0,0.01307914752703503,0.21582417582417582,0.7841758241758242
Bergen,34003,2020,25-34,12460.0,24650.0,37110.0,0.1066741021380813,0.3357585556453786,0.6642414443546214
Bergen,34003,2020,35-44,36826.0,26162.0,62988.0,0.18106139438085328,0.5846510446434241,0.41534895535657584
Bergen,34003,2020,45-54,50780.0,21628.0,72408.0,0.20813954156869283,0.7013037233454867,0.2986962766545133
Bergen,34003,2020,55-59,26183.0,9690.0,35873.0,0.1031182987334786,0.7298804114515095,0.2701195885484905
Bergen,34003,2020,60-64,27940.0,10300.0,38240.0,0.10992232998545484,0.7306485355648535,0.26935146443514646
Bergen,34003,2020,65-74,40844.0,12552.0,53396.0,0.1534888266711126,0.7649262117012511,0.23507378829874898
Bergen,34003,2020,75-84,22714.0,6672.0,29386.0,0.08447117125922007,0.7729531069216634,0.22704689307833661
Bergen,34003,2020,85+,9468.0,4463.0,13931.0,0.04004518773607143,0.6796353456320436,0.32036465436795636
Burlington,34005,2020,15-24,883.0,2198.0,3081.0,0.01781274932645722,0.2865952612788056,0.7134047387211944
Burlington,34005,2020,25-34,10418.0,11315.0,21733.0,0.12564897147416254,0.47936318041687753,0.5206368195831225
Burlington,34005,2020,35-44,20842.0,8662.0,29504.0,0.1705768763803291,0.7064126898047722,0.29358731019522777
Burlington,34005,2020,45-54,25650.0,6174.0,31824.0,0.18398991709353282,0.8059954751131222,0.19400452488687783
Burlington,34005,2020,55-59,16128.0,3594.0,19722.0,0.11402240902836396,0.8177669607544874,0.18223303924551262
Burlington,34005,2020,60-64,15636.0,2704.0,18340.0,0.10603239943110207,0.8525627044711014,0.1474372955288986
Burlington,34005,2020,65-74,23987.0,4106.0,28093.0,0.16241920377415214,0.8538425942405582,0.14615740575944186
Burlington,34005,2020,75-84,12200.0,2218.0,14418.0,0.08335742284610849,0.8461645165765016,0.1538354834234984
Burlington,34005,2020,85+,4630.0,1620.0,6250.0,0.03613426916272562,0.7408,0.2592
Camden,34007,2020,15-24,650.0,3308.0,3958.0,0.020352858296180883,0.16422435573521982,0.8357756442647802
Camden,34007,2020,25-34,12909.0,15456.0,28365.0,0.145858722984126,0.45510312004230563,0.5448968799576943
Camden,34007,2020,35-44,21520.0,13102.0,34622.0,0.1780335169101502,0.6215700999364566,0.37842990006354343
Camden,34007,2020,45-54,26120.0,10287.0,36407.0,0.18721235775367798,0.7174444474963606,0.2825555525036394
Camden,34007,2020,55-59,14010.0,5434.0,19444.0,0.09998508759750911,0.7205307549886855,0.27946924501131454
Camden,34007,2020,60-64,14958.0,4883.0,19841.0,0.10202654407643377,0.7538934529509601,0.24610654704903986
Camden,34007,2020,65-74,22166.0,7648.0,29814.0,0.15330978202181325,0.743476219225867,0.25652378077413296
Camden,34007,2020,75-84,12304.0,3368.0,15672.0,0.0805886799438471,0.7850944359367024,0.2149055640632976
Camden,34007,2020,85+,4554.0,1796.0,6350.0,0.03265301924728363,0.7171653543307087,0.28283464566929134
Cape May,34009,2020,15-24,1047.0,1080.0,2127.0,0.04737193763919822,0.4922425952045134,0.5077574047954866
Cape May,34009,2020,25-34,2828.0,1770.0,4598.0,0.10240534521158129,0.6150500217485864,0.38494997825141364
Cape May,34009,2020,35-44,4210.0,1618.0,5828.0,0.12979955456570155,0.7223747426218257,0.27762525737817434
Cape May,34009,2020,45-54,4932.0,1350.0,6282.0,0.13991091314031182,0.7851002865329513,0.2148997134670487
Cape May,34009,2020,55-59,3316.0,838.0,4154.0,0.09251670378619153,0.79826673086182,0.20173326913818007
Cape May,34009,2020,60-64,4458.0,1386.0,5844.0,0.13015590200445434,0.7628336755646817,0.23716632443531827
Cape May,34009,2020,65-74,7488.0,1218.0,8706.0,0.19389755011135856,0.8600964851826327,0.13990351481736732
Cape May,34009,2020,75-84,4592.0,786.0,5378.0,0.11977728285077952,0.8538490145035329,0.1461509854964671
Cape May,34009,2020,85+,1478.0,504.0,1982.0,0.04414253897550111,0.7457114026236125,0.2542885973763875
Cumberland,34011,2020,15-24,422.0,773.0,1195.0,0.022709133062217324,0.35313807531380753,0.6468619246861924
Cumberland,34011,2020,25-34,3452.0,4565.0,8017.0,0.1523507278324655,0.4305850068604216,0.5694149931395784
Cumberland,34011,2020,35-44,5380.0,3112.0,8492.0,0.16137737068146402,0.6335374470089497,0.3664625529910504
Cumberland,34011,2020,45-54,6482.0,3300.0,9782.0,0.18589183231348105,0.6626456757309344,0.33735432426906564
Cumberland,34011,2020,55-59,4074.0,1298.0,5372.0,0.10208657975751587,0.7583767684288906,0.24162323157110946
Cumberland,34011,2020,60-64,4058.0,1044.0,5102.0,0.09695564592755881,0.7953743629949039,0.20462563700509603
Cumberland,34011,2020,65-74,6246.0,2556.0,8802.0,0.1672684428565999,0.7096114519427403,0.2903885480572597
Cumberland,34011,2020,75-84,2964.0,1016.0,3980.0,0.07563376534529284,0.7447236180904523,0.2552763819095477
Cumberland,34011,2020,85+,1458.0,423.0,1881.0,0.03574550568203413,0.7751196172248804,0.22488038277511962
Essex,34013,2020,15-24,828.0,5429.0,6257.0,0.02023517693248042,0.13233178839699536,0.8676682116030047
Essex,34013,2020,25-34,8434.0,35840.0,44274.0,0.14318239148292122,0.19049555043592176,0.8095044495640782
Essex,34013,2020,35-44,24002.0,39378.0,63380.0,0.20497131436480884,0.3786999053329126,0.6213000946670874
Essex,34013,2020,45-54,32138.0,30660.0,62798.0,0.20308912274347216,0.511767890697156,0.48823210930284405
Essex,34013,2020,55-59,14962.0,14896.0,29858.0,0.09656095778328277,0.5011052314287628,0.4988947685712372
Essex,34013,2020,60-64,15763.0,13578.0,29341.0,0.09488897656639092,0.5372345864149143,0.4627654135850857
Essex,34013,2020,65-74,23461.0,18986.0,42447.0,0.13727386211491072,0.552712794779372,0.4472872052206281
Essex,34013,2020,75-84,12488.0,8844.0,21332.0,0.0689878207325671,0.585411588224264,0.41458841177573597
Essex,34013,2020,85+,5580.0,3947.0,9527.0,0.030810377279165885,0.5857037892306077,0.41429621076939227
Gloucester,34015,2020,15-24,468.0,1079.0,1547.0,0.014114448377796431,0.3025210084033613,0.6974789915966386
Gloucester,34015,2020,25-34,8396.0,4592.0,12988.0,0.11849932484215904,0.646442870341854,0.353557129658146
Gloucester,34015,2020,35-44,16004.0,3927.0,19931.0,0.1818455530820043,0.8029702473533691,0.1970297526466309
Gloucester,34015,2020,45-54,17134.0,3703.0,20837.0,0.19011167475639576,0.8222872774391707,0.1777127225608293
Gloucester,34015,2020,55-59,9719.0,1618.0,11337.0,0.10343600598518302,0.8572814677604305,0.14271853223956954
Gloucester,34015,2020,60-64,10237.0,2306.0,12543.0,0.11443925404182329,0.8161524356214622,0.18384756437853783
Gloucester,34015,2020,65-74,15288.0,3160.0,18448.0,0.16831502499908763,0.8287077189939289,0.1712922810060711
Gloucester,34015,2020,75-84,7310.0,1378.0,8688.0,0.07926718002992592,0.841390423572744,0.15860957642725598
Gloucester,34015,2020,85+,2492.0,794.0,3286.0,0.029980657640232108,0.7583688374923919,0.24163116250760802
Hudson,34017,2020,15-24,670.0,6798.0,7468.0,0.026735211146592584,0.08971612212104982,0.9102838778789502
Hudson,34017,2020,25-34,11060.0,55283.0,66343.0,0.23750590694943652,0.16670937401082253,0.8332906259891775
Hudson,34017,2020,35-44,17566.0,43740.0,61306.0,0.21947360130597282,0.28652986657097185,0.7134701334290282
Hudson,34017,2020,45-54,16206.0,30722.0,46928.0,0.16800080191313563,0.34533753835663145,0.6546624616433686
Hudson,34017,2020,55-59,9518.0,14318.0,23836.0,0.0853321495567998,0.3993119650948146,0.6006880349051854
Hudson,34017,2020,60-64,9786.0,11408.0,21194.0,0.07587387051966835,0.4617344531471171,0.5382655468528829
Hudson,34017,2020,65-74,13754.0,17032.0,30786.0,0.1102129365772629,0.44676151497433897,0.553238485025661
Hudson,34017,2020,75-84,7863.0,7484.0,15347.0,0.05494178969828018,0.5123476901023001,0.48765230989769986
Hudson,34017,2020,85+,2325.0,3799.0,6124.0,0.02192373233285123,0.37965382103200523,0.6203461789679948
Hunterdon,34019,2020,15-24,0.0,175.0,175.0,0.003528510363739011,0.0,1.0
Hunterdon,34019,2020,25-34,2958.0,1412.0,4370.0,0.08811194451165416,0.6768878718535469,0.32311212814645307
Hunterdon,34019,2020,35-44,6024.0,1838.0,7862.0,0.1585208484555206,0.7662172475197151,0.2337827524802849
Hunterdon,34019,2020,45-54,8900.0,1048.0,9948.0,0.2005806919912896,0.8946521913952553,0.10534780860474467
Hunterdon,34019,2020,55-59,5316.0,700.0,6016.0,0.1213001048471651,0.8836436170212766,0.1163563829787234
Hunterdon,34019,2020,60-64,5484.0,826.0,6310.0,0.12722800225824663,0.8690966719492869,0.13090332805071314
Hunterdon,34019,2020,65-74,7785.0,933.0,8718.0,0.17578030486329543,0.8929800412938748,0.10701995870612525
Hunterdon,34019,2020,75-84,3580.0,786.0,4366.0,0.08803129284619728,0.8199725148877691,0.18002748511223088
Hunterdon,34019,2020,85+,1502.0,328.0,1830.0,0.036898136946527944,0.8207650273224044,0.17923497267759564
Mercer,34021,2020,15-24,420.0,2763.0,3183.0,0.02316425296557747,0.13195098963242224,0.8680490103675778
Mercer,34021,2020,25-34,5501.0,10964.0,16465.0,0.11982388472454697,0.33410264196781053,0.6658973580321895
Mercer,34021,2020,35-44,13316.0,10492.0,23808.0,0.17326249909031366,0.5593077956989247,0.44069220430107525
Mercer,34021,2020,45-54,18346.0,9452.0,27798.0,0.202299687067899,0.6599755378084754,0.34002446219152455
Mercer,34021,2020,55-59,10060.0,4185.0,14245.0,0.10366785532348446,0.7062127062127063,0.2937872937872938
Mercer,34021,2020,60-64,11864.0,3525.0,15389.0,0.1119933047085365,0.7709402820196244,0.22905971798037558
Mercer,34021,2020,65-74,15430.0,5281.0,20711.0,0.15072411032675934,0.7450147264738545,0.25498527352614553
Mercer,34021,2020,75-84,8184.0,2892.0,11076.0,0.08060548722800379,0.7388949079089924,0.2611050920910076
Mercer,34021,2020,85+,3216.0,1520.0,4736.0,0.03446619605560003,0.6790540540540541,0.32094594594594594
Middlesex,34023,2020,15-24,526.0,4786.0,5312.0,0.017893474540873384,0.0990210843373494,0.9009789156626506
Middlesex,34023,2020,25-34,12724.0,26830.0,39554.0,0.13323766791974884,0.32168680790817616,0.6783131920918238
Middlesex,34023,2020,35-44,30548.0,26254.0,56802.0,0.1913375641699341,0.5377979648603922,0.4622020351396078
Middlesex,34023,2020,45-54,40431.0,18368.0,58799.0,0.19806445962515326,0.6876137349274648,0.31238626507253525
Middlesex,34023,2020,55-59,24886.0,6484.0,31370.0,0.10566986000512012,0.7933057060886197,0.2066942939113803
Middlesex,34023,2020,60-64,21607.0,6772.0,28379.0,0.09559467507444386,0.7613728461186088,0.23862715388139116
Middlesex,34023,2020,65-74,34804.0,9657.0,44461.0,0.14976689976689977,0.7827984075931715,0.21720159240682846
Middlesex,34023,2020,75-84,17120.0,5044.0,22164.0,0.07465944460164113,0.7724237502255911,0.22757624977440896
Middlesex,34023,2020,85+,7670.0,2358.0,10028.0,0.03377932279666384,0.7648583964898285,0.23514160351017152
Monmouth,34025,2020,15-24,646.0,1932.0,2578.0,0.010498538023603385,0.2505818463925524,0.7494181536074477
Monmouth,34025,2020,25-34,11494.0,13926.0,25420.0,0.10351933148176805,0.45216365066876474,0.5478363493312353
Monmouth,34025,2020,35-44,26228.0,9898.0,36126.0,0.1471179924905725,0.7260145047887948,0.27398549521120524
Monmouth,34025,2020,45-54,37966.0,10796.0,48762.0,0.1985763037653019,0.7785980886756081,0.22140191132439194
Monmouth,34025,2020,55-59,24138.0,4982.0,29120.0,0.11858705478949984,0.8289148351648352,0.17108516483516484
Monmouth,34025,2020,60-64,24191.0,5373.0,29564.0,0.12039518158642765,0.8182586930050061,0.1817413069949939
Monmouth,34025,2020,65-74,35103.0,8275.0,43378.0,0.1766507301737268,0.8092350961316797,0.19076490386832035
Monmouth,34025,2020,75-84,16433.0,5290.0,21723.0,0.0884638252469885,0.7564793076462736,0.24352069235372648
Monmouth,34025,2020,85+,6072.0,2815.0,8887.0,0.03619104244211144,0.6832451896027906,0.31675481039720943
Morris,34027,2020,15-24,327.0,1288.0,1615.0,0.008551036184384696,0.20247678018575851,0.7975232198142415
